# x + y
2*(z^(x|(~y|z))) - (~(x&y)&(x^(y^z))) - 3*~(x|(y^z)) - (z^(x&(~y|z))) - 3*(y^~(x&(y|z))) + ~(x&(y^z)) + 3*(~(x^y)|(x^z)) + (z|~(x|~y)), x + y
12297829382473034409*(y^(x|~z)) + 6148914691236517207*((y&~z)^(~x|(y^z))) + 6148914691236517204*(y^(x|(~y&z))) + 6148914691236517205*((x|~y)&(x^(y^z))) + 6148914691236517201*(~x|(y&z)) + 12297829382473034413*(~(x|~y)|(x^(y^z))) + 2*~(x&(~y&z)) + 12297829382473034413*(z^~(x|(y&z))), x + y
14757395258967641292*(y^~(x&(~y&z))) + 7378697629483820647*(y^~(~x|(~y&z))) + 7378697629483820646*(x^z) + 14757395258967641293*((x|y)&~(x^(y^z))) + 11068046444225730971*(y^~(x|~z)) + 3689348814741910323*(z^(x&~y)) + 3689348814741910325*~(~x&(y^z)) - (y|~(x^z)), x + y
6148914691236517207*~z + 6148914691236517203*((y&~z)|~(x|(~y&z))) + 6148914691236517207*(~z|(x^y)) + 12297829382473034411*(~(x^y)&~(x^z)) + 6148914691236517207*(y^~(x|z)) + 3*((y&z)|(~x&(y|z))) + 6148914691236517203*~(x&(y^z)) + 12297829382473034410*(~x|(y|z)), x + y
11068046444225730969*(~(x&~y)&(y^z)) + 14757395258967641293*(z^(~x|(y&z))) + 7378697629483820647*((x&y)^~(x^(~y|z))) + 7378697629483820646*(~x&(~y|z)) + 7378697629483820646*(y^(x|(y^z))) + 14757395258967641293*(~z|~(x^y)) + 14757395258967641294*(y^(~x&(y^z))) + 7378697629483820647*(x|y), x + y
6148914691236517204*(~y&~(x^z)) + 3*~(~x|(y&z)) + 12297829382473034408*((x|y)&(y^z)) + (z^~(x|~y)) + 12297829382473034410*((x&y)^(x^(y&z))) + 6148914691236517208*(y|~(x^z)) + 12297829382473034411*(z|(x&y)) + 6148914691236517204*(x|(~y|z)), x + y
(z^~(~x&(~y&z))) + 5*~(x|(~y&z)) - ((x&y)^(y|~z)) - 4*(x^(y|z)) + 6*(y^(x&(~y|z))) - ((x|y)&(x^(y^z))) + 8*(z&~(x^y)) - 5*(~x|(y|z)), x + y
-(y^~(~x&(y^z))) + 7*~(y|~z) - 5*(y^(~x|(y|z))) + (z^(x|~y)) + 4*(z^(~x|(~y&z))) - 3*(~(x&~y)&(x^(y^z))) + (~z|~(x^y)), x + y
12679168315292757104*((x^y)&~(x^z)) - 2*(y&(x^z)) + 12679168315292757101*~(x^(y&z)) + (y^(~x&(y|z))) + 5767575758416794513*(~y|~(x^z)) + 2*(y|~(x|z)) + 12679168315292757104*(z^~(~x|(y&z))) + 5767575758416794513*(y|~(x|~z)), x + y
-(y^(x|(y&z))) + (z^~(~x|(~y&z))) + 2*(y&(x|~z)) - (~(x&~y)&(x^(y^z))) + 2*(z^~(x&(y|z))) - (x|~z) + ((x&y)|~(y|~z)) - (y^(~x|(~y&z))), x + y
-~(x|y) + ((x^y)&(x^z)) + ~(x^y) + ((x&z)|(y&~z)), x + y
(y&~z) - (z^~(~x&(~y&z))) + (x|~z) + (z^~(~x|(y&z))), x + y
6444118261003855538*~(x|(~y|z)) + 6444118261003855543*~(x|(y^z)) + 12002625812705696075*~(x|(~y&z)) - 3*(~x&(~y|z)) + (x^(y|z)) + ~(x^(~y&z)) + 2*(y^~(x|~z)), x + y
(z^(x|(y&z))) + 6787368035092978562*((y&z)^~(~x&(y^z))) + 11659376038616573054*((x&z)^(y|z)) + 6787368035092978560*~(x&y) - (x|~y) + 13574736070185957123*(y|~(x|~z)) + (y^(x&(y^z))) + 13574736070185957121, x + y
2*~(y|~z) - 2*(~(x&y)&(y^z)) + (x^y) + 2*(y&(x|~z)), x + y
4*(~(x&~y)&(y^z)) - 2*(x^(y|z)) + 2*(y^(x|~z)) - 2*(y^(x|(~y&z))) - 2*(y^~(x|(y^z))) + (x&z) + 3*(y^(x&~z)), x + y
3*(~(x&y)&(y^z)) - 2*~(x&y) + 2*(y^~(x|(y^z))) - 3*(y^(~x|(y^z))) - 2*(y&~(x&~z)) + 2*(z&~(x&~y)) + 3*((x&~y)|~(y^z)), x + y
-2*((y&z)^~(x&(y^z))) - 5*(x&(~y&z)) - 8*~(x|~y) + 11*(y^~(~x|(~y&z))) - 4*(x^z) - 4*~(y^z) + 6*(z|~(x^y)), x + y
-5*~(~x|(y|z)) + (~x&(y^z)) + 2*(y^~(x&(y^z))) - 4*(z^(~x|(y&z))) - (y^~(~x|(~y&z))) - 3*((x&y)^(x^(~y|z))) + 5*((x^y)|~(x^z)), x + y
-2*(x&(y^z)) + (y&(x^z)) - 2*~(x&(y|z)) + 2*(~z|(x^y)) + (y^~(x|~z)) + ((y&~z)^(x|(y^z))), x + y
7245627036816417698*((x|~y)&~(x^(y^z))) + 7245627036816417700*(y&~(x&z)) + 11201117036893133916*(~x&(y|z)) + 11201117036893133918*((x|y)&~(x^(y^z))) + 11201117036893133918*(y^~(x|(y^z))) + ((y&~z)^(x|(y^z))) + 7245627036816417699*((y&z)|(~x&(y|z))), x + y
-(y^(~x|(y|z))) - ((x&z)^(x^(~y&z))) + (y^(~x|(~y|z))) + ((x&z)|(y&~z)) + (x|z), x + y
(y^~(x&(y^z))) - 2*~(~x|(y&z)) + (z&(x^y)) + 2*(z^(~x&(y|z))) + (y&z) - ~(x&(y^z)) - 3*(z^~(x|(y&z))) + 3*~(~x&(~y&z)), x + y
3141340013155140035*(~x&(~y&z)) + 15305404060554411582*~(y|~z) + 2*(z^(x|(~y&z))) - (y^(x|(~y&z))) + 2*(y&~(x^z)) + 15305404060554411580*~(x&~y) + 3141340013155140036*(~x|(y|z)), x + y
-3*(~z&(x^y)) - 4*(~(x^y)&(x^z)) - 3*(y^(x|(y|z))) + 3*((x|y)&~(x^(y^z))) - (z^(~x|(~y&z))) + 5*~(~x&(y&z)) + 2*(z^~(~x|(y&z))) - 4*((x&y)|~(x^(y^z))), x + y
-2*(~z&(x^y)) + 2*(~y&(x^z)) + 3*((y&z)^~(x&(y^z))) - ((y&~z)^(~x|(y^z))) - 2*~(x&(y&z)) - 2*(~(x&~y)&(x^(y^z))) + 4*(y|(x&z)), x + y
(~z&~(x^y)) - 2*~(x|(~y&z)) - (y^(~x|(y^z))) + (y^~(x|z)) + (y^~(~x|(y&z))) - (z|~(x|y)) + 2*~(x&~z), x + y
-2*(y^~(~x|(y^z))) + 3*(x^y) - 2*(~x|(y^z)) + 4*((x^y)|(x^z)) + 4*~(~x&(y|z)) + 6*~(x&~y) + 8, x + y
-(y^~(x&(~y&z))) + (y^(~x|(~y|z))) + 2*(z^~(~x&(~y|z))) - 2*((x^y)|(x^z)) + ~(x^(~y|z)) + ((y&z)|(x&(y|z))), x + y
-2*~(y|z) + 6148914691236517203*(x&(y^z)) + 6148914691236517204*(~(x&y)&(y^z)) + 6148914691236517207*(~(x|~y)|(y^z)) + 6148914691236517205*~(x^y) + 12297829382473034413*~(~x&(y|z)) + 6148914691236517206*(x|(y^z)) + 12297829382473034410*(z&~(x&~y)), x + y
-(~(x&y)&(x^(y^z))) - 5*~(y|~z) - 4*((x&z)^~(x^(y&z))) - 2*(y^(x&z)) + 15*((x&y)^(y|z)) - 5*(~(x|y)|~(x^(y^z))) + 9*~(~x&(y|z)) - 7*(y^~(~x|(y&z))), x + y
-2*(y^(~x|(y&z))) + 4*((x&z)^~(x^(y&z))) + 2*(y&~(x&z)) - 3*((x&y)^(y|z)) + 2*~(~x|(y^z)) - 2*(z^~(x&(y|z))) + (x|(y&z)) + (z|(x&y)), x + y
5245573522786075062*(~(x^y)&(x^z)) + 2*(y&~(x&z)) + ((y&~z)^(~x|(y^z))) + 11846158798247813341*(z^(~x|(~y&z))) + 6600585275461738279*(y^(~x&(y|z))) + 11846158798247813339*(y&z) + ((x&z)^(x^(y&z))) + 6600585275461738274*~(x&~y), x + y
-(~y&~(x^z)) + 15995815898202490335*(~(x&~y)&~(x^(y^z))) + 15995815898202490334*((x|y)&(x^(y^z))) + (z^(~x&(y|z))) + x + 2450928175507061282*(y|~z), x + y
((x|y)&~(x^(y^z))) + 3*(x&(y&z)) - (~(x^y)&~(x^z)) + (x|~z) - (x|(~y&z)) - (y&~(x&~z)) + (y|(x^z)), x + y
2*(y^~(~x&(~y&z))) + (y^z) + 5*~(x|~y) - 6*~x - ~(~x&(~y|z)) + (z&(x|~y)) + 4*~(x&~y) - 2*(y|(x&z)), x + y
2*((x&z)^~(y&~z)) - 3*~x - ((x|y)&~(y^z)) + 2*(~x|(y&z)) + 2*(y|(x&z)) - (z|~(x|y)), x + y
15811494920322472813*(~(x&y)&(y^z)) + 15811494920322472814*(y^(x&(y|z))) + 5270498306774157605*(z^~(x&(y&z))) + 5270498306774157605*(x&(~y|z)) + 5270498306774157605*((x&z)|~(y|z)) + 7905747460161236406*(~(x|y)|~(y^z)) + (y|~(x|~z)) + 13176245766935394012*(x|z), x + y
-2*(~(x&y)&(y^z)) + (~z|(x^y)) + (y^~(x|(y^z))) + (z^~(x|~y)) + 2*(y&(x|z)) - 3*(y^~(x|z)) + (z|~(x^y)), x + y
-3*(z^(x|(y&z))) - 2*(y^(x|z)) + 2*((x&z)^(x^(~y&z))) + 2*(z^(x&(y|z))) - (~(x|~y)|(y^z)) + 2*(~z|~(x^y)) - 2*(~(x&~y)&~(y^z)) + 2*(y^~(~x|(y&z))), x + y
15316667835316329938*(y^~(x&(~y&z))) + 3130076238393221678*((x&z)^~(y&~z)) + ~(x^(~y&z)) - (z^(~x|(~y&z))) + ((x|y)&(x^(y^z))) + 3130076238393221680*(x&y) + 15316667835316329938*(y&(x|z)), x + y
-~(x|(~y|z)) + (~(x&y)&(y^z)) - (y^(x|z)) + (z&(x^y)) + 2*((y&~z)|~(~x|(~y&z))), x + y
-2*~(x|(~y|z)) + ((x&y)^~(x^(~y|z))) - (y^z) - (y^(~x|(y^z))) + 2*((x&y)|(y^z)) + ((x&z)^~(x^(~y&z))), x + y
6148914691236517206*(z^~(x&~y)) + 12297829382473034411*((x&z)^~(y&~z)) + 6148914691236517204*~(x&y) + (~(x|~y)|~(y^z)) + 12297829382473034410*~(x&(y^z)) + 12297829382473034411*(z|(x&~y)) + 12297829382473034412*(x|(y|z)), x + y
-4*(x&(~y&z)) + 2*((x|y)&(y^z)) - ~(x|(~y&z)) - (z^~(~x&(y|z))) + (z^(x&y)) + 2*((x&~y)|~(y^z)), x + y
((x&z)^(x^(~y&z))) + 12297829382473034413*(z^~(~x&(y&z))) + 12297829382473034409*~(x&(y&z)) + 12297829382473034412*(y&(x|~z)) + 12297829382473034411*(~y|~(x^z)) - (~(x^y)|(x^z)) + 6148914691236517208*z + 6148914691236517204*(z|~(x|~y)), x + y
2327552542327732036*(~z&~(x^y)) + 2327552542327732038*(x&(~y&z)) + 16119191531381819575*(y^(x|(~y|z))) + 3*~(x&(~y|z)) + 16119191531381819579*~(x^(y|z)) + 2327552542327732041*(~y|~(x^z)) + (~(x|~y)|~(y^z)) - 3*(~x|(y&z)), x + y
-2*(z^(~x|(y|z))) + (z^(x|(y&z))) - 4*((x^y)&(x^z)) + 3*(y^~(~x|(~y&z))) - (y^(x|(y^z))) - ((x&z)|~(y|z)) + 3*~(~x&(y^z)), x + y
6148914691236517206*(y&(x^z)) + (z^(x|(~y&z))) + 6148914691236517204*(~x&(y|z)) + 6148914691236517206*(z^(~x&(y|z))) + 6148914691236517206*((x&y)|(y^z)) + ((y&z)|(~x&(y|z))) + 6148914691236517205*(z|(x&y)), x + y
-(y^~(x|(y^z))) + (x&z) + (z^~(x&(y|z))) - 2*(~(x|~y)|~(y^z)) + 2*(y|~(x|z)) + 2*(y|(x&~z)) - (y|(x&z)), x + y
2*~z - 2*((x&y)^~(x^(y&z))) + ~x + 4*((x&y)|~(y|~z)) - 2*(x|~y) + ((x&y)|~(y^z)) - (z|(x&y)), x + y
16040650031501342522*(z^(~x|(y|z))) + 10426419057958880358*(y^(x&z)) - (z&~(x&y)) - (z^~(~x|(~y&z))) + 2*(y^~(x&z)) + 8020325015750671263*(x^(~y&z)) + 2406094042208209092*(~z|~(x^y)) + 8020325015750671261*(z|(x^y)), x + y
2*((x&~y)|~(x^(y^z))) + 7*(~(x|~y)|(y^z)) - 9*(~x|(y^z)) - 3*(x&(~y|z)) + 4*(x|~y) + 3*((x&z)^~(x^(~y&z))) - 2*(z^~(~x|(y&z))), x + y
16782291579189843084*~(x|y) + 3328904989039417062*(z^(x&(~y|z))) + 16782291579189843084*(x^(y|z)) + (x^y) + 1664452494519708532*(y^(~x&(~y|z))) + 16782291579189843086*(z^~(~x|(y&z))), x + y
6148914691236517208*(y&~(x&z)) + 6148914691236517204*~(x&(y&z)) + 6148914691236517206*(z&~(x^y)) + 6148914691236517207*(x|~y) - (z^(x&~y)) + 6148914691236517207*((x&y)^(x^(y&z))) + 12297829382473034410*((y&z)|(x&(y|z))) + 6148914691236517205*(y|~(x^z)), x + y
~(~x|(y|z)) - (y^(x|(y&z))) - (y^(x|z)) + ((x&y)^(y|z)) + 2*~(~x&(~y|z)), x + y
12590385637251117379*(y^~(x&(~y&z))) + ~(~x|(y&z)) + (~x&(y&z)) + ((x&y)^(y|z)) - (z^(x&y)) + 12590385637251117381*(x&y) + 5856358436458434237*(y^~(x&(y|z))), x + y
2*(x&~y) - 3*~(x^(y^z)) + 2*((x&y)|~(y|z)) - 4*(x^(y^z)) + (y^(x&~z)) + ~(x&(~y&z)) - (x|(y&z)) + 3*(y|z), x + y
(y^~(x&(~y&z))) + (y&~(x^z)) + 2*((y&z)|(x&(y|z))) - (z|~(x|y)), x + y
(z^~(~x&(~y&z))) - (~(x|~y)|(y^z)) + (z^~(x&(y&z))) - ~(x^z) + (~(x|~y)|~(y^z)) - 2*((x&y)|~(y^z)) + 3*((y&z)|(x&(y|z))), x + y
7506253165867207769*(x&~y) + 10940490907842343849*(~(x&y)&~(x^(y^z))) + 10940490907842343848*~(~x|(y^z)) + 3*(x&y) - (x|~y) + 7506253165867207767*(~(x&~y)&~(y^z)) + ~(x&(y^z)), x + y
((x&z)^~(x^(y&z))) - 4*(z^(x&(~y|z))) - 3*~(x^(~y&z)) + 3*(y^(x&(~y|z))) - 3*(z^~(x&(y&z))) + 2*((x&y)|~(y^z)) + 3*~(x&(y^z)), x + y
-(y^(x&(y|z))) - (y&(x|~z)) + ((y&~z)|~(~x|(~y&z))) + 2*(y|(x&z)), x + y
-(y^~(x&(~y&z))) + (y^(~x|(y&z))) + ~(~x|(~y&z)) - (z&~(x^y)) + (z^(~x&(y|z))) + (z^(x&~y)), x + y
(y^~(~x|(y^z))) - 2*~(x&(y|z)) + ((x&z)^(y|z)) + (~y|~(x^z)) + ~(y^z), x + y
2*(z^(~x|(~y|z))) - 2*((y&z)^~(~x&(y^z))) - 2*~(x|~y) + 6*(x^z) + (x^y) + 8*(x&z) - 2*(x|(~y&z)) - 4*(z|(x&~y)), x + y
13951429110142226230*(~z&(x^y)) + 13951429110142226229*(z&~(x^y)) + 4495314963567325386*(x^(y^z)) + 2*(x|~y) + 2*((x&z)^~(x^(~y&z))) + 3*(z|(x^y)) - 4*(~x|(~y|z)), x + y
16490799838914165853*~(x&(y|z)) + 1955944234795385763*(z^~(~x&(~y|z))) + 1955944234795385763*(z^~(x&y)) + 16490799838914165854*((y&~z)|~(~x|(~y&z))) + ~(x^z) - (z^~(x|(~y&z))) + (z|(x&y)), x + y
3*~(x|(~y|z)) - 2*~x + (y^~(~x&(~y|z))) - 2*((y&~z)^(x|(y^z))) + 2*(x|(~y&z)) + 2*((x&y)^(x^(~y|z))), x + y
~(x|~y) + (~x&(~y|z)) + (y^~(~x&(y&z))) + 4*(x&(y&z)) + 2*((y&~z)|~(~x|(~y&z))) - 2*(x^(y^z)) - 2*(~(x&~y)&~(y^z)), x + y
((x|~y)&~(x^(y^z))) + (y^(x|(~y|z))) - 2*~(y&z) + ~(~x&(y|z)) - (~(x|y)|~(y^z)) + 2*(y|(x^z)), x + y
2*(x&(y^z)) + ~(~x|(y^z)) + 2*(x^(y^z)) - 2*((x&~y)|(x^(y^z))) + (y^(x&(y^z))), x + y
5*~(x|(y|z)) - 3*~(x|y) + (z^(x|(y&z))) - 3*(z^~(x&(~y&z))) - (~(x&y)&~(y^z)) + 2*(y^(x&(~y|z))) + 2*~(~x&(y&z)), x + y
(x&(y^z)) - (~x&(y&z)) + (y&~(x&~z)) + ((x&z)^(x^(y&z))), x + y
2*~(~x|(y&z)) + 11852968475904395058*(x^y) + 6593775597805156557*(y^(x&(~y|z))) + 6593775597805156557*((x|~y)&~(y^z)) + 11852968475904395059*((x&y)|~(y|z)) + 2*(y&~(x&~z)), x + y
12297829382473034409*(y^(x|(~y|z))) + 6148914691236517206*((x&y)^(y|~z)) + 12297829382473034411*(y^(x&(~y|z))) + 6148914691236517206*~(x&y) + 6148914691236517205*(~y|(x^z)) + ~(x^(y|z)) + 12297829382473034412*(x|(y^z)) + 6148914691236517205*(y|~(x^z)), x + y
-3*(y^~(~x&(y^z))) + 7378697629483820652*((x|~y)&~(x^(y^z))) + 3689348814741910325*(y^(x|z)) + 3689348814741910319*(y^~(x&~z)) + 7378697629483820647*(~(x|~y)|(y^z)) + 3689348814741910325*(~(x|y)|(x^(y^z))) + 3689348814741910323*~(x^z) + 11068046444225730970*((x&y)^(x^(y&z))), x + y
-3*(~x&(~y&z)) + 4866068183752651105*(y^(~x|(y|z))) + 4866068183752651103*(y^~(~x|(y^z))) + 13580675889956900511*(~(x&y)&~(x^(y^z))) + ((x|y)&~(x^(y^z))) + 4866068183752651102*(x&z) + 13580675889956900514*(x|(y^z)) + 2*(y&z), x + y
(~z&~(x^y)) - (~x&(~y&z)) - ((x&z)^~(x^(y&z))) - ((x&z)|~(y|z)) + 2*((x&~y)|(x^(y^z))) + ((x&y)|~(x^(y^z))), x + y
4764002080677728244*(~x&(~y&z)) - 2*~(x|~y) + 4764002080677728245*(y^~(~x&(~y|z))) + 13682741993031823372*(y^(x|(~y&z))) + 13682741993031823369*(x&(y&z)) + 4764002080677728247*(y&~(x^z)) + 2*(y&(x|z)), x + y
2*((x&z)^~(x^(y&z))) - ~(y&z) - 3*(~(x&~y)&~(x^(y^z))) + 3*(z^(x|~y)) + 2*(y&~(x&z)) - (z^~(~x&(y|z))) + 4*(x&y) - 2*(y&(x|~z)), x + y
-(z^~(x&~y)) + ~x + (~(x|~y)|~(x^(y^z))) - (y^~(~x&(y&z))) + 2*x, x + y
-7*(z^~(~x&(~y&z))) - (~(x&~y)&~(x^(y^z))) + 9*~(x&(y|z)) - 5*(y^~(~x&(y|z))) + 4*~(x&(y&z)) + 2*(x&z) + 6*~(~x&(y|z)) - 6*~(y&~z), x + y
-(y^~(x&(~y&z))) + 12297829382473034411*(~(x^y)&(x^z)) - (y^(x|(y|z))) + 12297829382473034410*~(x|(~y&z)) + 6148914691236517204*((x&z)|(y&~z)) + 6148914691236517207*(x|(y^z)) + 12297829382473034411*(z^~(x|y)) + 12297829382473034412*~(~x&(~y&z)), x + y
17644744278880415237*~(x|(~y|z)) + 18045744176294983425*(y^~(x&(~y&z))) + 801999794829136379*(z^~(~x&(~y&z))) + 18045744176294983427*~(~x|(y&z)) + (x&(~y|z)) + 18045744176294983428*~(x&(~y&z)) + 400999897414568189*(y^~(~x|(y&z))), x + y
8777904394138029550*(~z&~(x^y)) + 9668839679571522068*(~(x|y)|(y^z)) - ~(x|~y) + 8777904394138029548*~(x^(~y&z)) + (~(x&~y)&(x^(y^z))) + 17555808788276059097*((x&~y)|(x^(y^z))) + 9668839679571522066*(~y|~(x^z)) + 9668839679571522070*(y^~(~x|(y&z))), x + y
~z + 2*((y&z)^~(~x&(y^z))) - ~(y&z) + 3*(x&(y&z)) - 2*((x|~y)&~(y^z)) + (~(x|~y)|(x^(y^z))), x + y
17168130092941324569*(~x&(y&z)) + 1278613980768227048*~(x|(y^z)) + (x|~z) + ~(~x&(y&z)) + 1278613980768227050*(y^(x&~z)) + 17168130092941324567*(~(x|~y)|~(y^z)) + (z|~(x|y)) - 2*(~x|(~y|z)), x + y
4*~(~x|(y|z)) - 2*~(y|z) + (z^(~x&(~y|z))) - (~(x|~y)|~(y^z)) + 2*(y|~(x|z)), x + y
-3*((x&y)^~(x^(y&z))) + 2*(z^~(x&(~y&z))) + 6148914691236517208*~(x&(~y|z)) + 3*(x&(y&z)) + 6148914691236517206*(x|(y^z)) + 6148914691236517204*((x^y)|~(x^z)) + 6148914691236517205*(x|(~y|z)), x + y
2*(y^z) + 2*(~(x&y)&~(y^z)) - 3*~(x&(y|z)) + 6148914691236517205*~(x^(y^z)) + 12297829382473034411*(~z|~(x^y)) + 6148914691236517204*(z^~(x&(y|z))) + 6148914691236517206*((x&~y)|(x^(y^z))) + 12297829382473034413*(~(x|~y)|~(y^z)), x + y
11068046444225730967*~y + 14757395258967641295*(z^(x&(~y|z))) + 7378697629483820647*(y^~(~x&(y|z))) - ((x&y)|~(y|z)) + 11068046444225730974*~(x^(y|z)) + 3689348814741910325*((x&~y)|(x^(y^z))) + 7378697629483820645*(~(x^y)|~(x^z)) + 14757395258967641291*(z&(x|y)), x + y
(y^(x&z)) - (~x|(~y&z)) + 2194174018998359488*(y&~(x^z)) + 16252570054711192128*(z^(~x&(y|z))) + ((x&z)|(y&~z)) + 16252570054711192129*(~(x|y)|~(y^z)) + 2194174018998359488*~(y&~z), x + y
-~z + 2*(z^(x|y)) + 3*(~(x|y)|(y^z)) - 4*(y^(x&(y|z))) - (~x|(y^z)) - 4*(y^(~x&(~y|z))) + 3*((x&z)^~(x^(~y&z))) + 3*(y|(x&z)), x + y
-(y^~(~x&(~y&z))) + ((x|y)&(y^z)) + ((x&z)|~(y|z)) + ((x&z)^(x^(y&z))), x + y
2*~(~x|(y|z)) - (~(x|y)|(x^(y^z))) + 2*(y^(~x&(~y|z))) + 2*(z&(x|y)) - (z|~(x|y)), x + y
3*(~(x^y)&(x^z)) - 3*~(y|~z) - 2*((x&z)^(x^(~y&z))) + 2*(y^(x&(y|z))) + 3*(z^~(x&(~y|z))) - 4*(y|~(x|z)) + 2*(z^~(~x|(y&z))) + ((x&~y)|~(y^z)), x + y
-(~x&(~y&z)) - (y^(x|(~y&z))) + 2*(x|(y|z)), x + y
-((x&~y)|(y^z)) - (z^(x&(y|z))) + 4*~(x&y) + 6*(x&y) - 2*(z^~(x&(~y|z))) - 2*(y^~(x&(y&z))) + 2*(~(x^y)|~(x^z)) - 2*~(x&~y), x + y
6833229558171674138*~(x|(~y|z)) + 11613514515537877478*(y^(~x|(y|z))) + 11613514515537877480*(y^~(~x|(~y&z))) - ((x&y)^(y|~z)) + 6833229558171674139*((y&~z)^(~x|(y^z))) + 11613514515537877481*(x&y) + 6833229558171674138*~(~x|(~y&z)) - (y^(~x&(y^z))), x + y
14757395258967641289*(~z&(x^y)) + 2*(y^~(~x|(y^z))) - 2*(x^(~y|z)) + 7378697629483820647*((x&~y)|~(x^(y^z))) + 7378697629483820647*(~x|(y^z)) + 3689348814741910324*(z^~(x&(y&z))) + 11068046444225730971*(x^(y^z)) + 3689348814741910323*(z&(x|y)), x + y
3689348814741910322*~(~x|(y&z)) + 7378697629483820645*((y&~z)|~(x|(~y&z))) + 14757395258967641293*(z^~(~x&(~y|z))) + 7378697629483820648*((x|y)&~(x^(y^z))) + 11068046444225730971*~(~x&(~y|z)) + 7378697629483820648*(y|~z) + 3689348814741910323*(~(x^y)|(x^z)) + 14757395258967641292*(y^~(~x|(y&z))), x + y
-~(x|~y) + 2*(z^~(~x&(y|z))) + ((x|y)&~(x^(y^z))) - 5*(y^(x|(y^z))) + 3*(y^(x|(~y&z))) + ~(~x&(~y|z)) + 3*(z&(x|y)) - 2*(y|~(x^z)), x + y
13176245766935394012*(y^(x|(y|z))) + 10540996613548315209*(x^y) + 5270498306774157604*(~x|(y^z)) + 5270498306774157604*(z^~(x&(y|z))) + 10540996613548315210*~(~x&(y|z)) + 10540996613548315210*(y|~z) + 5270498306774157604*~(~x&(y^z)) + 5270498306774157606*(y|(x&z)), x + y
2*(x&~z) - (z^~(x&(y&z))) + 2*~(x^z) + 2*(y&(x|z)) - ((x&y)|~(x^(y^z))), x + y
-2*~(x|(~y|z)) + ((x^y)&~(x^z)) - 2*(y^(~x|(y|z))) + ~(x|~z) + ((y&~z)^(~x|(y^z))) + 2*(y^~(x|(y^z))) + ((y&~z)^(x|(y^z))) - ((x&y)^(x^(~y|z))), x + y
-3*~(y|z) - 2*(z^(x&(y|z))) + 2*((x&~y)|~(x^(y^z))) + 2*(x^(~y&z)) - (x&z) + ((x&z)^~(x^(~y&z))), x + y
11068046444225730971*~y + 3689348814741910322*(z^(x|(~y&z))) + 3689348814741910324*((y&~z)|~(x|(~y&z))) + 7378697629483820646*(x^(y|z)) + 11068046444225730972*~(~x|(~y&z)) + 3689348814741910322*(z^~(x&(y|z))) - (y^(~x|(y^z))) + 3689348814741910325*(y^(x&(y^z))), x + y
11068046444225730970*(x&(~y&z)) + 14757395258967641293*(~(x|y)|(y^z)) + 11068046444225730970*~(x|~y) + 11068046444225730971*(z^(~x&(y|z))) + 3689348814741910324*(y&(x|z)) + ((x&y)|~(y^z)) + 3689348814741910323*((x&y)^(x^(~y|z))) - (z^~(x|(y&z))), x + y
-2*(z^(~x|(~y|z))) - 3*(~y&(x^z)) - (z&(x^y)) - 3*(x&(y&z)) + 3*~(x^(~y|z)) + 3*(~(x^y)|(x^z)) - ((x&y)|~(x^(y^z))), x + y
-(x^y) - 2*((y&z)|(~x&(y|z))) + 2*(~(x|~y)|(x^(y^z))) + 2*(y|(x&z)), x + y
2*(y&~z) - 3*(y^~(x&(~y&z))) + 2*~(x|~z) - 2*(~x&(y|z)) + ((x^y)|(x^z)) + 3*(y^~(x&z)) - (y^(~x&(y|z))), x + y
7*~(~x|(~y|z)) - 2*(z^(x|(y|z))) - 2*((x|~y)&(y^z)) - (x^(~y|z)) + (y^~(x|(y^z))) - (x|(~y&z)) - 2*(y&~(x&~z)) + 4*(z|(x^y)), x + y
15384040438943111498*(z^(x|(y|z))) + 9258633169410231256*~(x|y) + 6125407269532880240*((y&z)^~(x&(y^z))) + 15384040438943111495*(y^(x&z)) + 15384040438943111495*(y^~(~x&(y&z))) + 6125407269532880241*(~(x|y)|~(x^(y^z))) + 2*(z&(x|y)), x + y
963724018690944485*(~x&(y^z)) + 8741510027509303565*(z^~(x&~y)) + 8741510027509303566*(~x&(y|z)) + 8741510027509303567*~(~x|(~y&z)) + 9705234046200248050*((x&y)|~(y^z)) + 8741510027509303565*(~x|(y&z)) + 9705234046200248052*(y|~(x^z)), x + y
4754202170441891818*(~x&(y^z)) + 8938339732825767979*(z^(x|y)) + 3*(z^~(x&~y)) + 4754202170441891817*(z^~(x&(~y&z))) - (z^~(~x|(~y&z))) + 4754202170441891820*((x&y)|(x^(y^z))) + 13692541903267659796*~(x^z) + 2*((x&y)^(x^(y&z))), x + y
6148914691236517205*(~z&(x^y)) + 12297829382473034411*((x&z)^(x^(~y&z))) + 12297829382473034410*((y&~z)^(~x|(y^z))) + 12297829382473034411*(y^(~x|(y^z))) + 6148914691236517206*(y^~(x|z)) + 6148914691236517205*~(~x&(y^z)) + 12297829382473034412*(x|y), x + y
2*~(y|z) + ~(x|(y&z)) - 2*~(x&(y|z)) - (y^~(x|(~y&z))) + 2*y + (x|z), x + y
2*(z^(x|(~y|z))) + (x^y) - 2*~(x&(y&z)) + 2*(y|z), x + y
-(~z&(x^y)) + (~(x&y)&(x^(y^z))) - (y^(x|(~y&z))) + 2*(x|y), x + y
