# x + y
13664254869414482676*((~(x^y)&~t)|(~(x|(y|z))&t)) + 6832127434707241344*((~(y^z)&~t)|((~z&(x^y))&t)) + 15713893099826655077*(((z^~(x|(y&z)))&~t)|(~(~x|(~y|z))&t)) + 10248191152060862011*((~(x^(y&z))&~t)|(((x^y)&~(x^z))&t)) + 3416063717353620669*(((z&(x|y))&~t)|((y^(x|z))&t)) + 10248191152060862013*(((z^~(x|(~y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 1366425486941448269*((~(x&(y&z))&~t)|((x^z)&t)) + 4099276460824344790*(((z&~(x&~y))&~t)|((y^(x&z))&t)) + 6148914691236517211*(((y^(x&(y|z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 12297829382473034411*(((y^~(x&~z))&~t)|((x&(y&z))&t)) + 15030680356355930937*((~(x^(~y&z))&~t)|(((x|~y)&~(y^z))&t)) + 17763531330238827490*((((y&z)|(x&(y|z)))&~t)|(((x&z)|(y&~z))&t)) + 15030680356355930947*(((~x|(y&z))&~t)|(((y&~z)^(x|(y^z)))&t)) + 6832127434707241334*((~(~x&(y|z))&~t)|((z^~(x|(~y&z)))&t)) + 3416063717353620677*((((x&y)^(x^(~y|z)))&~t)|((~(x&~y)&~(y^z))&t)) + 3416063717353620670*(((x|z)&~t)|(((x|y)&~(y^z))&t)), x + y
17834766782164684975*(((y|(x&z))&~t)|(~(x|(y|z))&t)) + 5332944969176695016*(((~(x&~y)&(x^(y^z)))&~t)|((z^(~x|(~y|z)))&t)) + 15823984252802980293*((((x&z)^~(x^(y&z)))&~t)|(~(~x|(~y|z))&t)) + 3147311785087885583*((((x&~y)|~(x^(y^z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 4283841040814066492*(((~(x&~y)&~(y^z))&~t)|((z^(x|(y&z)))&t)) + 3409587767178542718*((((y&z)^~(x&(y^z)))&~t)|((x&(y^z))&t)) + 11977269848806675694*(((y&~(x^z))&~t)|((x^(~y|z))&t)) + 17572490800074027843*(((~(x&y)&(x^(y^z)))&~t)|(~(x&(~y|z))&t)) + 5158094314449590261*(((z^(x|y))&~t)|((y^~(~x&(~y|z)))&t)) + 2185633184088809435*(((~x&(y&z))&~t)|((~z|(x^y))&t)) + 10753315265716942415*((((x|~y)&(y^z))&~t)|((x&(y&z))&t)) + 17485065472710475463*(((z|(x&~y))&~t)|((z^(~x&(~y|z)))&t)) + 10316188628899180526*(((y^(x|~z))&~t)|((z^(~x&(y|z)))&t)) + 16873088181165608826*(((y^(x&(y^z)))&~t)|(~(~x&(~y|z))&t)) + 16698237526438504071*((((y&z)^~(x&(y^z)))&~t)|((~y|~(x^z))&t)) + 1661081219907495165*((~(x|(y^z))&~t)|((x|(y^z))&t)), x + y
17810649450478187777*((((x|~y)&~(y^z))&~t)|((~(x&~y)&(y^z))&t)) + 9541419348470457702*(((y^~(x|(y^z)))&~t)|((y^~(~x&(~y&z)))&t)) + 636094623231363860*(((y^(x|(y|z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 9541419348470457753*(((z|~(x^y))&~t)|(((x&z)^~(x^(y&z)))&t)) + 10813608594933185409*(((z&(x|~y))&~t)|((~x&(y&z))&t)) + 5088756985850910737*(((y^~(~x&(~y|z)))&~t)|((y^~(~x|(~y&z)))&t)) + 12721892464627276996*(((y|~(x^z))&~t)|(~(x&(y|z))&t)) + 15266270957552732392*(((z^~(x|~y))&~t)|((x^y)&t)) + 9541419348470457720*(((~x|(y&z))&~t)|((~(x|~y)|(y^z))&t)) + 7633135478776366196*(((x&y)&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 9541419348470457714*(((x|(~y&z))&~t)|((z^(~x&(y|z)))&t)) + 8269230102007730039*(((~(x|~y)|~(y^z))&~t)|((y^~(x&(y&z)))&t)) + 9541419348470457690*(((~(x&y)&~(x^(y^z)))&~t)|((z^~(x|(~y&z)))&t)) + 13994081711090004722*(((y^(x|~z))&~t)|((y^~(~x|(y&z)))&t)) + 5088756985850910808*((((x|y)&~(x^(y^z)))&~t)|((z|~(x|y))&t)) + 1272189246462727681*(((~z&~(x^y))&~t)|((x|z)&t)), x + y
-(((x|(~y|z))&~t)|(((y&z)^~(~x&(y^z)))&t)) - (((~x&(~y|z))&~t)|((~(x&y)&~(x^(y^z)))&t)) - (((~(x|~y)|(y^z))&~t)|((y^~(x|(y^z)))&t)) - (((y^(x|(y&z)))&~t)|((y^~(x&z))&t)) + ((~(~x&(~y&z))&~t)|((~z|~(x^y))&t)) + (((~(x|y)|~(x^(y^z)))&~t)|((z^~(x&(~y|z)))&t)) - 2*((((x&y)^~(x^(y&z)))&~t)|((~y|~(x^z))&t)) + 2*(((~(x|~y)|(y^z))&~t)|(~(~x&(y&z))&t)) + 2*(((~z|~(x^y))&~t)|(((x&~y)|~(y^z))&t)), x + y
5010226785451976980*((~(x|(y^z))&~t)|(~(x|(y|z))&t)) + 8654028083962505696*(((~y|~(x^z))&~t)|(~(~x|(y|z))&t)) + 12525566963629942458*(((y^(x|~z))&~t)|(~(x|(~y&z))&t)) + 5921177110079609161*(((z|(x&~y))&~t)|((y^~(~x|(y^z)))&t)) + 7287602597021057430*(((x^(y^z))&~t)|((y^~(x|(~y&z)))&t)) + 9564978408590137877*(((~(x|~y)|~(y^z))&~t)|((x^(y^z))&t)) + 15713893099826655080*(((y^(~x|(y|z)))&~t)|((z^(~x&(y|z)))&t)) + 11386879057845402232*((((x&y)^(y|~z))&~t)|((z^(~x&(y|z)))&t)) + 7059865015864149383*~((y&~t)|~x) + 4327014041981252850*(((~(x^y)&(x^z))&~t)|(~(~x&(y|z))&t)) + 7515340178177965473*(((~(x&~y)&(y^z))&~t)|((y^~(x|(y&z)))&t)) + 5921177110079609158*((~(x&y)&~t)|(~(x&(~y&z))&t)) + 6604389853550333295*(((y|~z)&~t)|(~(x&(~y&z))&t)) + 17308056167925011391*(((~(x|~y)|~(y^z))&~t)|((z^~(x|(y&z)))&t)) + 10703666314374678100*((~(x^(~y&z))&~t)|(((y&z)|(x&(y|z)))&t)) + 7287602597021057429*((~(x^(~y&z))&~t)|((~x|(~y|z))&t)), x + y
14347467612885206815*((((x&~y)|(y^z))&~t)|((x&~x)&t)) + 8198552921648689610*(((~(x|~y)|(y^z))&~t)|(~(~x|(y&z))&t)) + 4099276460824344801*(((y^~(x|~z))&~t)|((y^(x|z))&t)) + 14347467612885206816*(((~(x^y)&~(x^z))&~t)|(~(y&z)&t)) + 12297829382473034408*(((~x|(y&z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 6148914691236517206*((~(x|(y&z))&~t)|(~(x|~z)&t)) + 10248191152060862006*((((y&z)^~(~x&(y^z)))&~t)|((~x&(y|z))&t)) + 10248191152060862008*(((z^~(x&y))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 16397105843297379212*(((z&~(x&~y))&~t)|(~(x^y)&t)) + 8198552921648689604*(((y^~(x&(~y&z)))&~t)|((z^(~x&(~y|z)))&t)) + 6148914691236517202*((y&~t)|(~(~x&(~y|z))&t)) + 4099276460824344802*((((x&y)|(y^z))&~t)|(((x&y)|~(y|~z))&t)) + 4099276460824344809*(((~(x|y)|(x^(y^z)))&~t)|((y^(~x|(~y&z)))&t)) + 12297829382473034417*(((y&(x|z))&~t)|((y&~(x&~z))&t)) + 8198552921648689607*(((z^~(x&y))&~t)|(~(x&(~y&z))&t)) + 14347467612885206813*(((~(x&~y)&(y^z))&~t)|((z|(x&~y))&t)), x + y
11738837137815169214*((~(~x|(y&z))&~t)|((z^(x|y))&t)) + 10732651097431011849*(((y|~(x|~z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 3689348814741910320*(((z&~(x&y))&~t)|(~y&t)) + 10732651097431011850*(((y&~(x&~z))&~t)|((~y|(x^z))&t)) + 6037116242304944166*(((y^(x&z))&~t)|((y&~(x^z))&t)) + 9055674363457416247*((((y&~z)|~(x|(~y&z)))&~t)|((z&~(x^y))&t)) - ((((x&~y)|~(x^(y^z)))&~t)|((z&~(x^y))&t)) + 9391069710252135367*(((y^~(~x&(~y&z)))&~t)|(~(x^y)&t)) + 5030930201920786808*(((z|~(x|y))&~t)|((z^(~x&(~y|z)))&t)) + 6372511589099663288*(((~x&(y|z))&~t)|((y^(~x|(y^z)))&t)) + 9391069710252135368*(((z|(x^y))&~t)|(((x&~y)|(x^(y^z)))&t)) + 2347767427563033840*((~(x&~z)&~t)|((~(x^y)|~(x^z))&t)) + 17775953380120113375*((((x^y)|(x^z))&~t)|((y|~z)&t)) + 1341581387178876482*(((z^~(x|(y&z)))&~t)|((y^(~x&(y^z)))&t)) + 15763581299351798653*(((x&(~y|z))&~t)|((y^(x&(y^z)))&t)) + 9726465057046854489*(((y^(x|~z))&~t)|((x|z)&t)), x + y
12419590069428212967*((((x|y)&~(x^(y^z)))&~t)|((z^(x|(y&z)))&t)) + 17168256860680176752*(((~(x|~y)|~(y^z))&~t)|((z^(x|(~y&z)))&t)) + 10593179765100534592*((y&~t)|((z^(x|~y))&t)) + 15524487586785266209*((((x|~y)&~(y^z))&~t)|(~(x|~z)&t)) + 4018102669520892434*((~(~x&(y|z))&~t)|((z^(x&(y|z)))&t)) + 14793923465054194860*((((y&z)^~(~x&(y^z)))&~t)|((z&~(x&y))&t)) + 5661871943415802971*(((~(x|y)|(x^(y^z)))&~t)|((~(x|~y)|(y^z))&t)) + 14611282434621427023*(((y|(x^z))&~t)|((z^(~x|(~y&z)))&t)) + 913205152163839188*(((x^(~y|z))&~t)|((y^~(x|(~y&z)))&t)) + 8584128430340088377*(((~x&(~y|z))&~t)|((y^(~x&(y|z)))&t)) + 182641030432767838*(((y&(x|~z))&~t)|((z&(x|~y))&t)) + 1095846182596607026*((((x&y)^~(x^(y&z)))&~t)|((z^~(x|(~y&z)))&t)) + 9497333582503927566*(((y&(x^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 14428641404188659185*((~(~x|(y&z))&~t)|((x|(~y&z))&t)) + 14793923465054194860*(((~(x|y)|(x^(y^z)))&~t)|(((y&z)|(~x&(y|z)))&t)) + 9679974612936695403*((~(~x&(y&z))&~t)|((~x|(~y|z))&t)), x + y
16769767339735956014*(((~(x&y)&(y^z))&~t)|((x&~y)&t)) + 3353953467947191204*((((x&z)^(x^(y&z)))&~t)|((y^(x|z))&t)) - (((x^(y|z))&~t)|((~x&(y&z))&t)) + 3353953467947191206*(((z&(x|~y))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 10061860403841573608*(((z&(x^y))&~t)|(((x&y)^(y|z))&t)) - 2*((~(x^(~y|z))&~t)|((z^(x&y))&t)) + 15092790605762360413*(((x&~z)&~t)|((z^(~x|(~y&z)))&t)) + 15092790605762360412*(((x|y)&~t)|((y^~(x&(~y|z)))&t)) + 6707906935894382405*((((x|y)&(y^z))&~t)|((y^(~x&(y|z)))&t)) + 13415813871788764810*(((~y|(x^z))&~t)|((y^(~x&(y|z)))&t)) + 16769767339735956019*(((y|~z)&~t)|((y^(~x&(y|z)))&t)) + 8384883669867978008*((~(x^(~y&z))&~t)|((y^~(x|~z))&t)) + 13415813871788764814*(((z^(x&y))&~t)|((x&(~y|z))&t)) + 16769767339735956011*(((y^~(x|(y&z)))&~t)|(((x&z)|~(y|z))&t)) + 13415813871788764812*(((z&(x^y))&~t)|(~(y^z)&t)) + 10061860403841573610*((((x&~y)|(y^z))&~t)|(~(~x&(y^z))&t)), x + y
4181261990040831698*(((z^(x&(~y|z)))&~t)|(~(x|(~y|z))&t)) + 5001117282205700658*(((y^~(x|(y^z)))&~t)|((x&~y)&t)) + 81985529216486895*((((x|~y)&~(x^(y^z)))&~t)|(((x&z)^~(x^(y&z)))&t)) + 14019525496019259230*(((y^~(x|(y^z)))&~t)|((y^(x|z))&t)) + 819855292164868961*(((z^~(x|y))&~t)|(~(x|(~y&z))&t)) + 13199670203854390270*(((x|(y|z))&~t)|((y^(x&(~y|z)))&t)) + 6722813395751925476*(((y&(x|~z))&~t)|((~z|(x^y))&t)) + 9264364801463019257*((~(~x|(~y|z))&~t)|(((x|~y)&~(y^z))&t)) + 6722813395751925478*((~x&~t)|(((x&y)|~(y|z))&t)) + 7624654217133281334*((((x&y)^(y|z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 10248191152060862009*((~(x^(~y|z))&~t)|(~(x^(y&z))&t)) + 983826350597842754*(((y^~(x|(y^z)))&~t)|(~(x^(y|z))&t)) + 4345233048473805492*(((~(x|~y)|~(y^z))&~t)|(~(x^(y|z))&t)) + 5165088340638674452*(((~x&(~y&z))&~t)|(~(y^z)&t)) + 6066929162020030310*((~(~x|(~y|z))&~t)|(((x^y)|~(x^z))&t)) + 4919131752989213764*(((y^~(~x&(y^z)))&~t)|((z|~(x^y))&t)), x + y
78*(((y^~(x&~z))&~t)|((x&~z)&t)) + (((y^~(~x|(y^z)))&~t)|((y&~z)&t)) + 14*((~z&~t)|((y^~(x&(y^z)))&t)) + 96*(((y^(x&~z))&~t)|(((x|y)&(y^z))&t)) - 26*(((y^(~x&(~y|z)))&~t)|((z^~(x&~y))&t)) + 88*(((x&~y)&~t)|(~(x&(y|z))&t)) + 14*(((x&y)&~t)|((x^(~y|z))&t)) + 69*((x^y)&z) + 18446744073709551492*(((x^(~y|z))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 18446744073709551474*(((y^~(~x|(~y&z)))&~t)|((y^(x&(~y|z)))&t)) - 94*((~(x^z)&~t)|(((x&y)|~(y|z))&t)) + 84*(((z^(x|(y&z)))&~t)|((y|(x&~z))&t)) + 18446744073709551476*(((x|(~y&z))&~t)|((z&~(x&~y))&t)) + 51*(((z^(~x|(~y&z)))&~t)|(((y&z)|(~x&(y|z)))&t)) - 27*(((y|~(x|z))&~t)|((y|(x^z))&t)) + 128*((~(x&~y)&~t)|(((x&y)|~(x^(y^z)))&t)), x + y
17684239549200094792*(((~y&~(x^z))&~t)|(~(~x|(y|z))&t)) + 938467107088562243*((((x&y)^(x^(~y|z)))&~t)|(~(x|(y&z))&t)) + 16951062121787155540*(((x^(~y&z))&~t)|((y^~(x&(y^z)))&t)) + 1261065175150255514*(((z|(x^y))&~t)|(~(~x|(y&z))&t)) + 5220223283180127485*(((z^(x|(~y|z)))&~t)|((~(x&y)&(y^z))&t)) + 14428931771486644509*(((z|(x^y))&~t)|((z^(x|~y))&t)) + 7361101371225910105*(((y^(~x&(y|z)))&~t)|((y&~(x&z))&t)) + 3665887137064696267*(((~x|(y^z))&~t)|((x&(y&z))&t)) + 18036164714358305634*((~(x^(y&z))&~t)|((x&(y&z))&t)) + 12903922722467730861*((((x&~y)|~(y^z))&~t)|((x&(y&z))&t)) + 17127024704366260961*(((~(x&~y)&~(y^z))&~t)|((y^(~x&(y|z)))&t)) + 12933249819564248431*((((x&~y)|(y^z))&~t)|((z^(~x&(~y|z)))&t)) + 12464016266019967309*(((y^~(x&(~y|z)))&~t)|(((x&z)|(y&~z))&t)) + 5894746516400031597*(((x&~y)&~t)|((~x|(y&z))&t)) + 4193774884802012528*(((y^~(x&(y|z)))&~t)|((y^~(x|(y&z)))&t)) + 5014933603504504494*(((y|(x&z))&~t)|((z|(x^y))&t)), x + y
13995382518090477811*(((~z&(x^y))&~t)|((y^~(x&(~y&z)))&t)) + 16070169683845130856*(((x&z)&~t)|((z^(x|y))&t)) + 7733297617812797713*(((z^~(x&y))&~t)|(((x^y)&~(x^z))&t)) + 13618148487953268167*((((x&~y)|~(x^(y^z)))&~t)|((y^~(~x|(~y&z)))&t)) + 7016552960552099386*((~(y|z)&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 12599616606582802128*(((y^(x|(y&z)))&~t)|((z^~(~x&(~y|z)))&t)) + 13693595293980710095*(((z^~(x|~y))&~t)|(~(x&z)&t)) + 2452021195891862691*(((y&(x^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 13882212309049314917*((~y&~t)|(((x&y)|(y^z))&t)) + 12146935770418150553*(((~z|~(x^y))&~t)|((~(x^y)|~(x^z))&t)) + 17013254759188154969*(((z^~(x&y))&~t)|((y&(x|z))&t)) + 13693595293980710095*(((~x|(~y&z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 17239595177270480754*(((~x&(~y&z))&~t)|((~x|(y&z))&t)) + 12675063412610244053*((((x&y)^~(x^(~y|z)))&~t)|((y|(x^z))&t)) + 14448063354255129386*((((x|~y)&(y^z))&~t)|((z|~(x^y))&t)) + 7129723169593262280*(((~x|(y&z))&~t)|((x|z)&t)), x + y
-2*(((y^~(~x&(y|z)))&~t)|(~(~x|(y|z))&t)) - (((~y|~(x^z))&~t)|((~y&~(x^z))&t)) + 15*(((~(x|y)|~(x^(y^z)))&~t)|((y&(x^z))&t)) + 5*(((y^~(~x|(~y&z)))&~t)|((y^~(~x&(~y|z)))&t)) - 5*(((z&~(x&y))&~t)|((y^(x|~z))&t)) - 13*(((z^(x|(~y&z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 2*((((x&z)|~(y|z))&~t)|((z^~(x&(y&z)))&t)) + 6*(((x&~y)&~t)|(((x&z)|~(y|z))&t)) - 5*(((~x&(y&z))&~t)|(((x&z)|~(y|z))&t)) - (((y^(x&~z))&~t)|((y&~(x&~z))&t)) - 12*((((x&z)^~(y&~z))&~t)|(((x&y)|~(y^z))&t)) - 2*(((~x|(~y&z))&~t)|(((x&y)|~(y^z))&t)) - 12*((((x&z)|(y&~z))&~t)|((z&~(x&~y))&t)) + 12*(((z^(x|(~y&z)))&~t)|((y^~(x|(y&z)))&t)) + 9*(((y&~(x&~z))&~t)|(((x&y)^(x^(y&z)))&t)) + 5*(((x^(y^z))&~t)|(((x&~y)|~(y^z))&t)), x + y
18032210499019449336*((((x&z)^(y|z))&~t)|(~z&t)) + 1036333936725255707*((((y&z)|(~x&(y|z)))&~t)|((~y&~(x^z))&t)) + 1865401086105460270*(((z^~(~x|(y&z)))&~t)|((z^(~x|(y&z)))&t)) + 15545009050878835635*((~(~x|(y^z))&~t)|((z^~(x&~y))&t)) + 13679607964773375354*(((x^(y^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 10985139729287710513*(((x|z)&~t)|((z&(x^y))&t)) + 6425270407696585391*((~(x|(~y|z))&~t)|((y^(x&(~y|z)))&t)) + 12228740453358017360*(((y^(~x|(~y|z)))&~t)|(((x|~y)&~(y^z))&t)) + 414533574690102283*((((x&y)|(x^(y^z)))&~t)|(((x&z)|~(y|z))&t)) + 9534272217872352519*(((x&(y|z))&~t)|((y^~(x|z))&t)) + 14094141539463477638*(((y^~(x|(y&z)))&~t)|((y|~z)&t)) + 13265074390083273072*((~y&~t)|((y^~(~x|(y&z)))&t)) + 9327005430527301385*(((x|z)&~t)|(((x^y)|~(x^z))&t)) + 17617676924329347047*((~(~x|(y|z))&~t)|(((x&y)|~(x^(y^z)))&t)) + 15752275838223886778*(((~z|~(x^y))&~t)|(((x&y)|~(x^(y^z)))&t)), x + y
7540274949837480958*(((x^(y|z))&~t)|((~y&(x^z))&t)) + 17100266404095715727*((~(x&(y|z))&~t)|((~y&(x^z))&t)) + 16830970870172948554*(((z^~(x|(y&z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 538591067845534356*((~(x|~z)&~t)|(~(y|~z)&t)) + 13868719997022509608*((((y&~z)^(x|(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 9559991454258234779*((((y&z)|(x&(y|z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 673238834806917944*((((x&y)|~(x^(y^z)))&~t)|((y^(x|~z))&t)) + 14138015530945276784*((~(y|~z)&~t)|((y^~(~x&(y&z)))&t)) + 538591067845534351*((((x&z)^(y|z))&~t)|((z&~(x^y))&t)) + 4443376309725658420*(((~(x^y)|~(x^z))&~t)|((x^(y^z))&t)) + 1211829902652452297*(((y^(x|z))&~t)|(~(x^y)&t)) + 13060833395254208079*(((~(x&y)&~(x^(y^z)))&~t)|((z^(~x&(~y|z)))&t)) + 14003367763983893198*(((y^~(x|(~y&z)))&~t)|(((x&z)|~(y|z))&t)) + 7674922716798864542*((~z&~t)|(y&t)) + 6463092814146412246*(((z&~(x^y))&~t)|((z&~(x&~y))&t)) + 7944218250721631717*(((z^(x&~y))&~t)|((y^~(~x|(y&z)))&t)), x + y
1418980313362273206*(x&(y&(~z&t))) + 11351842506898185613*((~(~x|(y&z))&~t)|(~z&t)) + 9932862193535912410*((((x&~y)|~(y^z))&~t)|((~(x&~y)&(y^z))&t)) - 4*((~(~x|(~y&z))&~t)|(((x|y)&(y^z))&t)) + 12770822820260458808*(((~x|(y^z))&~t)|((z^(x&(y|z)))&t)) + 5675921253449092809*(((~(x|~y)|(y^z))&~t)|(~(x^(~y&z))&t)) + 17027763760347278412*(((~(x^y)|(x^z))&~t)|((x^(y&z))&t)) + 2837960626724546400*(((x^(~y|z))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 1418980313362273203*((~(~x|(~y|z))&~t)|(((x|y)&(x^(y^z)))&t)) + 1418980313362273201*(((x|~y)&~t)|(~(~x|(~y&z))&t)) + 17027763760347278410*(((x&(~y&z))&~t)|(((x&z)|~(y|z))&t)) + 14189803133622732012*(((z|(x&~y))&~t)|(((x&z)^(x^(y&z)))&t)) + 8513881880173639205*(((~(x^y)&(x^z))&~t)|(y&t)) - 3*((((y&z)|(x&(y|z)))&~t)|((y|(x^z))&t)) + 1418980313362273205*((x&~t)|(((y&z)|(x&(y|z)))&t)) + 11351842506898185617*(((y^~(x|(y&z)))&~t)|((x|z)&t)), x + y
2213609288845146197*((((x^y)|~(x^z))&~t)|((x&~y)&t)) + 2951479051793528262*((~(x&~x)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 5165088340638674450*(((y^~(x&(y&z)))&~t)|(~(y|~z)&t)) + 5902958103587056513*(((z^~(~x&(y&z)))&~t)|((~(x&y)&(y^z))&t)) + 2951479051793528263*((~(~x|(y&z))&~t)|((~x&(y&z))&t)) + 5165088340638674450*((~(x^(y^z))&~t)|(~(x|~y)&t)) + 9592306918328966836*((((x&y)|(y^z))&~t)|((z^(x&(~y|z)))&t)) + 15495265021916023354*(((y^(~x|(y|z)))&~t)|(~(x^(y^z))&t)) + 5902958103587056521*(((z&~(x&~y))&~t)|((z&~(x&y))&t)) + 5165088340638674457*(((~(x|y)|(y^z))&~t)|((y^(x|(~y&z)))&t)) + 2213609288845146195*(((x|(y|z))&~t)|((z^~(x&y))&t)) + 16233134784864405421*(((x|(y^z))&~t)|((x^(y^z))&t)) + 5165088340638674453*((~(~x|(y&z))&~t)|(~(x^y)&t)) + 737869762948382070*((~(x|(y|z))&~t)|((y^~(x|~z))&t)) + 1475739525896764127*(((y^(x|~z))&~t)|((x|(y^z))&t)) + 11068046444225730968*((~(x&(y^z))&~t)|(((x&y)|~(x^(y^z)))&t)), x + y
3689348814741910316*(((~(x|~y)|(y^z))&~t)|((z^(x|(y&z)))&t)) + 11068046444225730961*(((x|(~y&z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 3689348814741910324*(((~(x|~y)|~(x^(y^z)))&~t)|((y^~(~x&(y^z)))&t)) + 9*(((y^(~x|(~y&z)))&~t)|((z^~(x&(~y&z)))&t)) + 14757395258967641297*(((y^~(x&(y|z)))&~t)|(((x|~y)&(y^z))&t)) + 11068046444225730958*(((y^(x&(y^z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 14757395258967641278*(((y^~(x|(y^z)))&~t)|((y^(x&(y|z)))&t)) + 7378697629483820661*((((y&~z)|~(~x|(~y&z)))&~t)|((y^(x|(~y&z)))&t)) + 11068046444225730963*(((y^(~x|(~y|z)))&~t)|((z^~(~x|(~y&z)))&t)) + 14757395258967641288*((~(y|z)&~t)|(((x|~y)&~(y^z))&t)) + 11068046444225730971*(((~(x&~y)&~(x^(y^z)))&~t)|((y^~(x&(y|z)))&t)) + 7378697629483820638*((~(x^y)&~t)|((x&(~y|z))&t)) + 6*(((x|z)&~t)|((x|~y)&t)) + 11068046444225730962*(((y^(~x&(y^z)))&~t)|((z|(x&~y))&t)) + 14757395258967641312*(((~x|(y|z))&~t)|((x|z)&t)) + 14757395258967641289*((~(~x|(y|z))&~t)|((x|(~y|z))&t)), x + y
16865594581677304338*(((z|~(x|~y))&~t)|((z^(x|(~y|z)))&t)) + 15284445089645057044*(((y^(x|(~y&z)))&~t)|((y&~z)&t)) + 13703295597612809776*((~(x&~y)&~t)|((~x&(y^z))&t)) + 3162298984064494572*((((x^y)&(x^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 7905747460161236402*(((~y|~(x^z))&~t)|((~(x&y)&~(y^z))&t)) + 17919694243032135853*((~(y&~z)&~t)|((z^(x&(~y|z)))&t)) + 15284445089645057066*(((y^(~x|(~y&z)))&~t)|((x^(y&z))&t)) + 9486896952193483689*(((y^~(x&(y^z)))&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 10540996613548315207*(((y^(~x&(y|z)))&~t)|((z&~(x&y))&t)) - 9*(((x&(y^z))&~t)|((y^(x|(y^z)))&t)) + 4216398645419326090*(((y^(x|z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 1581149492032247271*(((y^~(x|(y&z)))&~t)|((~(x^y)|~(x^z))&t)) + 8432797290838652169*(((y|(x^z))&~t)|(~(y^z)&t)) + 7378697629483820651*((((x|y)&~(x^(y^z)))&~t)|((y^(~x&(y^z)))&t)) + 7378697629483820646*((((x&y)^~(x^(~y|z)))&~t)|((z|(x&~y))&t)) + 7905747460161236407*(((~x&(~y|z))&~t)|((~x|(y|z))&t)), x + y
7794398904384317584*(((y^(x&z))&~t)|(~(~x|(y|z))&t)) + 259813296812810586*(((x|~y)&~t)|((z^(x|(y|z)))&t)) + 12211224950202097548*((((x&y)^~(x^(y&z)))&~t)|((y^~(x&(~y&z)))&t)) + 17147677589645498686*(((x|(y&z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 2857946264940916447*(((y^~(x|(y&z)))&~t)|((~x&(y&z))&t)) + 1039253187251242346*(((z^~(~x&(y|z)))&~t)|((z^(x&(y|z)))&t)) + 15848611105581445755*((((x|~y)&~(x^(y^z)))&~t)|((x^y)&t)) + 3117759561753727032*(((z&~(x&y))&~t)|(((x&y)^(y|z))&t)) + 3637386155379348207*(((y^(x&(y^z)))&~t)|((x&y)&t)) + 1818693077689674103*(((y^~(~x&(~y&z)))&~t)|((x&(y|z))&t)) + 14289731324704582238*(((y^~(x&(~y|z)))&~t)|((x|(~y&z))&t)) + 3117759561753727033*((((x&z)^~(x^(~y&z)))&~t)|(~(~x&(y&z))&t)) + 16628050996019877512*((((x&y)|~(y^z))&~t)|((y&(x|z))&t)) + 15848611105581445755*(((~(x&~y)&(x^(y^z)))&~t)|(~(x&(~y&z))&t)) + 12730851543827718722*((y&~t)|((y^(x&(y^z)))&t)) + 5715892529881832896*(((z|~(x^y))&~t)|((~x|(~y|z))&t)), x + y
