# 49374 + 3735936685*(x^y)
18446744066237678246*~(x|z) + 18446744069973614931*(z^~(~x&(~y&z))) + 14943697366*~(x|~y) + 18446744069973614931*~(x^(y^z)) + 18446744069973614931*~(~x|(y^z)) + 18446744069973614931*((x|~y)&(x^(y^z))) + 14943697366*(x|~y) + 18446744066237678246*(z|(x&y)), 49374 + 3735936685*(x^y)
18446744066237678246*(z^(x|(y|z))) + 11207760681*((x&y)^~(x^(~y|z))) + 6148914686255268292*((x|~y)&(y^z)) + 6148914693727141662*(~x&(y|z)) + 6148914689991204977*(x&(y&z)) + 12297829383718346639*(y&(x|z)) + 6148914693727092288*((x&y)^(x^(~y|z))) + 12297829379982409954*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
12297829376246440353*(z^(x|(~y|z))) + 6148914697463061889*(~(x|y)|(y^z)) + 12297829383718264349*~(x|~z) + 6148914693727174578*(x^(y&z)) + 12297829387454250408*((y&~z)|~(~x|(~y&z))) + 49374*((x|~y)&(x^(y^z))) + 6148914693727075830*(x&(~y|z)) + 18446744066237678246*((x&y)|(y^z)), 49374 + 3735936685*(x^y)
7663846470217999783*(y^~(~x&(y&z))) + 7663846477689823779*((y&~z)|~(~x|(~y&z))) + 18446744058765903624*x + 3735887311*(y^(~x|(~y&z))) + 7663846481425760464*(y&(x|z)) + 18446744055029966939*(y^~(x|z)) + 10782897599755615148*(y|(x^z)) + 10782897618435199825*~(~x&(y^z)), 49374 + 3735936685*(x^y)
3735936685*(y^~(x&~z)) + 3735936685*(x^(y|z)) + 3735936685*(y^(x&(y|z))) + 3735936685*((x|~y)&~(y^z)) + 3735936685*(x|y) + 7471922744, 49374 + 3735936685*(x^y)
18446744032614198707*(z^~(x&~y)) + 11207810055*((x|~y)&(y^z)) + 22415620110*(y^(x|~z)) + 7471873370*(x^(y^z)) + 11207810055*(z^(~x&(~y|z))) + 18446744017670451967*(z^(x&~y)) + 7471873370*(~x|(y&z)) + 29887493480*(y|(x^z)), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x&(y|z))) + 3735936685*(y^~(~x&(~y|z))) + 18446744069973614931*((x&z)|~(y|z)) + 18446744069973664305, 49374 + 3735936685*(x^y)
3689348815489107535*~(x|z) + 7378697630978165696*((x&z)^~(x^(y&z))) + 7378697634714102381*(x^(y&z)) + 3689348811753170850*(y^~(~x&(y&z))) + 11068046446467273231*(~(x|y)|(x^(y^z))) + 18446744069973614931*((x&y)|(x^(y^z))) + 11068046442731336546*(y^~(x|z)) + 14757395261956380766*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*(x^y)
14943647992*(~z&(x^y)) + 12297829361302858193*(y&~(x&z)) + 12297829391190154177*(~x|(y^z)) + 18446744062501790935*(y^~(x&z)) + 6148914693727108746*(z^~(x&(~y|z))) + 18446744066237727620*(z^~(x|~y)) + 6148914697463045431*(y&~(x&~z)) + 6148914701198932742*(y^(~x&(y^z))), 49374 + 3735936685*(x^y)
3735936685*(y^(x|(y&z))) + 18446744069973664305*(y^(x|(y^z))) + 7471823996*(y^~(~x&(y&z))) + 18446744069973614931*(~y|(x^z)) + 18446744069973614931*(~y|~(x^z)) + 3735887311*(x|(y|z)), 49374 + 3735936685*(x^y)
11207760681*(z^(x|(~y&z))) + 18446744058765903624*((x&~y)|~(x^(y^z))) + 3735887311*(~(x|~y)|~(x^(y^z))) + 18446744069973614931*~(x^(~y|z)) + 18446744047558093569*(y&~(x&~z)) + 11207760681*(~(x|~y)|~(y^z)) + 18679634051*(y^(x&(y^z))) + 18446744073709502242*(x|(~y|z)), 49374 + 3735936685*(x^y)
7378697635461289718*~(x|z) + 14757395259714868129*((x&~y)|(y^z)) + 3689348813994683487*~(x&(y&z)) + 7378697627989416348*((x&y)|(x^(y^z))) + 14757395255978882070*~(x^(y|z)) + 11068046441984198583*(y|~(x|z)) + 11068046449456022579*(x|(y&z)) + 11068046445720085894*(y|z), 49374 + 3735936685*(x^y)
6148914689991172061*~(x|(y&z)) + 12297829387454266866*(~y&~(x^z)) + 6148914693727158120*((x&z)^~(x^(y&z))) + 6148914686255284750*(y^~(x&~z)) + 12297829383718330181*(~(x|~y)|(y^z)) + 18446744069973614931*(z^(~x&(~y|z))) + 12297829383718330181*~(~x&(~y|z)) + 6148914693727108746*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744062501741561*(~x&(~y&z)) + 18446744069973614931*(y^~(~x|(y^z))) + 7471823996*~x + 11207810055*((x^y)|(x^z)) + 18446744066237678246*~(x&(y&z)) + 3735887311*x + 18446744069973614931*(y|(x&z)), 49374 + 3735936685*(x^y)
18446744069973565557*~(y|z) + 14943796114*(y^(x|(y&z))) + 18446744066237628872*(y^(x|z)) + 18446744069973614931*~(x^(~y&z)) + 18446744066237678246*(z^(~x&(y|z))) + 18446744073709502242*(y|(x&z)) + 7471873370*~(x&~z), 49374 + 3735936685*(x^y)
12297829387454266866*(z^(~x|(y|z))) + 3735936685*(z^(x|(~y&z))) + 12297829376246456811*(x^(~y|z)) + 3735936685*(z&~(x&y)) + 18446744069973614931*(y^~(x&(y&z))) + 12297829383718330181*((x&~y)|(x^(y^z))) + 12297829379982393496*(x|y) + 12297829387454266866*~(y&~z), 49374 + 3735936685*(x^y)
3735936685*~(x|z) + 18446744066237678246*~(x|y) + 18446744069973565557*(x&(~y&z)) + 49374*~(~x|(y&z)) + 18446744066237678246*((y&~z)|~(x|(~y&z))) + 7471823996*~(x&(y&z)) + 18446744069973565557*~(~x|(~y&z)) + 3735936685*(y^~(x|z)), 49374 + 3735936685*(x^y)
18446744069973614931*((y&z)^~(~x&(y^z))) + 18446744069973614931*(y^z) + 18446744069973614931*(~x&(y&z)) + 14943697366*(z^(x|(~y&z))) + 18446744069973614931*(y&~(x^z)) + 11207760681*(z^~(x|(~y&z))) + 18446744066237678246*(~(x^y)|(x^z)), 49374 + 3735936685*(x^y)
3735936685*(z^~(~x&(y&z))) + 18446744069973664305*(z^(x&(~y|z))) + 3735936685*(z&(x^y)) + 18446744073709502242*(y^~(~x&(y&z))) + 18446744069973614931*((x&y)|~(y|z)) + 18446744069973614931*(z&~(x^y)) + 7471873370*((x|~y)&(x^(y^z))) + 18446744073709502242*(y|(x^z)), 49374 + 3735936685*(x^y)
7471725248*(y^(x&(y|z))) + 3735739189*(~(x^y)&~(x^z)) + 18446744069973763053*(z^(~x|(~y&z))) + 3735837937*((x&y)|~(y|z)) + 49374*~(y^z) + 18446744073709502242*~(x&~y) + 18446744069973713679*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
3735936685*~(x|~z) + 18446744066237628872*(z^(x&y)) + 18446744062501692187*(z^~(x&y)) + 3735936685*(~z|~(x^y)) + 18446744069973614931*(y^(~x&(y^z))) + 7471873370*~(~x&(~y&z)) + 3735936685*(z|(x^y)), 49374 + 3735936685*(x^y)
7471675874*(~x&(~y&z)) + 18446744069973713679*(x&~y) + 3735837937*(z^~(x&~y)) + 3735887311*~(x^(~y&z)) + 18446744069973713679*((x&y)^(y|z)) + 18446744069973664305*(z^(x&y)) + 18446744066237776994*(~(x^y)&~(x^z)) + 7471725248*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
18446744069973614931*(z^(x|y)) + 3735936685*(x^z) + 12297829383718363097*(y&~(x^z)) + 12297829376246489727*(y^~(x&z)) + 12297829387454250408*((x&z)|~(y|z)) + 12297829383718313723*~(x&~y) + 12297829376246489727*((y&z)|(x&(y|z))) + 12297829387454250408*(x|(y|z)), 49374 + 3735936685*(x^y)
12297829368774649273*~(~x|(~y|z)) + 6148914701198965658*(x^z) + 6148914682519380981*~(x&z) + 7471823996*(~(x|~y)|~(x^(y^z))) + 12297829387454233950*(~z|~(x^y)) + 12297829383718346639*((x|y)&~(y^z)) + 12297829379982409954*(z&~(x&~y)) + 18446744069973614931*~(y&~z), 49374 + 3735936685*(x^y)
6148914686255268292*~(y|~z) + 98748*(~(x&y)&(y^z)) + 3735837937*((x&z)^~(x^(y&z))) + 12297829383718346639*((x&~y)|~(x^(y^z))) + 6148914686255317666*(y^~(x|(y^z))) + 6148914693727092288*~(~x&(~y|z)) + 12297829383718297265*(y|~(x|~z)) + 12297829383718346639*(y^(x&(y^z))), 49374 + 3735936685*(x^y)
3735837937*(~z&(x^y)) + 18446744069973516183*(y^~(x|(y^z))) + 18446744073709502242*(~(x&~y)&(x^(y^z))) + 148122*(~(x|y)|(x^(y^z))) + 49374*((x&y)^(x^(y&z))) + 3735986059*(y|~(x^z)) + 18446744073709403494*~(y&~z), 49374 + 3735936685*(x^y)
18446744069973565557*(z^~(x&(~y&z))) + 3735936685*((x&z)^(x^(~y&z))) + 3735936685*~(x&z) + 3735936685*y + 3735887311*(z&~(x&~y)) + 18446744062501741561*(y^(~x&(y^z))) + 3735936685*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
3735936685*(~y&(x^z)) + 18446744069973565557*((y&z)^~(x&(y^z))) + 3735936685*~(x^(~y&z)) + 18446744069973565557*((y&z)|(x&(y|z))) + 3735936685*(x|y), 49374 + 3735936685*(x^y)
1421251890328372428*(~(x^y)&(x^z)) + 8512746087954652909*(y^~(x&~z)) + 1421251901536133109*(x^(~y|z)) + 11355249883555095131*(z^(~x|(~y&z))) + 8512746087954652909*(~z|~(x^y)) + 7091494186418519800*~(x&~y) + 18446744069973614931*((x&y)^(x^(y&z))) + 9933997993226722703*(x|(y|z)), 49374 + 3735936685*(x^y)
3735887311*(y^(~x|(~y|z))) + 7471823996*~(x|~y) + 18446744069973664305*(y^(x&(~y|z))) + 18446744069973614931*(y|~z) + 7471823996*((x&y)^(x^(y&z))) + 18446744066237727620*z + 3735887311*(y|z), 49374 + 3735936685*(x^y)
18446744073709502242*(y^(~x|(y|z))) + 3735986059*(x^y) + 18446744073709502242*(y^(x&(~y|z))) + 18446744073709502242*(y^(x&~z)), 49374 + 3735936685*(x^y)
18679584677*(~(x&~y)&(y^z)) + 18446744062501790935*(y&~(x&z)) + 18446744062501790935*~(x&(~y|z)) + 18446744055029966939*(z^(~x|(~y&z))) + 18446744062501790935*(z&~(x^y)) + 3735887311*(x|~y) + 26151408673*((x&z)^~(x^(~y&z))), 49374 + 3735936685*(x^y)
3735936685*~(~x|(y|z)) + 7378697631725353033*~(x^(y^z)) + 14757395255978882070*(y^~(x&(y|z))) + 11068046445720085894*((x&~y)|(x^(y^z))) + 14757395259714818755*~(x&(y^z)) + 3689348813994732861*(z^~(~x|(y&z))) + 11068046445720085894*(y|(x^z)), 49374 + 3735936685*(x^y)
3735887311*(~y&(x^z)) + 18446744066237727620*((x&z)^~(x^(y&z))) + 18446744066237727620*((x^y)&(x^z)) + 11207760681*((x&z)^(y|z)) + 18446744069973614931*(z^~(x&(y&z))) + 18446744066237727620*(y^~(x|~z)) + 11207760681*(z^~(x&(y|z))) + 18446744073709502242*(~x|(y|z)), 49374 + 3735936685*(x^y)
49374*(z^(x|(~y|z))) + 14943845488*(z^(x|(y|z))) + 18446744062501642813*(z^~(~x&(~y&z))) + 3735887311*(y^~(~x&(y&z))) + 18446744069973565557*(z^~(x&y)) + 3735936685*(y^~(x|(y^z))) + 18446744066237579498*((x&z)^(x^(y&z))) + 7471972118*(~(x|y)|~(y^z)), 49374 + 3735936685*(x^y)
18446744062501692187*~(x|(y&z)) + 49374*(z^(x|y)) + 14943746740*(z^~(~x&(y&z))) + 3735936685*(~(x|y)|~(x^(y^z))) + 18446744066237678246*(z^~(x&(~y|z))) + 33623528913*(z^~(x|~y)) + 18446744062501642813*(x|(y^z)) + 18446744058765755502*(z|~(x|~y)), 49374 + 3735936685*(x^y)
18446744073709502242*~(x|y) + 3735936685*(y^~(~x&(y^z))) + 18446744069973614931*(x|~z) + 3735887311*(x|y), 49374 + 3735936685*(x^y)
12297829383718313723*~(x|(~y&z)) + 6148914689991237893*(~(x^y)&~(x^z)) + 6148914689991188519*(y^~(x|(~y&z))) + 6148914689991188519*(y^(~x&(y|z))) + 12297829383718313723*(x|~z) + 12297829383718363097*(x|y) + 12297829383718313723*(z|(x&~y)), 49374 + 3735936685*(x^y)
2637417465501618824*(y^~(~x&(y^z))) + 15809326611943918851*(~(x&y)&(y^z)) + 18446744069973614931*(~(x|y)|(y^z)) + 3735887311*(~(x|~y)|(y^z)) + 15809326611943820103*(~y|~(x^z)) + 2637417461765682139*((x&y)|(y^z)) + 15809326611943869477*(y&(x|z)) + 2637417461765682139*(z&~(x&~y)), 49374 + 3735936685*(x^y)
18446744069973614931*~(y&z) + 3735936685*(~x|(~y&z)) + 18446744069973614931*(y^(~x&(y|z))) + 3735936685*(x^(~y&z)) + 18446744069973614931*((x&y)^(x^(~y|z))) + 18446744069973664305, 49374 + 3735936685*(x^y)
18446744069973614931*(y&~z) + 3735936685*((x^y)&~(x^z)) + 7057788330293770952*(~(x&y)&(y^z)) + 11388955743415731290*(~x&(y&z)) + 3735936685*(y^~(~x|(y^z))) + 11388955743415731290*~(~x&(y&z)) + 7057788330293770952*((x&y)|~(y^z)), 49374 + 3735936685*(x^y)
18446744069973614931*~(x|y) + 18446744066237727620*(~(x&~y)&(y^z)) + 3735887311*~(y&z) + 18446744069973614931*(z^~(~x&(y&z))) + 18446744062501741561*(x&(y&z)) + 3735936685*(z^~(x&y)) + 7471823996*(y|~(x|~z)), 49374 + 3735936685*(x^y)
11517826548110382186*(~x&(~y&z)) + 3735936685*(x&(~y&z)) + 12687830799654335836*((x&z)^(x^(~y&z))) + 18446744069973614931*~(x^(y|z)) + 12687830799654335836*(~x|(y&z)) + 5758913277791103091*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
3735887311*(~(x&y)&(x^(y^z))) + 3735986059*((x&y)^~(x^(~y|z))) + 18446744066237628872*(z^~(x&(~y&z))) + 18446744073709502242*(y&~(x&z)) + 18446744069973664305*(z^~(~x&(~y|z))) + 7471873370*(~z|(x^y)) + 18446744073709502242*(x|z), 49374 + 3735936685*(x^y)
18446744066237678246*(y&~z) + 7471823996*((x|y)&(y^z)) + 3735936685*((x&y)^~(x^(~y|z))) + 3735936685*(y&(x^z)) + 7471823996*(~x&(~y|z)) + 18446744066237678246*(~(x|y)|~(x^(y^z))) + 18446744073709502242*~(~x|(y^z)), 49374 + 3735936685*(x^y)
11207760681*~(x|(~y|z)) + 7471823996*(z^(~x|(y|z))) + 14943647992*(y&(x^z)) + 18446744069973614931*(~z|~(x^y)) + 7471823996*~(x^z) + 18446744066237727620*~(~x&(~y|z)) + 14943647992*((y&~z)^(x|(y^z))) + 18446744062501790935*(~x|(y|z)), 49374 + 3735936685*(x^y)
18446744073709403494*~(x|(y|z)) + 8913421726945378976*(y^(~x|(y|z))) + 3735887311*(x^y) + 49374*~(x^(y^z)) + 8913421726945280228*(y&z) + 98748*((x|y)&~(y^z)) + 9533322346764222014*(z|~(x|y)) + 18446744073709452868*(x|z), 49374 + 3735936685*(x^y)
49374*(z^(~x|(y|z))) + 18446744069973614931*(~(x&y)&(x^(y^z))) + 7471823996*(x^(y|z)) + 18446744066237727620*(x^(~y|z)) + 11207661933*(z&~(x&y)) + 7471725248*(y^~(x|(y^z))) + 18446744066237776994*(z|~(x|~y)), 49374 + 3735936685*(x^y)
18446744066237678246*(~z&~(x^y)) + 18446744066237678246*((x|~y)&~(x^(y^z))) + 18446744066237678246*(x^z) + 18679634051*(~(x|~y)|(y^z)) + 7471823996*((x|~y)&~(y^z)) + 7471873370*~(~x&(y^z)) + 18446744069973614931*(x|y) + 18446744062501741561*(z|~(x|~y)), 49374 + 3735936685*(x^y)
18446744069973713679*(~x&(~y&z)) + 3735936685*(y^(x|(y&z))) + 18446744073709502242*((x&z)^(x^(~y&z))) + 3735837937*((x&z)^~(y&~z)) + 18446744073709452868*(y&~(x^z)) + 3735887311*(z^~(x|~y)) + 18446744069973664305*(~y|~(x^z)) + 49374*(y^(x&~z)), 49374 + 3735936685*(x^y)
7471873370*(x&(~y&z)) + 3735936685*((x|y)&(y^z)) + 3735887311*~(y&z) + 7471823996*(y^(~x&(y|z))) + 18446744066237727620*(y^~(x&(y|z))) + 18446744069973614931*((x&~y)|(x^(y^z))) + 11207760681*~(y^z) + 18446744066237678246*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
3735936685*~(x&(~y|z)) + 3735936685*(y^(x|(~y&z))) + 3735936685*~(~x&(~y|z)) + 3735986059*(y&z) + 3735936685*((x|y)&~(y^z)) + 18446744066237628872*(y|(x^z)) + 18446744069973565557*(z^~(x|y)), 49374 + 3735936685*(x^y)
3735887311*(x&(~y&z)) + 49374*(z^~(x&(~y&z))) + 3735887311*((x&y)^(y|~z)) + 3736035433*((y&~z)^(x|(y^z))) + 18446744069973614931*(y^~(x&(y&z))) + 18446744073709502242*(~y|~(x^z)) + 18446744073709452868*(x|(~y&z)), 49374 + 3735936685*(x^y)
18446744062501790935*((x&z)^~(y&~z)) + 18446744073709502242*(x^z) + 7471873370*~(x&z) + 18446744062501840309*(y&(x|~z)) + 3735837937*(y^~(x|(y^z))) + 7471823996*((x|y)&~(y^z)) + 18446744069973664305*(y^~(x|z)) + 3735887311*(~x|(y|z)), 49374 + 3735936685*(x^y)
18446744073709535158*~(x|y) + 18446744073709535158*((x&y)^~(x^(y&z))) + 18446744073709535158*((x&y)^(y|~z)) + 3735920227*(x^y) + 18446744073709535158*(x&(y|z)) + 18446744073709535158*(x|(~y&z)) + 18446744073709535158*(y&z), 49374 + 3735936685*(x^y)
18446744069973565557*~(x|(~y|z)) + 3735986059*(~(x&~y)&(y^z)) + 18446744073709502242*(z^~(~x&(~y|z))) + 18446744069973614931*(~(x&~y)&(x^(y^z))) + 3735936685*(z^~(x|(~y&z))) + 18446744069973565557*(y^(~x|(~y&z))) + 3735936685*(y^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744047558142943*(~(x&y)&(x^(y^z))) + 3735887311*((y&~z)|~(x|(~y&z))) + 11207711307*((x&y)|(x^(y^z))) + 18446744069973614931*((x&z)|~(y|z)) + 18446744066237727620*(z^(~x&(y|z))) + 18446744036350382262*(y&(x|z)) + 22415521362*(y|(x&~z)) + 14943647992*z, 49374 + 3735936685*(x^y)
18446744058765903624*(~z&~(x^y)) + 11207711307*((x|y)&(y^z)) + 11207711307*(~(x|y)|(x^(y^z))) + 3735887311*(z^~(x&(y|z))) + 18446744055030016313*((x&~y)|(x^(y^z))) + 18446744069973614931*y + 49374*(x|y) + 7471774622*(x|z), 49374 + 3735936685*(x^y)
7471823996*~z + 11207711307*(~x&(y&z)) + 18446744069973614931*~(x^(~y&z)) + 18446744069973664305*((x&~y)|~(x^(y^z))) + 18446744062501790935*(y^~(x&(y|z))) + 3735936685*(y^~(x&(y&z))) + 7471774622*(x|~y), 49374 + 3735936685*(x^y)
18446744073709452868*((x&z)^(x^(~y&z))) + 49374*(~(x|y)|(y^z)) + 18446744073709452868*~(x^(~y&z)) + 3736035433*(x^y) + 18446744073709502242*y + 18446744073709502242*((x^y)|~(x^z)) + 49374*((x&y)|~(x^(y^z))), 49374 + 3735936685*(x^y)
3735936685*(y^(~x|(~y|z))) + 18446744073709535158*(z&(x^y)) + 11207842971*(y^~(~x&(y|z))) + 18446744069973598473*((x&~y)|~(x^(y^z))) + 18446744066237628872*~(x&y) + 18446744069973598473*((x|~y)&~(y^z)) + 18446744073709518700*(y&(x|~z)) + 3735936685*(z^(x&~y)), 49374 + 3735936685*(x^y)
11068046441984149209*(y^(~x|(y&z))) + 3689348810258796176*(z^~(x&~y)) + 7378697635461289718*((x&z)^(x^(~y&z))) + 18446744069973614931*~(~x|(y^z)) + 14757395259714818755*(y|(x&~z)) + 14757395259714818755*(~(x|~y)|(x^(y^z))) + 3689348821466556857*(z^~(x|(y&z))) + 3689348810258796176*z, 49374 + 3735936685*(x^y)
13092650385851081066*(z^(x|(~y|z))) + 11900418877048025024*(y^~(x&(y^z))) + 11900418884519997142*(z^~(~x&(~y&z))) + 6546325192925491159*(y^(x|(~y|z))) + 18446744069973614931*(z^(~x|(~y&z))) + 18446744073709502242*y + 6546325192925540533*((y&z)|(~x&(y|z))) + 11900418884519947768*((x^y)|~(x^z)), 49374 + 3735936685*(x^y)
3735936685*(y^(x|z)) + 18446744073709535158*~(x&(y|z)) + 18446744069973598473*(~(x|y)|~(x^(y^z))) + 18446744069973614931*(z^~(x&(y&z))) + 18446744073709535158*(y^(~x&(y|z))) + 18446744069973598473*~(x^(~y|z)) + 7471856912*~(~x&(~y&z)), 49374 + 3735936685*(x^y)
18446744073709502242*(~y&(x^z)) + 18446744069973614931*((y&z)^~(x&(y^z))) + 18446744062501741561*(y&~(x&z)) + 3735936685*(z^~(~x&(y&z))) + 7471873370*(x^(y|z)) + 18446744062501790935*(y^~(x&z)) + 7471823996*(~z|~(x^y)) + 3735887311*(z^~(x|y)), 49374 + 3735936685*(x^y)
3735887311*~(x&(y|z)) + 3735936685*(y^(x|(~y&z))) + 18446744069973614931*((x^y)|(x^z)) + 18446744069973614931*(y^~(x&(~y|z))) + 3735887311*(x&(y|z)), 49374 + 3735936685*(x^y)
6713381263050447762*(y^z) + 5019981547608705466*(x^(~y|z)) + 6713381263050398388*~(x&z) + 3735936685*(x^y) + 11733362810659103854*(z^~(~x|(~y&z))) + 16753344358267809320*(z^(~x&(y|z))) + 6713381263050398388*(~(x^y)|~(x^z)) + 13426762526100846150*(z&(x|y)), 49374 + 3735936685*(x^y)
14943697366*~(~x|(y|z)) + 18446744069973614931*~(y&z) + 7471823996*((x|y)&~(x^(y^z))) + 18446744066237678246*((x|~y)&(x^(y^z))) + 7471873370*(~(x&~y)&(x^(y^z))) + 3735887311*~(x^(y&z)) + 18446744069973614931*y, 49374 + 3735936685*(x^y)
12297829383718330181*~(y&z) + 6148914693727108746*~x + 6148914689991221435*(x^(~y|z)) + 12297829379982393496*(y^~(x&(~y|z))) + 6148914693727108746*((x&z)^(x^(y&z))) + 6148914693727158120*(z^(x&~y)) + 6148914686255284750*(z^~(~x|(y&z))) + 6148914693727108746*(x|z), 49374 + 3735936685*(x^y)
11207711307*~(x|(~y|z)) + 3735887311*~(x|y) + 18446744069973614931*(y^(~x&(~y|z))) + 18446744069973664305*((x&~y)|(x^(y^z))) + 3735887311*(x|(~y&z)) + 3735887311*((x&y)^(x^(y&z))), 49374 + 3735936685*(x^y)
29887345358*~(~x|(y|z)) + 11207760681*(z^~(~x&(y&z))) + 22415521362*~(x|~z) + 18446744051294030254*~(x&(y|z)) + 3735936685*(~(x&~y)&(x^(y^z))) + 3735887311*(~(x^y)|~(x^z)) + 7471823996*(~x|(y&z)) + 18446744058765854250*(z^~(~x|(y&z))), 49374 + 3735936685*(x^y)
18446744062501692187*~(y|~z) + 18446744066237628872*(z^~(~x&(y&z))) + 3735936685*(~x|(~y&z)) + 18446744062501692187*(x&(y&z)) + 3735936685*((x&z)|~(y|z)) + 7471873370*(x|(y|z)), 49374 + 3735936685*(x^y)
49374*(y&~z) + 18446744062501790935*~(x|y) + 18446744069973614931*~(~x|(y&z)) + 7471873370*~y + 3735887311*~(x&(~y|z)) + 18446744073709502242*~(~x&(y&z)), 49374 + 3735936685*(x^y)
8920926098258809765*(~(x&y)&(x^(y^z))) + 604891873456044775*(y^(x|(y&z))) + 9525817975450741851*(x^(y|z)) + 8920926101994697076*(y^(x|(~y&z))) + 9525817971714805166*~(x^y) + 8920926101994697076*(x|~z), 49374 + 3735936685*(x^y)
3735887311*(z^(~x|(~y|z))) + 18446744062501790935*~(~x|(~y|z)) + 3735936685*(x&(y^z)) + 18446744069973664305*~(x|(y^z)) + 12118920017108662401*(y&(x^z)) + 12118920009636838405*(y^(~x|(y^z))) + 6327824064072663837*(z|~(x^y)), 49374 + 3735936685*(x^y)
18446744069973614931*((x&z)^~(x^(y&z))) + 18446744069973664305*((x&z)^~(y&~z)) + 7471823996*~(x&y) + 18446744073709502242*((x&y)|~(y^z)) + 49374*(y^~(~x|(y&z))) + 18446744073709502242*(z|(x^y)), 49374 + 3735936685*(x^y)
13779059047656548148*~(~x|(y&z)) + 18222748058150737352*((x^y)&(x^z)) + 9335370048370070251*(z^~(~x&(y|z))) + 3735887311*((x|y)&(x^(y^z))) + 9111374025339431991*(y^~(x&(~y|z))) + 14003055066951299097*((x|y)&~(y^z)) + 9111374021603544680*(y&(x|z)) + 4667685029788890779*((y&z)|(x&(y|z))), 49374 + 3735936685*(x^y)
1149416237661284241*(z&(x^y)) + 3735887311*(x^y) + 49374*(x^(y&z)) + 1149416237661284241*(y^(~x&(y|z))) + 49374*~(y&~z) + 17297327836048267375*(z|(x&y)) + 18446744073709452868*(x|(~y|z)), 49374 + 3735936685*(x^y)
18446744062501790935*(y&~z) + 18446744066237678246*(y^~(x&(y^z))) + 6148914704934885885*(z^(x|y)) + 6148914689991237893*((x&z)^(x^(~y&z))) + 7471823996*~(x^(y^z)) + 18446744069973614931*(z&~(x&y)) + 6148914689991188519*(x^(~y&z)) + 12297829383718313723*(z^(~x&(y|z))), 49374 + 3735936685*(x^y)
3735986059*~(x|(~y|z)) + 18446744069973614931*(y^(~x|(y&z))) + 3735936685*((x|~y)&~(x^(y^z))) + 18446744069973614931*(y^~(x|(y^z))) + 49374*(~(x&~y)&~(y^z)) + 3735887311*~(x&(~y&z)) + 18446744073709502242*(z^~(x|(y&z))), 49374 + 3735936685*(x^y)
18446744073709452868*(~y&~(x^z)) + 49374*(z^(~x|(y&z))) + 18446744073709502242*(x^(y|z)) + 3735936685*(x^y) + 18446744073709502242*(y&(x|~z)), 49374 + 3735936685*(x^y)
18446744069973516183*~(~x|(y&z)) + 49374*(y^(x|(y|z))) + 18446744073709502242*(z^(x&(~y|z))) + 7471972118*(x^(y&z)) + 18446744073709502242*(y^(x&(~y|z))) + 3735936685*(x^(y^z)) + 18446744069973614931*(z^~(~x|(y&z))) + 18446744073709502242*(z|~(x|y)), 49374 + 3735936685*(x^y)
7471873370*(x&(~y&z)) + 18446744073709502242*(y^(~x|(~y|z))) + 3735837937*((y&~z)|~(x|(~y&z))) + 18446744073709403494*(x&z) + 7471774622*~(x^(~y|z)) + 18446744066237826368*~(~x&(~y|z)) + 3735887311*((x&z)^(x^(y&z))) + 18446744069973713679*(z^~(x|y)), 49374 + 3735936685*(x^y)
4308702997221387936*~(x|(y|z)) + 9829338071794951748*((x&y)^(y|~z)) + 4308703000957275247*(z^~(~x&(y&z))) + 4308703004693211932*~(x&(y&z)) + 4308703000957275247*(z&~(x^y)) + 4308703004693211932*(x&(~y|z)) + 14138041072752226995*(y^(~x|(~y&z))) + 14138041069016339684*(x|(~y&z)), 49374 + 3735936685*(x^y)
621583074003148912*(y^(x|(~y|z))) + 18446744069973614931*(y&~(x^z)) + 3735936685*~(x^(~y|z)) + 1243166140534473828*(x|(~y&z)) + 17203577929439141103*(x|(y^z)) + 621583074003148912*y + 3735936685*(x|z) + 17825160999706353330*(x|(~y|z)), 49374 + 3735936685*(x^y)
7471823996*((x&z)^~(y&~z)) + 18446744069973614931*(y^~(x&z)) + 3735887311*((x&z)|(y&~z)) + 3735936685*((x&~y)|(x^(y^z))) + 3735936685*(z&(x|y)) + 18446744069973614931*(z|(x^y)) + 18446744069973614931*(z|~(x^y)), 49374 + 3735936685*(x^y)
14757395256726069407*((x|~y)&~(x^(y^z))) + 12912720853838233330*~(x&(~y|z)) + 11068046447214460568*((x&~y)|~(x^(y^z))) + 1844674406623772762*(z^(x&y)) + 16602069663349842169*(y^~(x&z)) + 9223372040590687806*((x&~y)|(x^(y^z))) + 14757395260462006092*(y&z) + 14757395256726069407*(y|~(x|~z)), 49374 + 3735936685*(x^y)
