# 3735936685*~x
9925453257363832303*~(y|~z) + 7471873370*(y^(~x|(y|z))) + 18446744069973614931*~y + 4260645406304891314*(y^z) + 3735936685*(y^(x|(y^z))) + 9925453264835705673*(y^~(x|(y^z))) + 4260645406304891314*~(x^(y&z)) + 4260645402568954629*~(x^(y|z)), 3735936685*~x
6148914689991204977*(z^(x|(~y|z))) + 12297829383718346639*((x^y)&~(x^z)) + 12297829383718346639*(y^~(~x|(~y&z))) + 12297829383718346639*~(x^(~y&z)) + 12297829383718346639*(~(x|y)|~(x^(y^z))) + 3735936685*(~z|~(x^y)) + 12297829379982409954*~(~x&(~y|z)) + 6148914689991204977*~(~x&(y&z)), 3735936685*~x
3735936685*(z^~(~x&(~y|z))) + 3735936685*~(x^z) + 18446744069973614931*~(~x&(~y|z)), 3735936685*~x
6148914704934951717*~(x|y) + 6148914697463078347*(z^(~x|(y&z))) + 11207810055*((x|y)&~(x^(y^z))) + 18446744055029868191*((x&~y)|~(x^(y^z))) + 18446744062501741561*(y^~(x|~z)) + 6148914701199015032*((x&y)|~(y^z)) + 18446744066237678246*(z|~(x|y)) + 12297829391190220009*(x|(y|z)), 3735936685*~x
6148914697463078347*(~(x|y)|(y^z)) + 7471873370*~(x|~z) + 12297829383718346639*(x^(y|z)) + 6148914689991204977*(z^~(~x&(y|z))) + 6148914686255268292*(y^(x&z)) + 6148914701199015032*~(~x&(y|z)) + 18446744062501741561*(x|~y) + 12297829383718346639*(y|(x^z)), 3735936685*~x
3735936685*(y^~(x&(y^z))) + 3735936685*(x&~y) + 18446744066237678246*(z^~(x&(~y&z))) + 18446744066237678246*((x&z)^(x^(~y&z))) + 7471873370*~(y&z) + 3735936685*(y^(x&z)), 3735936685*~x
7471873370*(~x&(y&z)) + 3735936685*~(~x&(y&z)) + 18446744069973614931*(x|(y&z)), 3735936685*~x
7471873370*((x&y)^~(x^(y&z))) + 18446744069973614931*~(y&z) + 18446744069973614931*((x&z)^(y|z)) + 7471873370*(~z|(x^y)) + 3735936685*((x|y)&(x^(y^z))) + 3735936685*(x&z) + 18446744062501741561*(x|~z) + 3735936685*~(~x&(y&z)), 3735936685*~x
3735936685*((x|~y)&~(x^(y^z))) + 6148914686255268292*~(y|~z) + 12297829387454283324*(z^(x&(~y|z))) + 12297829383718346639*(~(x&y)&~(x^(y^z))) + 18446744069973614931*((x|y)&~(x^(y^z))) + 6148914686255268292*((x&y)|~(y|z)) + 3735936685*(~(x^y)|~(x^z)) + 12297829383718346639*(y&(x|z)), 3735936685*~x
18446744069973614931*(~(x&y)&~(y^z)) + 3735936685*((y&~z)|~(x|(~y&z))) + 3735936685*(z&~(x&y)) + 3735936685*((y&~z)|~(~x|(~y&z))) + 18446744069973614931*(z^(~x&(y|z))) + 18446744069973614931*(~(x|~y)|(x^(y^z))) + 11207810055*~(x&(y^z)) + 18446744066237678246*~(x&(~y&z)), 3735936685*~x
6148914689991204977*(y^(~x|(y|z))) + 6148914689991204977*~(y&z) + 6148914697463078347*(y^~(~x&(y|z))) + 12297829383718346639*(y&~(x^z)) + 12297829379982409954*~(x^z) + 3735936685*((x&y)|~(y|~z)) + 6148914693727141662*(y^~(x|(y&z))) + 6148914686255268292*(x|(y&z)), 3735936685*~x
15483074527263334741*(~(x^y)&(x^z)) + 2963669550182153560*(y^(~x|(y|z))) + 12519404977081181181*(~(x&y)&~(y^z)) + 12519404977081181181*~(x|~y) + 8891008646810523995*(z^(x|(~y&z))) + 15483074523527398056*(x|(~y&z)) + 5927339100364307120*(~x|(y&z)) + 15483074523527398056*(y^~(x|(y&z))), 3735936685*~x
747187337*(~(x&~y)&(y^z)) + 2241562011*((x&z)^~(y&~z)) + 747187337*(y^~(x&(y|z))) + 18446744071467989605*((y&~z)^(x|(y^z))) + 747187337*(~(x|~y)|~(y^z)) + 18446744072215176942*((x&z)^(x^(y&z))) + 2241562011*(z|~(x|~y)), 3735936685*~x
8125605371027256014*(x&(~y&z)) + 8125605359819445959*(y&(x^z)) + 3735936685*((y&~z)|~(x|(~y&z))) + 10321138710154168972*(z^(x&(y|z))) + 8125605367291319329*((x&y)|(x^(y^z))) + 10321138702682295602*~(~x&(~y|z)) + 3735936685*(y|(x&~z)), 3735936685*~x
6148914689991204977*(y&~z) + 6148914693727141662*(y^z) + 6148914697463078347*~(x|(~y&z)) + 18446744069973614931*(y^(x&(y|z))) + 6148914689991204977*((x&z)|~(y|z)) + 6148914689991204977*(~(x^y)|(x^z)) + 6148914693727141662*(z|(x&~y)), 3735936685*~x
8324387779714036388*~(x|(y^z)) + 7347560373650730907*(z^~(~x&(y&z))) + 15671948149628830610*(z^~(~x&(y|z))) + 2774795927816657691*(y^(x&(~y|z))) + 12897152225548109604*(z&~(x^y)) + 8324387775978099703*(~z|~(x^y)) + 12897152225548109604*(z^(~x&(~y|z))) + 2774795920344784321*~(~x&(y^z)), 3735936685*~x
18446744058765804876*~(~x|(~y|z)) + 18446744069973614931*((x&~y)|(y^z)) + 18446744058765804876*(~(x&~y)&(x^(y^z))) + 11207810055*(z^~(x|(~y&z))) + 18446744066237678246*(z^(x&~y)) + 18679683425*(y|(x^z)) + 18446744066237678246*((x^y)|~(x^z)), 3735936685*~x
18446744055029868191*(x&~y) + 3735936685*((x^y)&~(x^z)) + 14943746740*(y^(x|(y|z))) + 18446744066237678246*((x&z)^~(x^(y&z))) + 7471873370*~(x^(~y&z)) + 3735936685*(x|~z) + 18446744069973614931*(y|z), 3735936685*~x
18446744069973614931*~(x|(y|z)) + 3735936685*(~(x&~y)&(y^z)) + 3735936685*~(x&(y|z)) + 7471873370*(~(x|~y)|~(x^(y^z))) + 18446744069973614931*(~(x|~y)|(y^z)) + 7471873370*(z&~(x^y)) + 18446744069973614931*~(~x&(y&z)) + 18446744069973614931*(y|~(x|~z)), 3735936685*~x
18446744069973614931*(x&z) + 3735936685*~(x&~z), 3735936685*~x
18679683425*(z^(x|(y&z))) + 18446744047557994821*(y^~(x&~z)) + 14943746740*(~z|(x^y)) + 18446744051293931506*(y^(x|(y^z))) + 18446744047557994821*((x|y)&(x^(y^z))) + 18446744066237678246*(z^~(x&(y&z))) + 22415620110*(~y|~(x^z)) + 11207810055*z, 3735936685*~x
11600533362195213402*~(x|(y|z)) + 3735936685*((x&y)^~(x^(y&z))) + 3735936685*((x&y)^~(x^(~y|z))) + 6846210704042464844*(z^~(~x&(~y|z))) + 6846210700306528159*(x&(y|z)) + 6846210711514338214*(~(x&~y)&~(y^z)) + 11600533365931150087*(y|(x&~z)) + 11600533369667086772*(z|(x&y)), 3735936685*~x
11207810055*(z^(x&(~y|z))) + 18446744069973614931*(~z|(x^y)) + 3735936685*(z&~(x^y)) + 3735936685*(y^(x&~z)) + 18446744062501741561*(z^(x&~y)) + 18446744069973614931*(y|(x&z)) + 7471873370*(y|~(x^z)), 3735936685*~x
18446744069973614931*(~(x&y)&(y^z)) + 18446744069973614931*(y^~(~x&(y|z))) + 18446744069973614931*(y^(x|(y^z))) + 3735936685*((x&y)^(y|z)) + 7471873370*~(x&y), 3735936685*~x
18446744069973614931*(y^(x|(y|z))) + 7471873370*~(x&y) + 3735936685*(y^(~x&(y|z))) + 3735936685, 3735936685*~x
8612420083350871188*(~x&(y&z)) + 9834323986622743743*~(~x|(y^z)) + 3735936685*(z^~(x&y)) + 8612420079614934503*~(x^(y|z)) + 8612420083350871188*(y^(~x|(y^z))) + 8612420083350871188*(z^~(~x|(y&z))) + 1221903910743745925*(z|~(x^y)), 3735936685*~x
10285446205866451663*(y^~(x&(~y&z))) + 11203197352111727346*((y&z)^~(x&(y^z))) + 3041899484268627393*(y^(~x|(y&z))) + 11324195657387342589*(y^~(~x|(y^z))) + 13327345686399142371*x + 16443594040961815149*(x|~y) + 11203197352111727346*(x|(y&z)) + 14366095141655969982*~(x&~z), 3735936685*~x
18446744069973614931*(~z&(x^y)) + 3735936685*(z^(~x|(~y|z))) + 3735936685*(~x&(y|z)), 3735936685*~x
10627249925423740337*~(x|(y|z)) + 3735936685*(~x&(~y&z)) + 10627249925423740337*(y^~(~x|(~y&z))) + 7819494152021747964*((x&y)^(y|~z)) + 3735936685*(y^~(x|(y^z))) + 18446744069973614931*(z^~(x&(y&z))), 3735936685*~x
18446744069973614931*(~x&(y&z)) + 3735936685*((x&z)^~(y&~z)) + 18446744069973614931*~(~x&(~y|z)) + 3735936685*((y&z)|(x&(y|z))) + 18446744066237678246*(x|z) + 7471873370*(x|(y|z)), 3735936685*~x
3735936685*(y^z) + 18446744069973614931*~(x|(~y&z)) + 11207810055*(z^(x|~y)) + 11207810055*(z&(x^y)) + 18446744058765804876*(y^~(~x&(~y|z))) + 18446744069973614931*(z^(~x&(~y|z))) + 18679683425*~(x^(~y|z)) + 18446744058765804876*~(~x&(~y|z)), 3735936685*~x
3735936685*(x&(y^z)) + 3735936685*~(x&(y|z)) + 3735936685*(y^(x|(~y&z))) + 18446744069973614931*((x^y)|(x^z)) + 3735936685*(y^~(x|z)) + 18446744069973614931*~(~x&(y^z)), 3735936685*~x
18446744069973614931*(~x&(~y&z)) + 3735936685*~(x|(y&z)) + 18446744069973614931*~(~x|(y^z)) + 3735936685*(y^~(x|z)) + 18446744069973614931*(y|~(x^z)) + 3735936685*(z|(x^y)), 3735936685*~x
18446744069973614931*(~z&(x^y)) + 3735936685*(~x&(y^z)) + 3735936685*(y^(x|~z)) + 3735936685*((x|y)&(x^(y^z))) + 18446744069973614931*(x&(~y|z)), 3735936685*~x
18446744069973614931*(x&~y) + 3735936685*(y^(x|~z)) + 18446744069973614931*(x&(y&z)) + 3735936685*(~(x&~y)&(x^(y^z))), 3735936685*~x
7471873370*(z^(~x|(~y|z))) + 18446744066237678246*~(~x|(~y|z)) + 18446744062501741561*(y^(x|(y&z))) + 7471873370*(x&(y^z)) + 18446744069973614931*(y^~(~x&(y&z))) + 7471873370*(y^(x|(~y&z))), 3735936685*~x
6148914686255268292*(z^(x|(y&z))) + 6148914693727141662*((x&z)^(x^(~y&z))) + 12297829383718346639*(x^y) + 12297829379982409954*~(x^(~y|z)) + 12297829379982409954*((x&z)^(x^(y&z))) + 6148914693727141662*(y|(x^z)) + 3735936685*~(x&(~y&z)) + 6148914689991204977*(y|(x&z)), 3735936685*~x
3735936685*(~z&(x^y)) + 6027533933125629039*(y^(x|(y&z))) + 12419210133112049207*~(~x|(y&z)) + 12419210136847985892*((x&z)^~(x^(y&z))) + 6027533940597502409*(y^~(x&~z)) + 18446744069973614931*(x&y) + 3735936685*(x|y), 3735936685*~x
3735936685*(z^~(~x&(y&z))) + 18446744069973614931*(x^z) + 3735936685*(y^(x|(y^z))) + 18446744069973614931*(y^~(x|z)) + 7471873370*(y^~(x|(y&z))) + 18446744069973614931*(x|(~y|z)), 3735936685*~x
3735936685*(z^(~x|(~y|z))) + 12297829383718346639*((x|~y)&(y^z)) + 6148914693727141662*(y^(x&(y|z))) + 6148914689991204977*(z&(x|~y)) + 12297829379982409954*(y^~(x|z)) + 6148914697463078347*((x&y)^(x^(~y|z))) + 18446744069973614931*(~x|(~y|z)) + 12297829383718346639*(y|z), 3735936685*~x
3735936685*(z^~(~x&(y|z))) + 18446744069973614931*(x^(y^z)) + 3735936685*(z^~(x|~y)) + 3735936685*(~(x|~y)|~(y^z)) + 18446744069973614931*~(~x&(y^z)), 3735936685*~x
3735936685*(z^(x&(~y|z))) + 18446744069973614931*x + 3735936685*(z^~(x&(~y|z))), 3735936685*~x
3735936685*((x|y)&~(x^(y^z))) + 3735936685*(~x|(y&z)) + 18446744069973614931*((y&z)|(x&(y|z))), 3735936685*~x
12297829383718346639*(z^(x|y)) + 6148914686255268292*~(~x|(~y&z)) + 6148914693727141662*(z^~(x&(y&z))) + 6148914689991204977*~(x^(~y|z)) + 6148914693727141662*(z^(x&~y)) + 12297829383718346639*(y|~(x^z)), 3735936685*~x
7471873370*(y^(~x|(~y|z))) + 18446744069973614931*((x|y)&~(x^(y^z))) + 18446744069973614931*(y^~(x&(y|z))) + 3735936685*~(x^(~y|z)) + 18446744066237678246*(x|~z) + 7471873370*(y|~(x|z)), 3735936685*~x
4732142980349435366*(y&~z) + 8982458116746617569*((x^y)&~(x^z)) + 4732142984085372051*(z^(~x|(~y&z))) + 13714601093360116250*(y^~(x|(~y&z))) + 18446744066237678246*(x|~z) + 8982458113010680884*((y&z)|(~x&(y|z))) + 9464285956962934047*(z|~(x|~y)) + 18446744066237678246, 3735936685*~x
11184975285528878196*~(y&z) + 3630884394090336710*(y&~(x&z)) + 7407929843545544138*(x^(~y|z)) + 7261768788180673420*(y^~(~x&(~y|z))) + 3630884397826273395*(z^~(x|(~y&z))) + 14669698624254344188*(y^(~x|(~y&z))) + 146161051628934033*(z&(x|y)), 3735936685*~x
11207810055*(z^~(~x&(~y&z))) + 18446744058765804876*~(x^(y|z)) + 7471873370*((x&z)|(y&~z)) + 3735936685*(z&(x|~y)) + 18679683425*(z^~(x|y)) + 18446744069973614931*(y|(x&z)) + 18446744062501741561*(~x|(~y|z)), 3735936685*~x
18446744069973614931*~(~x|(y^z)) + 3735936685*~(x&(y^z)), 3735936685*~x
5478281502168712462*~(x|(y&z)) + 2739140751084356231*~(x|(y^z)) + 12968462575276775839*~x + 15707603322625195385*(z^(~x|(~y&z))) + 2739140751084356231*(y&~(x&~z)), 3735936685*~x
41095303535*(~z&(x^y)) + 18446744058765804876*(y&~z) + 18446744069973614931*(y^~(~x&(y|z))) + 3735936685*(z^(~x|(~y&z))) + 18446744058765804876*~(~x|(~y&z)) + 3735936685*(y^(~x|(y^z))) + 18446744051293931506*(y^(x&~z)) + 29887493480*(y&(x|z)), 3735936685*~x
3735936685*~(x|y) + 3735936685*(x&(~y&z)) + 18446744069973614931*(x&z) + 3735936685*(y&~(x&~z)), 3735936685*~x
2988749348*(y^(~x|(y&z))) + 2241562011*(z^~(x&(~y&z))) + 18446744070720802268*((x&z)^(x^(~y&z))) + 747187337*(y^(x|~z)) + 18446744071467989605*~(x^(y^z)) + 3735936685*(z&~(x&y)) + 18446744072215176942*(x&(y|z)) + 1494374674*y, 3735936685*~x
18446744069973614931*x + 18446744069973614931, 3735936685*~x
18446744069973614931*~(~x|(~y|z)) + 3735936685*(x^(y|z)) + 18446744069973614931*(x^z) + 3735936685*(z^~(~x&(y|z))) + 18446744069973614931*((x|y)&(x^(y^z))) + 3735936685*(y&(x|~z)), 3735936685*~x
12297829383718346639*~y + 12297829383718346639*~(x|(y^z)) + 6148914693727141662*~(x&y) + 6148914693727141662*(y&~(x^z)) + 12297829383718346639*(y^(~x&(y|z))) + 12297829379982409954*(x&(~y|z)) + 6148914689991204977*~(~x&(y&z)), 3735936685*~x
18446744069973614931*(y&~z) + 18446744069973614931*(x&(~y&z)) + 12149989861936528062*(~(x|y)|~(x^(y^z))) + 6296754215508960239*(~x|(y^z)) + 6296754208037086869*(y^~(x&(y|z))) + 12149989865672464747*(~z|~(x^y)), 3735936685*~x
3735936685*~(x|(~y|z)) + 3735936685*((y&~z)^(~x|(y^z))) + 3735936685*((y&~z)|~(~x|(~y&z))) + 18446744069973614931*~(~x&(~y|z)), 3735936685*~x
1494374674*((x&y)^~(x^(y&z))) + 7471873370*~(x|~y) + 18446744071467989605*~(x^(~y&z)) + 18446744068479240257*(z^(~x|(~y&z))) + 6724686033*(z^~(x|(~y&z))) + 2988749348*(y^~(x|z)) + 18446744069226427594*(y|z), 3735936685*~x
18446744069973614931*(y^~(x&(y|z))) + 18446744069973614931*(y|(x&~z)) + 7471873370*~(x&(~y&z)), 3735936685*~x
18446744066237678246*(z^(x|(y&z))) + 3735936685*(y^~(~x&(~y|z))) + 18446744062501741561*(~(x|~y)|~(x^(y^z))) + 11207810055*(~x|(y^z)) + 7471873370*(z^~(x&y)) + 18446744069973614931*((x&y)|~(y|z)) + 18446744058765804876*(z^(~x&(y|z))) + 11207810055*((x&z)|(y&~z)), 3735936685*~x
7471873370*~(~x|(y|z)) + 7471873370*(z^(~x|(~y|z))) + 18446744066237678246*(x&~z) + 3735936685*(~(x&y)&(x^(y^z))) + 18446744062501741561*(~y|~(x^z)) + 7471873370*(y^(~x|(~y&z))) + 3735936685*(z|~(x|~y)), 3735936685*~x
18446744069973614931*((x|y)&(x^(y^z))) + 11207810055*(x^(y^z)) + 18446744062501741561*(z^~(x|~y)) + 18446744066237678246*((x&y)|~(y^z)) + 7471873370*~(~x&(~y&z)) + 11207810055*(z|~(x|y)) + 18446744066237678246*~(y&~z), 3735936685*~x
18446744069973614931*(z^(x|y)) + 3735936685*(y^~(~x|(y^z))) + 3735936685*(~x&(~y|z)) + 3735936685*(x|(y^z)) + 18446744069973614931*(x|(y&z)), 3735936685*~x
3735936685*(z^~(x&(~y&z))) + 11207810055*~(x|~y) + 18446744066237678246*(y^~(~x|(y^z))) + 3735936685*(z^~(~x&(y|z))) + 3735936685*(x&(y&z)) + 18446744069973614931*(z^~(x|(y&z))), 3735936685*~x
12297829387454283324*~(x|y) + 12297829383718346639*(z^~(x&(~y&z))) + 18446744069973614931*(y^~(x&~z)) + 12297829383718346639*~(x&(~y|z)) + 12297829383718346639*(y^~(~x&(~y|z))) + 12297829383718346639*(~(x|~y)|(y^z)) + 6148914693727141662*(z^~(x|(y&z))) + 12297829379982409954*((x^y)|~(x^z)), 3735936685*~x
16050787067578893555*~(y|z) + 16050787063842956870*(x&(y^z)) + 2395957009866594746*((y&z)^~(~x&(y^z))) + 18446744069973614931*((x&z)^(x^(~y&z))) + 3735936685*(y^(x|(~y&z))) + 18446744069973614931*(x&(~y|z)) + 3735936685*((x&y)|~(y|~z)), 3735936685*~x
18446744069973614931*(z^(x|(y&z))) + 18446744066237678246*(z^~(x&y)) + 3735936685*((x&y)|~(y|z)) + 18446744066237678246*((y&~z)^(x|(y^z))) + 7471873370*((x&~y)|(x^(y^z))) + 18446744069973614931*(y&~(x&~z)) + 7471873370*~(x&(y^z)), 3735936685*~x
6707906936913274229*(~y&~(x^z)) + 13415813873826548458*(y^(x|(~y|z))) + 10061860403501943001*(z^~(~x|(~y&z))) + 13415813870090611773*(z^(~x&(~y|z))) + 13415813870090611773*(x|~z) + 1676976733294334386*((x&y)|(y^z)) + 11738837140532214072*~(x&~y) + 15092790607120882844*(z^~(x|(y&z))), 3735936685*~x
3735936685*~(x|(y^z)) + 18446744069973614931*(z^(x|~y)) + 3735936685*~(x&z), 3735936685*~x
7471873370*(y^~(~x|(~y&z))) + 3735936685*(~(x^y)&~(x^z)) + 18446744069973614931*((x|y)&(x^(y^z))) + 3735936685*(~(x^y)|~(x^z)) + 18446744069973614931*~(~x&(~y&z)), 3735936685*~x
12297829383718346639*~z + 6148914697463078347*(~(x&~y)&(y^z)) + 6148914686255268292*((x&y)^~(x^(y&z))) + 12297829387454283324*~(x|(y^z)) + 12297829383718346639*((x&z)|(y&~z)) + 18446744069973614931*(x|(y&z)) + 6148914693727141662*~(y&~z), 3735936685*~x
6148914682519331607*(z^(x|(y|z))) + 18446744069973614931*(z^(x&(~y|z))) + 12297829379982409954*(~(x&y)&~(x^(y^z))) + 12297829383718346639*(y^(x|(~y&z))) + 6148914697463078347*~(x&(y&z)) + 12297829379982409954*(x&z) + 12297829387454283324*(y|(x&~z)) + 12297829379982409954*((y&z)|(x&(y|z))), 3735936685*~x
3735936685*(z^~(~x&(~y|z))) + 3735936685*(~(x&y)&~(x^(y^z))) + 18446744069973614931*(x^(y&z)), 3735936685*~x
16976351592187413335*(~y&(x^z)) + 16976351592187413335*(~(x|~y)|~(x^(y^z))) + 1470392481522138281*~(x&(y&z)) + 18446744069973614931*~(~x|(~y&z)) + 3735936685*~(x&(~y&z)), 3735936685*~x
18446744062501741561*~(~x|(y&z)) + 6148914697463078347*((y&z)^~(~x&(y^z))) + 3735936685*(z^~(~x|(~y&z))) + 6148914689991204977*~(~x|(y^z)) + 12297829383718346639*(z^(~x&(y|z))) + 12297829379982409954*(~(x&~y)&~(y^z)) + 12297829383718346639*(y^(x&~z)) + 12297829383718346639*(y|(x&~z)), 3735936685*~x
18446744069973614931*(~x&(y^z)) + 3735936685*~(x|(y&z)) + 6148914689991204977*~(x^(y^z)) + 6148914693727141662*(~x|(~y&z)) + 12297829379982409954*(z^(~x&(~y|z))) + 12297829383718346639*(y^(~x&(y^z))) + 12297829383718346639*(z^~(x|(y&z))), 3735936685*~x
7749482629702680054*~x + 7749482625966743369*(x&(~y|z)) + 10697261447742808247*(~x|(~y|z)), 3735936685*~x
7471873370*~(~x|(y|z)) + 3735936685*((x&z)^~(x^(y&z))) + 3735936685*(y^~(~x|(y^z))) + 3735936685*((x&y)^(y|z)) + 14943746740*(x&(y&z)) + 18446744066237678246*((x|y)&(x^(y^z))) + 18446744069973614931*(z&(x|~y)) + 18446744069973614931*(x|(y&z)), 3735936685*~x
22415620110*(~(x&~y)&(y^z)) + 18446744066237678246*((x&~y)|(y^z)) + 18446744069973614931*(x^(~y&z)) + 18446744069973614931*(z^~(~x|(y&z))) + 18679683425*((x&~y)|~(y^z)) + 18446744066237678246*~(~x&(~y&z)) + 18446744066237678246*~(x&~z) + 3735936685*(z|(x^y)), 3735936685*~x
18446744069973614931*(y^~(x&(~y&z))) + 3735936685*(y^~(x&~z)) + 18446744069973614931*~(x&(y&z)) + 18446744066237678246*(x&(y&z)) + 7471873370*~(x&(y^z)), 3735936685*~x
18446744069973614931*(y&~(x^z)) + 18446744069973614931*((x|y)&(x^(y^z))) + 3735936685*(z^~(x&(y|z))) + 7471873370*(y|(x&~z)) + 3735936685*(z&(x|y)) + 18446744062501741561*(x|(y&z)) + 3735936685*(x|z), 3735936685*~x
18167777400224286748*(~(x&~y)&(y^z)) + 12669784948365366463*((x|~y)&(y^z)) + 18167777396488350063*(~(x|~y)|~(x^(y^z))) + 12390818278616038280*((y&~z)^(~x|(y^z))) + 12111851597658900042*((x&~y)|(x^(y^z))) + 17888810719267148510*((x&y)|~(y^z)) + 6892825830493054680*(y|~z), 3735936685*~x
6148914693727141662*(z^(x|(~y&z))) + 6148914682519331607*(z&(x^y)) + 18446744062501741561*((x&y)|~(y|z)) + 12297829383718346639*(x|(y^z)) + 7471873370*(y|~z) + 6148914686255268292*((y&z)|(~x&(y|z))) + 7471873370*(z|~(x|y)), 3735936685*~x
18446744069973614931*(x&~y) + 7471873370*((x|~y)&(y^z)) + 3735936685*(y^~(x&z)) + 18446744066237678246*((x&y)|~(y|~z)) + 3735936685*(y^(x&(y^z))), 3735936685*~x
3735936685*(~(x&~y)&(y^z)) + 7471873370*(y^~(~x&(y^z))) + 18446744069973614931*((x&~y)|~(x^(y^z))) + 18446744066237678246*(y&~(x^z)) + 11207810055*(y&z) + 18446744069973614931*((x&y)^(x^(y&z))), 3735936685*~x
7471873370*(~(x|y)|~(x^(y^z))) + 18446744069973614931*~(x&(y&z)) + 3735936685*~(~x|(y^z)) + 18446744058765804876*(y^(~x&(y|z))) + 11207810055*(y^~(x|~z)) + 3735936685*(y^(~x&(y^z))) + 18446744069973614931*(y|(x&z)), 3735936685*~x
3735936685*(y^~(x&(~y&z))) + 7675726782080683169*((x^y)&~(x^z)) + 3735936685*~(x^(~y&z)) + 7675726785816619854*(~z|~(x^y)) + 3735936685*((x&y)|~(y|~z)) + 7675726778344746484*(x|~y) + 3095290505812248593*~(~x&(y&z)), 3735936685*~x
18446744058765804876*(~y&~(x^z)) + 11207810055*(y^~(~x&(~y&z))) + 18446744066237678246*((x&z)^(x^(~y&z))) + 7471873370*((y&~z)^(~x|(y^z))) + 3735936685*(y^(~x|(y^z))) + 18446744069973614931*(~(x|~y)|~(y^z)) + 18446744066237678246*(z&(x|y)) + 7471873370*(y|(x&z)), 3735936685*~x
15738859866333079823*(~z&~(x^y)) + 2707884207376471793*(y^~(~x&(y^z))) + 13030975658956608030*((x&z)^~(x^(y&z))) + 8123652625865352064*~x + 15738859866333079823*~(x&(y|z)) + 5415768414752943586*(x^(y^z)) + 10323091451580136237*(~(x|~y)|(x^(y^z))) + 2707884207376471793*(x|z), 3735936685*~x
3735936685*((x&y)^(y|z)) + 3735936685*(~(x^y)&~(x^z)) + 18446744069973614931*(x&z), 3735936685*~x
7471873370*~(x|(y|z)) + 18446744066237678246*(y^~(~x&(~y&z))) + 3735936685*(y^(x|(~y|z))) + 7550509943965456135*((x^y)&(x^z)) + 10896234129744095481*(~x&(~y|z)) + 3735936685*((y&~z)^(~x|(y^z))) + 10896234133480032166*((x|y)&~(y^z)) + 7550509940229519450*((x&y)^(x^(~y|z))), 3735936685*~x
5157974413450007839*((x&y)^~(x^(~y|z))) + 5157974417185944524*(z^(x|(~y&z))) + 18446744069973614931*(y^~(~x&(~y|z))) + 13288769660259543777*(y^(x|~z)) + 5157974417185944524*((x|~y)&~(y^z)) + 13288769652787670407*~(~x|(~y&z)) + 5157974413450007839*z + 13288769663995480462*(x|(y|z)), 3735936685*~x
3735936685*(~x&(~y&z)) + 18446744066237678246*(~y&(x^z)) + 3735936685*(y^~(~x&(y&z))) + 3735936685*(~(x|y)|(x^(y^z))) + 18446744069973614931*(z^(~x&(~y|z))), 3735936685*~x
7471873370*(~y&(x^z)) + 14943746740*(y^~(~x&(y^z))) + 18446744069973614931*((x|y)&(y^z)) + 18446744069973614931*~y + 18446744066237678246*(y^(x|~z)) + 18446744069973614931*(x&(~y|z)) + 18446744066237678246*~(~x&(~y|z)) + 11207810055*((y&z)|(x&(y|z))), 3735936685*~x
3869217985982359501*(~x&(y^z)) + 11008090056302872367*~(x&(~y|z)) + 7438654021142615934*(y^(x&z)) + 11008090052566935682*(z^~(~x|(~y&z))) + 14877308038549295183*~(x^(y|z)) + 11008090052566935682*((x&z)|(y&~z)) + 3569436035160256433*(z^~(x|(~y&z))) + 7438654021142615934*~(y&~z), 3735936685*~x
14730362059803741747*(y&~z) + 3716382017641746554*((x&y)^~(x^(~y|z))) + 14730362059803741747*~y + 14730362048595931692*(y^(~x|(~y|z))) + 3716382021377683239*(z^~(~x&(y|z))) + 14730362056067805062*((y&~z)^(~x|(y^z))) + 11013980034690121823*(y&~(x^z)) + 7432764039019429793*(z^~(x|(~y&z))), 3735936685*~x
1023361225794606330*(y^(x|(~y|z))) + 17935063460812248451*((x&z)^(x^(~y&z))) + 17935063464548185136*~x + 17935063460812248451*((x|y)&(x^(y^z))) + 511680612897303165*(x&y) + 17935063460812248451*((x&z)|~(y|z)) + 511680612897303165*((x|y)&~(y^z)), 3735936685*~x
2241562011*(z^(x|(y&z))) + 4483124022*(y^(x|(~y|z))) + 18446744066237678246*((x&~y)|(y^z)) + 5230311359*(~(x|~y)|(y^z)) + 2241562011*((x|y)&(x^(y^z))) + 18446744072962364279*(z^~(x|(~y&z))) + 18446744072215176942*((x&y)^(x^(y&z))), 3735936685*~x
3735936685*(~(x|~y)|~(x^(y^z))) + 3735936685*(z&~(x&~y)) + 18446744069973614931*((y&z)|(x&(y|z))), 3735936685*~x
18446744069973614931*(x&~z) + 3735936685*(~x|(y^z)) + 3735936685*((x&y)|~(y|z)) + 18446744069973614931*~(x^(y|z)), 3735936685*~x
18446744066237678246*(z^(x|(~y&z))) + 18446744058765804876*(x&(y&z)) + 3735936685*(y^(~x&(~y|z))) + 11207810055*((x|y)&~(y^z)) + 18446744069973614931*~(y&~z) + 3735936685*(z|~(x^y)), 3735936685*~x
14943746740*(z^(~x|(y|z))) + 14943746740*(~y&(x^z)) + 18446744055029868191*(~(x&~y)&(y^z)) + 7471873370*(z^(~x|(y&z))) + 18446744069973614931*(~(x&~y)&~(x^(y^z))) + 18446744066237678246*(x|~y) + 18446744066237678246*~(y^z) + 14943746740*(y^(~x&(y^z))), 3735936685*~x
