# 49374 + 3735936685*x
5172858198*((((x&y)^(y|~z))&~t)|((~(x^y)&(x^z))&t)) + 6322365784*(((y|z)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4310715165*((((y&z)^~(x&(y^z)))&~t)|((y^(x|z))&t)) + 18446744070548344037*((~(x&~x)&~t)|((y^(~x|(~y|z)))&t)) + 18446744059915263088*(((x^(~y|z))&~t)|(((x&~y)|(y^z))&t)) + 18446744063938613700*((((x|~y)&~(y^z))&~t)|(((x^y)&(x^z))&t)) + 5172858198*((((x&~y)|~(y^z))&~t)|((y&~(x&z))&t)) + 18446744071123122517*((((x&z)^~(y&~z))&~t)|((~x|(~y&z))&t)) + 14369067008*(((x^(~y|z))&~t)|(~(~x|(y^z))&t)) + 18446744073422187063*(((x|y)&~t)|((~(x&~y)&(x^(y^z)))&t)) + 18446744066812407352*(((z^~(~x&(y&z)))&~t)|(~(x^y)&t)) + 18446744063076421293*((((x&y)^(x^(y&z)))&~t)|((x^(~y&z))&t)) + 18446744068249279491*(((~z|~(x^y))&~t)|((y^(x&~z))&t)) + 18446744058478341575*(((~(x&~y)&~(x^(y^z)))&~t)|((y^(x&(y^z)))&t)) + 6322365784*((((y&z)^~(~x&(y^z)))&~t)|((~x|(~y|z))&t)) + 21553575825*((((x&y)|~(y^z))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
11477974094210086711*(((~z|(x^y))&~t)|((~(x^y)&(x^z))&t)) + 17216961135711274413*((~x&~t)|((x&~y)&t)) + 10248191145004147575*(((x|~z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 409927644754113506*(((y|(x^z))&~t)|((y^(x|(y|z)))&t)) + 10248191159947795567*(((x|~z)&~t)|(~(y&z)&t)) + 9838263507721858065*(((z^~(~x|(~y&z)))&~t)|((z^(x|~y))&t)) + 17626888780465387919*(~x|(y^(~z|t))) + 6148914693727125204*(((z^(x|(~y|z)))&~t)|((x&y)&t)) + 2869493524486505849*((~(~x&(y^z))&~t)|(((x&z)|(y&~z))&t)) + 4919131748257073379*(((~(x^y)|(x^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 15167322904468932261*(((z|~(x|y))&~t)|((z^~(~x|(y&z)))&t)) + 11068046445720036520*(((x&(y^z))&~t)|(~(x&~y)&t)) + 12297829391190137719*(((z&~(x^y))&~t)|(((x&y)^(x^(y&z)))&t)) + 6148914693727125204*((((y&~z)^(~x|(y^z)))&~t)|(~(y&~z)&t)) + 6558842334745351399*(((y^(x&z))&~t)|((x|z)&t)) + 8608480562251806240*(((y^(~x|(y|z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
7378697599596495038*(((x^y)&~t)|((z^(x|(~y|z)))&t)) + 7378697629483791022*(((~z|(x^y))&~t)|((z^(x|(y&z)))&t)) + 11068046462905345271*((x&~t)|((x&(y^z))&t)) + 18446744055029966939*(((z^~(x&(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 3689348818477807509*((((x&z)^(x^(y&z)))&~t)|(((x&y)^(y|~z))&t)) + 3689348852101089552*((~(x&~y)&~t)|((z^(x&(~y|z)))&t)) + 3689348811005983513*(((y&~(x&z))&~t)|((z^(x&y))&t)) + 11068046444225711220*(((z|~(x|y))&~t)|((~y|(x^z))&t)) + 14757395240288046741*(((x|(~y|z))&~t)|((y&~(x^z))&t)) + 7471823996*((~(x|z)&~t)|((y&(x|~z))&t)) + 29887345358*(((y^(x|~z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 11068046421810239232*(((y|~(x|z))&~t)|((x^(~y&z))&t)) + 11068046462905295897*((((x&~y)|(x^(y^z)))&~t)|((z^~(x&(~y|z)))&t)) + 3689348840893328871*(((y^(x&z))&~t)|((x|~y)&t)) + 7378697614540143030*(((y^(~x&(~y|z)))&~t)|(z&t)) + 7378697607068319034*(((z^(x&y))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
16647061723232536216*(((~(x&~y)&~(x^(y^z)))&~t)|((~z&(x^y))&t)) + 3599364693482108056*(((y&~(x^z))&~t)|(~(x|(y^z))&t)) + 4049285281101435967*(((y^(x|(~y&z)))&~t)|((y^~(~x|(~y&z)))&t)) + 4049285288573259963*(((~y|(x^z))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 11248014675537476075*(((y^~(~x&(~y|z)))&~t)|((~x&(y|z))&t)) + 14847379376491457501*(((z|~(x|~y))&~t)|((z^(x&(y|z)))&t)) + 2699523521979537041*(((y^(~x|(~y|z)))&~t)|((~z|(x^y))&t)) + 14397458792608165023*(((x^(y^z))&~t)|((z^~(~x|(~y&z)))&t)) + 7198729394436138856*((~(x|(~y&z))&~t)|((y^~(x|(y^z)))&t)) + 1799682350476966026*(((z^(x|(y|z)))&~t)|((y^(~x&(~y|z)))&t)) + 17096982314587702064*(((x|(y|z))&~t)|(~(x^(~y|z))&t)) + 10348173500299017749*(((y^~(x|~z))&~t)|(((x&y)|~(y|~z))&t)) + 17546902898471043916*((~(x|(~y|z))&~t)|(~(y^z)&t)) + 6298888219197581782*(((~x|(~y&z))&~t)|((y^(x&~z))&t)) + 2699523525715523100*((((x&z)|(y&~z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 10798094095390120282*(((y^(x&(y^z)))&~t)|(((x&y)^(x^(y&z)))&t)), 49374 + 3735936685*x
7350426756710374558*(((z|(x&~y))&~t)|((y^(x|(y&z)))&t)) + 14630176338959130700*(((y&(x|~z))&~t)|((y^~(~x&(y^z)))&t)) + 1413543612519957641*(((z^~(x|(y&z)))&~t)|((y^(x|(y|z)))&t)) + 16185074300402325173*(((y&(x|~z))&~t)|((y^(~x|(~y|z)))&t)) + 10036159614147172087*(((z&(x|~y))&~t)|((y^z)&t)) + 9753450890148746636*(((y^~(x&(y&z)))&~t)|(((y&~z)|~(x|(~y&z)))&t)) + 6148914686255251834*(((y^(x|(y&z)))&~t)|(~(x&(y|z))&t)) + 9824128064610414426*(((y^~(x|~z))&~t)|((x^y)&t)) + 11308348855327976542*(((y|~(x|z))&~t)|(~(x^(y&z))&t)) + 14418144789422373039*((((x&~y)|~(y^z))&~t)|((z^~(x|~y))&t)) + 12933924009912719726*(((x&~z)&~t)|((y^(x&~z))&t)) + 2473701311636025927*(((z&(x^y))&~t)|((y&(x|z))&t)) + 14276790436763100774*((~(x^(~y|z))&~t)|(~(x&(y^z))&t)) + 10460222694540806488*(((z^~(~x|(y&z)))&~t)|((z^~(x|y))&t)) + 9470742166150370559*((z&~t)|(((x&~y)|~(y^z))&t)) + 16891846108530272336*(((z^~(~x|(~y&z)))&~t)|(((y&z)|(x&(y|z)))&t)), 49374 + 3735936685*x
6073375202919249566*((~(~x|(y&z))&~t)|((y^z)&t)) + 9427328662036044968*((((x&~y)|(y^z))&~t)|(((x^y)&(x^z))&t)) + 13053224306740915591*((((x|~y)&~(y^z))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 9699270840152246819*(((y^~(x|(y^z)))&~t)|((x^(y&z))&t)) + 2492803256435031136*((((x|~y)&~(x^(y^z)))&~t)|((y^~(~x&(y&z)))&t)) + 1087768701256849227*(((x&(~y|z))&~t)|((x&(y&z))&t)) + 11829484522029870466*((~(~x|(y&z))&~t)|((y^~(x&(~y|z)))&t)) + 18310772986519419033*(((~y|~(x^z))&~t)|(~(x^y)&t)) + 17812212339715526953*(((y^~(x&(~y&z)))&~t)|(~(~x&(y|z))&t)) + 4079132593288061136*((((x^y)|~(x^z))&~t)|(((x&~y)|(x^(y^z)))&t)) + 8112941495827392823*(((x&(~y&z))&~t)|((y^(x&~z))&t)) + 12373368878262175420*(((x|y)&~t)|((z^(x&~y))&t)) + 1994242602159265686*(((x^(~y|z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 1450358260870658098*(((z^(x|y))&~t)|(~(x&(y^z))&t)) + 6345317369827690736*(((y^~(x&z))&~t)|((z|(x^y))&t)) + 8838120622526735813*((~(~x|(y^z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
18446744072428637878*(((x&(y&z))&~t)|((~z&~(x^y))&t)) + 320166717*(((y|~(x|z))&~t)|((~x&(y^z))&t)) + 4056152776*(((z^(~x&(~y|z)))&~t)|((z^(x|y))&t)) + 18446744072428736626*(((y|~z)&~t)|((~(x&y)&(y^z))&t)) + 2881994193*(((y^(~x|(~y&z)))&~t)|(~(x|~z)&t)) + 18446744073175825215*((((y&~z)^(x|(y^z)))&~t)|(~x&t)) + 18446744072642148188*(((y^(x|(~y&z)))&~t)|((x^(~y|z))&t)) + 2348317166*(((~(x&~y)&(x^(y^z)))&~t)|((y^(x&z))&t)) + 18446744070400536803*((~(x&(y|z))&~t)|(~(x&(y&z))&t)) + 2241562011*(((y&~(x&~z))&~t)|(((x&y)|~(y|z))&t)) + 18446744072108421787*(((x|z)&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 3415671220*(((y|(x&~z))&~t)|((z&(x|~y))&t)) + 18446744066878159802*(((~x|(y&z))&~t)|((z&~(x&~y))&t)) + 3949446995*(((z^(x&(~y|z)))&~t)|((~(x^y)|(x^z))&t)) + 4162858557*((~(x&(y|z))&~t)|((z&(x|y))&t)) + 18446744072108421787*((x|z)&t), 49374 + 3735936685*x
7849678331447843411*((~z&~t)|((z^(x|(y&z)))&t)) + 16091840578085849074*(((x|(y^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 6672226578405730155*((((x&z)^~(x^(y&z)))&~t)|((y^~(~x|(y^z)))&t)) + 10597065746744782853*((((x&z)^(y|z))&~t)|((~x&(~y|z))&t)) + 10989549654463022361*(((y^(x&z))&~t)|(~x&t)) + 8634646160333645119*((z&~t)|((~(x|~y)|~(x^(y^z)))&t)) + 7064710499573292355*(((~x&(y&z))&~t)|((y^(x|(y^z)))&t)) + 784967833368975104*(((y&(x|z))&~t)|((y^~(~x&(y&z)))&t)) + 3139871328245490309*(((z^(~x|(y|z)))&~t)|((~x|(y^z))&t)) + 13344453156811410936*(((z^(~x|(y&z)))&~t)|((y^~(x&z))&t)) + 2354903501601201238*(((x|~z)&~t)|((z^~(x&(y|z)))&t)) + 13344453157558598273*((((y&z)|(~x&(y|z)))&~t)|(x&t)) + 392483915190112878*(((~z&(x^y))&~t)|((y^~(x&(y&z)))&t)) + 3924839169086289409*(((y^(x&(y^z)))&~t)|((y|~(x|z))&t)) + 10204581824829983942*(((z^~(x&(y&z)))&~t)|((~x|(~y|z))&t)) + 11774517499786945483*(((z^~(x&~y))&~t)|(~(x&~x)&t)), 49374 + 3735936685*x
29887542854*(((~x&(y&z))&~t)|(~(~x|(y|z))&t)) + 3628867677934601990*((((y&z)|(~x&(y|z)))&~t)|(~(x|z)&t)) + 12398631252245587692*((~(~x|(y&z))&~t)|((y^(x|(y|z)))&t)) + 4838490245963321585*(((z|~(x^y))&~t)|((y^(x|(y|z)))&t)) + 3931273335819537487*(((~y|~(x^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 18446744062501741561*(((z|~(x|y))&~t)|(((x|y)&(x^(y^z)))&t)) + 6652924088666559265*((~(x&(~y&z))&~t)|((z^~(x&(y&z)))&t)) + 6652924103610355379*(((x&(y|z))&~t)|((x^(~y&z))&t)) + 5140895896376383712*(((y^(x&~z))&~t)|((~y|~(x^z))&t)) + 3931273339555474172*((~(x^z)&~t)|((y&(x|z))&t)) + 14213065113628558171*(((z^(x|(y&z)))&~t)|((z&~(x&~y))&t)) + 6048112799048294440*(((y^(x|~z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 13608253809066497232*((~(x^(y&z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 16329904614216731348*(((y^~(x&(y&z)))&~t)|((~x|(y&z))&t)) + 9072169198572441660*(((x&(~y|z))&~t)|((y|(x^z))&t)) + 10584197420750160067*(((z^(x&y))&~t)|((x|y)&t)), 49374 + 3735936685*x
18679683425*(((~x&(~y|z))&~t)|((~z&~(x^y))&t)) + 97134501932*(((y^~(~x&(y|z)))&~t)|((x&~z)&t)) + 145701777585*((~(~x|(y|z))&~t)|((~y&(x^z))&t)) + 18446743644076141605*(((~y|(x^z))&~t)|((x&~y)&t)) + 287667569111*((((x^y)&~(x^z))&~t)|(~(y|~z)&t)) + 18446744025142275963*(((z^(x&y))&~t)|(((x^y)&(x^z))&t)) + 18446743931743710716*(((y^~(~x|(~y&z)))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 455785016180*(((~(x^y)|(x^z))&~t)|((x&(~y|z))&t)) + 18446743980310986369*(((y^~(x&(~y&z)))&~t)|(~(x^z)&t)) + 18446743677699621144*((((x|y)&~(y^z))&~t)|(x&t)) + 339970830823*(((z^(x|(~y&z)))&~t)|((x|~z)&t)) + 130757932097*((~(~x|(~y&z))&~t)|((x|~z)&t)) + 18446743733738770167*(((y&(x|~z))&~t)|(~(~x&(y&z))&t)) + 18446744017670402593*((((x&~y)|(y^z))&~t)|(~(y&~z)&t)) + 18446744025142275963*(((z^(x|~y))&~t)|((z|(x^y))&t)) + 153173650955*(((z|~(x|~y))&~t)|((x|(y|z))&t)), 49374 + 3735936685*x
18446744064539489299*(((y^~(x&z))&~t)|((z^(~x|(~y|z)))&t)) + 18446744064199881134*(((x^z)&~t)|(~(x|(y&z))&t)) + 16981543852*((~(x^(~y|z))&~t)|(((x|y)&(y^z))&t)) + 18446744058765804876*(((~(x&y)&(y^z))&~t)|(~(x|(~y&z))&t)) + 18000417721*((((x|y)&(y^z))&~t)|(((x&y)^(y|~z))&t)) + 12566341463*(((z^~(~x|(~y&z)))&~t)|((x^y)&t)) + 18446744073369943451*((~(~x&(y|z))&~t)|((x^y)&t)) + 18446744071332146339*(((y^(x|~z))&~t)|((~x|(y^z))&t)) + 7471873370*(((~y|~(x^z))&~t)|((y^~(x&(~y|z)))&t)) + 9170062317*(((y^(~x&(y^z)))&~t)|((x&(y|z))&t)) + 3056720355*((((x^y)&~(x^z))&~t)|((y^(x&~z))&t)) + 16302278148*(((~x&(~y|z))&~t)|(~(x&~y)&t)) + 10188936186*(((y&(x|z))&~t)|(((x&y)^(x^(y&z)))&t)) + 18446744043142693684*(((y|(x&z))&~t)|((x|y)&t)) + 18446744067596160280*((~y&~t)|(z&t)) + 18446744067935817819*(((z^~(~x&(y|z)))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
12297829376246434867*(((~x|(y|z))&~t)|((x&~x)&t)) + 12297829383718275321*(((y^(x&~z))&~t)|(~(x|z)&t)) + 12297829379982470300*(((z^(x&y))&~t)|(~z&t)) + 18446744073709403494*(((y^~(x&(y|z)))&~t)|((y&~(x&z))&t)) + 71318*(((z^(~x&(~y|z)))&~t)|(((x&z)^~(y&~z))&t)) + 3735969601*(((x|(~y|z))&~t)|(~(x&(~y|z))&t)) + 18446744069973746595*(((z^~(x&y))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 18446744073709392522*((((x&z)|(y&~z))&~t)|((y^~(~x&(y&z)))&t)) + 6148914693727223952*(((y|(x&z))&~t)|((y^(x|(~y&z)))&t)) + 12297829379982459328*(((y^~(x|~z))&~t)|((y&~(x^z))&t)) + 12297829383718352125*((((x&z)|~(y|z))&~t)|((y^~(x|~z))&t)) + 7471983090*(((~(x^y)|~(x^z))&~t)|((x&(~y|z))&t)) + 18446744073709513214*(((z^~(x&~y))&~t)|(((y&~z)^(x|(y^z)))&t)) + 18446744073709436410*((~(x&~z)&~t)|((y^~(x&(y&z)))&t)) + 12297829383718346639*(((~z|(x^y))&~t)|(((x&y)|~(x^(y^z)))&t)) + 18446744069973554585*(((~y&~(x^z))&~t)|((z|(x^y))&t)), 49374 + 3735936685*x
14281350264111435262*(((z&~(x&y))&~t)|((~(x&~y)&(y^z))&t)) + 16066519024709738388*(((y^~(x|(y^z)))&~t)|((y^~(x&~z))&t)) + 16066519024709738388*(((~(x^y)|~(x^z))&~t)|((y&~(x&z))&t)) + 1190112520763969929*(((y^(x|(y^z)))&~t)|((x^z)&t)) + 14578878389632506888*(((y^(x&~z))&~t)|((x^y)&t)) + 7438203276256497369*(((y^(~x&(y^z)))&~t)|((z^(x&y))&t)) + 3570337543612176988*(((y^(x|(~y&z)))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 10413484557618770424*(((y^~(x|~z))&~t)|(~(x&(y&z))&t)) + 2082696912270980921*(((y^~(~x|(~y&z)))&~t)|((x&(y&z))&t)) + 16066519020973801703*(((z|(x&y))&~t)|((z&~(x^y))&t)) + 5950562626235519129*(((z^(~x|(y&z)))&~t)|((z^(~x&(~y|z)))&t)) + 10711012683139743302*(((y|~(x|z))&~t)|(~(x^(~y|z))&t)) + 15471462784875355817*(((x|(y^z))&~t)|((y^~(x|(y&z)))&t)) + 15768990895452730077*(((y&~(x&~z))&~t)|((z^~(x|y))&t)) + 1190112513292096559*((~(y|~z)&~t)|((y|z)&t)) + 6545618862333866267*((((x&y)^(x^(~y|z)))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*x
6707906917893883891*(((y|(x&z))&~t)|(~(x|z)&t)) + 5030930208034191606*(((y^~(~x|(y&z)))&~t)|((~z&(x^y))&t)) + 14254302226209209928*(((y^(x|(~y&z)))&~t)|((z^~(x&~y))&t)) + 4192441843764355629*(((y^(x|(y^z)))&~t)|(~(x|~y)&t)) + 17608255694496067647*(((y^~(x&(y^z)))&~t)|(~(x&(y|z))&t)) + 16769767333962217729*(((y|~(x|z))&~t)|((z^~(~x&(y|z)))&t)) + 3735936685*(((y^~(x&(y&z)))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 14254302267304562837*((((x&y)|(y^z))&~t)|(~(x&(y&z))&t)) + 3353953483230604459*(((y^~(~x|(y^z)))&~t)|((x&z)&t)) + 12577325516349369521*((((x|~y)&~(y^z))&~t)|((y^~(x&(y&z)))&t)) + 3353953464550871660*(((y^~(x&(y|z)))&~t)|((y&(x|z))&t)) + 838488379213483969*(((z^~(~x&(y&z)))&~t)|((y|(x&~z))&t)) + 4192441858708201117*((~(~x&(~y|z))&~t)|((~x|(y&z))&t)) + 1676976721067601088*(((~(x&y)&(x^(y^z)))&~t)|((y^~(x|(y&z)))&t)) + 4192441828820658263*(((~(x&~y)&~(y^z))&~t)|(((x&y)|~(x^(y^z)))&t)) + 6707906899214200466*((~(~x&(~y|z))&~t)|((z|(x^y))&t)), 49374 + 3735936685*x
541711362439*((~(x|y)&~t)|(~(y|z)&t)) + 48567226279*(((y^(x|(~y|z)))&~t)|((y^~(~x&(~y&z)))&t)) + 18446743984046972428*(((z^(~x&(~y|z)))&~t)|((y^~(~x&(y^z)))&t)) + 310083041099*(((x|(y&z))&~t)|(((x|y)&(y^z))&t)) + 18446743823401546851*(((y|(x^z))&~t)|(((x|~y)&(y^z))&t)) + 18446743741210841033*(((z^(x|(~y&z)))&~t)|(~(x&(y|z))&t)) + 18446743733738967663*(((z|(x&~y))&~t)|((z^(x&(y|z)))&t)) + 295139294359*((((x|y)&(x^(y^z)))&~t)|((~z|(x^y))&t)) + 18446743487166899583*(((z^~(x&y))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 18446744036350135392*(((y&(x|~z))&~t)|((~x|(y^z))&t)) + 541711362439*(((~(x^y)|(x^z))&~t)|(((x^y)|(x^z))&t)) + 18446743688907678069*(((y^(~x|(y^z)))&~t)|(((x|~y)&~(y^z))&t)) + 70982846389*((~x&~t)|(~(~x|(~y&z))&t)) + 545447299124*((((x|~y)&~(y^z))&~t)|((y^~(x&(~y|z)))&t)) + 18446743386296510340*(((y^~(x&(y^z)))&~t)|(~(x^(~y|z))&t)) + 459520656621*((((x&~y)|(y^z))&~t)|(z&t)), 49374 + 3735936685*x
5270498311684259926*(((y|~z)&~t)|((y^~(~x&(y^z)))&t)) + 15811494941777515185*(((z^~(x&y))&~t)|(~(x|(y^z))&t)) + 10540996609171911075*(((y|~(x^z))&~t)|((x^(y&z))&t)) + 2635249139403860427*(((~x&(y^z))&~t)|((y^(x&z))&t)) + 2635249154347755289*(((~(x^y)|(x^z))&~t)|(((x&y)^(y|z))&t)) + 2635249140898235101*(((x&(y|z))&~t)|((x&(y&z))&t)) + 13176245779210699189*((((x&y)^(x^(y&z)))&~t)|((z^(~x&(y|z)))&t)) + 2635249163314052707*((((x&y)^~(x^(y&z)))&~t)|((z&(x|~y))&t)) + 18446744049799408710*((((x^y)|~(x^z))&~t)|((y^(~x|(y^z)))&t)) + 18446744061754455476*(((z^~(~x&(~y|z)))&~t)|((~y|~(x^z))&t)) + 13176245800879230710*(((z&(x^y))&~t)|((x|(~y&z))&t)) + 13176245783693872585*(((y^~(x|~z))&~t)|(((x^y)|~(x^z))&t)) + 10540996601699988331*(((y&~(x&~z))&~t)|((x|(y&z))&t)) + 15811494935052878526*((~(x|z)&~t)|(~(x&~z)&t)) + 15811494918614608990*((((x&z)^~(x^(y&z)))&~t)|((z|(x^y))&t)) + 5270498284785318298*((~(x|(y|z))&~t)|((~x|(~y|z))&t)), 49374 + 3735936685*x
12351298202009194605*(((z^~(x|~y))&~t)|(~(y|z)&t)) + 16682272887050177433*((((x|~y)&~(x^(y^z)))&~t)|(~(~x|(~y|z))&t)) + 7859917043415935080*((~(x&(~y|z))&~t)|((z^(x|(y|z)))&t)) + 16040647015256740129*(((z^(x|(y|z)))&~t)|(~(x|(y^z))&t)) + 6416258792653304236*(((z^(x&~y))&~t)|(((x&y)^(y|~z))&t)) + 6095445879172230381*(((~y|~(x^z))&~t)|((z^~(~x&(y&z)))&t)) + 13634549971747675382*(((y^(x|z))&~t)|((y^(x|(~y&z)))&t)) + 9143168805682542487*(((~z|~(x^y))&~t)|((z^(~x|(~y&z)))&t)) + 3368535873614865500*((~(x^y)&~t)|((~z|~(x^y))&t)) + 11228452909558927210*(((z^(~x|(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 2085284107612321408*((((x^y)&(x^z))&~t)|((z^(x&~y))&t)) + 17484305258547497603*(((x|(~y|z))&~t)|((~(x|y)|~(y^z))&t)) + 11549265856663480604*(((~z&~(x^y))&~t)|(((x&y)^(x^(y&z)))&t)) + 11388859386847140592*(((~(x&~y)&~(y^z))&~t)|((y^~(~x|(y&z)))&t)) + 15880240541704463432*(((z^~(x|(~y&z)))&~t)|((z|~(x|~y))&t)) + 10105607632052406555*(((x|(y&z))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
74718733700*(((y^(~x|(y&z)))&~t)|((x&~z)&t)) + 18446743789778116686*(((z^(x&~y))&~t)|((x&~z)&t)) + 37359416224*(((~x|(~y&z))&~t)|((~x&(y^z))&t)) + 18446744021406388652*((((x&y)^~(x^(y&z)))&~t)|((z^(x|y))&t)) + 362386154689*(((z&~(x^y))&~t)|(~(~x|(y&z))&t)) + 123286009353*(((~x|(y^z))&~t)|((y&(x^z))&t)) + 18446743789778166060*(((y^(~x|(y&z)))&~t)|((x^(y&z))&t)) + 97134403184*(((x^(y&z))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 67246909704*(((~(x^y)&~(x^z))&~t)|((x&z)&t)) + 18446743950423542263*((((x&z)^~(x^(y&z)))&~t)|((x&(y|z))&t)) + 11207810055*((~(x^(~y&z))&~t)|(~(~x&(~y|z))&t)) + 18446744058765804876*(((x&(y|z))&~t)|((~(x^y)|~(x^z))&t)) + 130757882723*((((y&z)^~(x&(y^z)))&~t)|((y|(x&~z))&t)) + 44831289594*(((x&~z)&~t)|((~(x^y)|(x^z))&t)) + 18446743946687556204*(((z^(~x&(y|z)))&~t)|(~(x&~z)&t)) + 14943746740*(((z^~(~x&(y|z)))&~t)|((y|z)&t)), 49374 + 3735936685*x
1676976766918011421*(((z&~(x&~y))&~t)|((z^~(~x&(~y&z)))&t)) + 1676976759446088677*(((y|z)&~t)|((x&(~y&z))&t)) + 13415813832730899305*((((x&z)|~(y|z))&~t)|((y&(x^z))&t)) + 8384883595488331801*(((~(x&y)&~(x^(y^z)))&~t)|((z^(x&(y|z)))&t)) + 1676976785597842968*((((x&y)|~(y|z))&~t)|(~(x&y)&t)) + 5030930222298771390*((((x^y)|~(x^z))&~t)|((~y|(x^z))&t)) + 13415813881298520576*((~(x&~x)&~t)|((~(x^y)&~(x^z))&t)) + 6707906910761519938*(((y&(x|z))&~t)|(((x|y)&(x^(y^z)))&t)) + 13415813970961642878*((((x|y)&~(x^(y^z)))&~t)|((x&y)&t)) + 16769767347887139974*(((y^(~x|(y^z)))&~t)|(~(x^y)&t)) + 5030930218562834705*((((x&y)^(x^(y&z)))&~t)|((y^(~x&(~y|z)))&t)) + 6707906918233442682*((~(x^(y^z))&~t)|((x&(y|z))&t)) + 13415813840202871423*(((z^(x&(y|z)))&~t)|((x|~z)&t)) + 8384883573072464821*(((x|(y|z))&~t)|((~y|~(x^z))&t)) + 8384883658999699812*(((z^~(~x&(y&z)))&~t)|((y^~(x|(y&z)))&t)) + 52303508582*((~(x&y)&~t)|((z|(x^y))&t)), 49374 + 3735936685*x
11738837134758430901*(((~(x|~y)|~(x^(y^z)))&~t)|(~(y|z)&t)) + 5030930203279381052*((((x^y)&~(x^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 17328759586997678317*(((x&(y&z))&~t)|((y^~(x&(y^z)))&t)) + 15372286726846005472*((~x&~t)|((~(x&~y)&(y^z))&t)) + 11738837142230452393*((~(x|z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 15651782847589903221*(((~(x|y)|(y^z))&~t)|(~(y|~z)&t)) + 12018333259238413457*((((x|~y)&(y^z))&~t)|((y^(~x|(y|z)))&t)) + 10061860406558663356*(((z^(x|(~y|z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 13974806115654100243*((~(x^z)&~t)|(((x^y)|(x^z))&t)) + 12577325500726307703*((((x|~y)&~(y^z))&~t)|((z^~(x&(y&z)))&t)) + 5589922452239247416*(((y^~(x&~z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 3074457350599581577*(((x|y)&~t)|((x&(~y|z))&t)) + 2794961222383563588*((((x^y)|(x^z))&~t)|((x|(y^z))&t)) + 8384883670886874319*(((x|(y|z))&~t)|((y^~(x|z))&t)) + 8943875912374817939*(((y&~z)&~t)|(z&t)) + 13974806115654149617*(((~x|(y^z))&~t)|((z|(x&~y))&t)), 49374 + 3735936685*x
7939105047313307580*(((y^~(~x&(y&z)))&~t)|((~z&(x^y))&t)) + 5448405419572318767*(((z^(~x&(y|z)))&~t)|((~z&(x^y))&t)) + 13854516653391439476*((((y&~z)|~(~x|(~y&z)))&~t)|((z^~(x&(~y&z)))&t)) + 17590566078191281674*(((y^(x&(~y|z)))&~t)|((y^(x|(~y|z)))&t)) + 15255535179285547446*((~(~x|(~y&z))&~t)|((y^(~x|(~y|z)))&t)) + 18213240982324588707*((~(x|(~y|z))&~t)|((y^~(~x|(~y&z)))&t)) + 3191208886952130800*(((~x|(y&z))&~t)|((y^~(~x|(y^z)))&t)) + 12219995021168671231*(((x|(~y&z))&~t)|((z^(x&(~y|z)))&t)) + 4592227424054048825*((~(y&z)&~t)|(~(x^(y^z))&t)) + 15878210083418854479*(((y^~(~x|(~y&z)))&~t)|((~(x^y)&~(x^z))&t)) + 14788529007723431683*(((y|(x&z))&~t)|((y^~(x&z))&t)) + 6226749052540880385*((((x&z)^(x^(~y&z)))&~t)|((~(x|y)|(x^(y^z)))&t)) + 1323184174552209701*(((x&z)&~t)|((z^~(x&(~y|z)))&t)) + 14399357191239150874*(((x^y)&~t)|(((x&z)^(x^(y&z)))&t)) + 13465344833171221982*((((y&z)^~(x&(y^z)))&~t)|(((x&y)|~(x^(y^z)))&t)) + 7705601955928344671*((~(~x&(y&z))&~t)|((z|~(x^y))&t)), 49374 + 3735936685*x
