# 3735936685*~x
16689911286994657724*((((x^y)&~(x^z))&~t)|((y^~(x&(y^z)))&t)) + 15811494930996577628*((((x&y)^(y|~z))&~t)|((~(x&~y)&(y^z))&t)) + 14933078530167257312*(((y^(~x|(y&z)))&~t)|(((x^y)&~(x^z))&t)) + 13176245769603920215*(((z^(x|y))&~t)|(~(~x|(y&z))&t)) + 18446744062501741561*(((z^(x|(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 4392081940635677935*(((y^(~x|(y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 14933078530167257312*((~(x|~z)&~t)|((y^(x|(~y|z)))&t)) + 4392081940635677935*((((x|y)&(y^z))&~t)|(~(y&z)&t)) + 10540996623155009542*(((x^(~y&z))&~t)|((~(x&y)&~(y^z))&t)) + 6148914697463078347*(((y^(x|(y|z)))&~t)|(~(x|~z)&t)) + 9662580211117879171*(((y^(x|(~y|z)))&~t)|(((x^y)|(x^z))&t)) + 7905747454290478759*((y&~z)|x) + 4392081918220057825*((((x&~y)|~(x^(y^z)))&~t)|(~(y^z)&t)) + 14054662140545747051*(((x|z)&~t)|(~(x&~y)&t)) + 6148914704934951717*(((y^~(~x&(y|z)))&~t)|((y|(x^z))&t)) + 4392081929427867880*(((x^(~y&z))&~t)|((z|~(x|y))&t)), 3735936685*~x
18446744063996116235*(((z&~(x^y))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 4483124022*((((y&z)^~(x&(y^z)))&~t)|((y^(~x|(y|z)))&t)) + 6724686033*((~(x|y)&~t)|(((x|~y)&(y^z))&t)) + 2241562011*((~(x|(y^z))&~t)|((y^(~x|(~y|z)))&t)) + 7471873370*((((x&z)^(x^(y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 18446744066984865583*((((x&y)|~(y|z))&~t)|((z&(x^y))&t)) + 6724686033*(((~y|~(x^z))&~t)|((y^(x&z))&t)) + 18446744066237678246*(((z|(x&~y))&~t)|((~x|(y^z))&t)) + 5977498696*(((z^(x&~y))&~t)|((z^(~x|(~y&z)))&t)) + 18446744069226427594*(((~x|(y^z))&~t)|(~(x^y)&t)) + 18446744063248928898*(((z^(~x|(~y|z)))&~t)|((y^~(x|~z))&t)) + 1494374674*(((y^(~x|(y|z)))&~t)|((y^(~x&(~y|z)))&t)) + 3735936685*(((z^(~x&(y|z)))&~t)|((y^(~x&(~y|z)))&t)) + 3735936685*(((z^(~x|(y|z)))&~t)|((y|(x&z))&t)), 3735936685*~x
12297829383718346639*((~(x&(y^z))&~t)|((x&~x)&t)) + 6148914689991204977*((~(x&(y&z))&~t)|((z^(~x|(~y|z)))&t)) + 6148914693727141662*(((z^~(x&(~y|z)))&~t)|((~y&(x^z))&t)) + 18446744069973614931*(((x&~z)&~t)|((x&(y^z))&t)) + 12297829383718346639*(((z^(x|y))&~t)|((y^~(~x|(~y&z)))&t)) + 12297829383718346639*((((x^y)|(x^z))&~t)|((x^z)&t)) + 6148914686255268292*(((y&~(x^z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 12297829383718346639*(((y^(~x|(y^z)))&~t)|((z^(~x&(~y|z)))&t)) + 18446744069973614931*((~(~x&(y^z))&~t)|(((x&z)|(y&~z))&t)) + 6148914693727141662*((~(y^z)&~t)|(((x&y)|(y^z))&t)) + 3735936685*(((y&~z)&~t)|((~(x^y)|~(x^z))&t)) + 12297829383718346639*(((~(x&~y)&~(y^z))&~t)|((~(x|~y)|(x^(y^z)))&t)) + 6148914693727141662*(((z^~(~x&(~y|z)))&~t)|(((y&z)|(x&(y|z)))&t)) + 12297829379982409954*(((~(x&~y)&(y^z))&~t)|((z|(x&y))&t)), 3735936685*~x
14933078535397568671*((((x&y)^(x^(y&z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 15811494922777516921*(((x&(~y&z))&~t)|((y^(~x|(y&z)))&t)) + 16689911304179966475*(((z^~(~x&(y&z)))&~t)|(((x|y)&(y^z))&t)) + 16689911303432779138*(((~(x&~y)&~(y^z))&~t)|((y^(~x|(~y|z)))&t)) + 7027331074382403879*(((z|~(x|~y))&~t)|((y^~(~x|(~y&z)))&t)) + 1756832768035210467*(((y^~(x&(~y|z)))&~t)|((y^~(~x|(y^z)))&t)) + 6148914687749642966*(((y&~z)&~t)|(~(x|~z)&t)) + 6148914695221516336*((~(x&(y^z))&~t)|(((x&z)^(y|z))&t)) + 5270498310830317434*((((y&~z)|~(x|(~y&z)))&~t)|((y^(x|(~y&z)))&t)) + 1756832771023959815*((~z&~t)|((y^~(x&z))&t)) + 7027331073635216542*(((x|(y|z))&~t)|((z^~(x&(~y|z)))&t)) + 17568327687823978040*(((~(x|~y)|~(y^z))&~t)|((y^(~x|(y^z)))&t)) + 14933078539880692693*(((z|~(x|~y))&~t)|((z^~(x|y))&t)) + 14933078536891943345*(((z&(x|y))&~t)|((y^(x&(y^z)))&t)) + 9662580227556000585*((~(x^(~y|z))&~t)|(((y&z)|(x&(y|z)))&t)) + 7905747458026415444*(((~(x&y)&~(x^(y^z)))&~t)|((z|(x&~y))&t)), 3735936685*~x
4554751618341402680*(((y^~(x&(~y&z)))&~t)|(~(~x|(y|z))&t)) + 16624843431603301903*((~(x|(~y&z))&~t)|(~z&t)) + 2960588554163473753*(((y&(x|~z))&~t)|(~(~x|(y&z))&t)) + 5921177108326947506*(((x^(y^z))&~t)|((z^~(x&(~y&z)))&t)) + 16624843424131428533*(((z^~(~x|(~y&z)))&~t)|(((x|y)&~(x^(y^z)))&t)) + 6832127438719914075*(((x^(y^z))&~t)|((x^(y&z))&t)) + 11159141479132995969*(((x^(~y|z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 15713893101210335334*(((z|~(x|~y))&~t)|(~(x^y)&t)) + 4782489211213470206*(((y^(x|(~y|z)))&~t)|((x&(~y|z))&t)) + 2049638223770507184*(((y^(x&(y|z)))&~t)|(x&t)) + 5465701941262495879*((~(x&(~y&z))&~t)|((x|~z)&t)) + 2732850976235152967*((((x&y)^(x^(~y|z)))&~t)|((z^~(x|(~y&z)))&t)) + 12753304539574988211*(((z^(~x|(y&z)))&~t)|((y|~z)&t)) + 11159141479132995969*(((z^~(x&(y&z)))&~t)|((y|~z)&t)) + 4554751622077339365*(((y^~(x|(y^z)))&~t)|((y^~(~x|(y&z)))&t)) + 3416063721227925380*(((y^(x&z))&~t)|(~(~x&(~y&z))&t)), 3735936685*~x
5614226481743186989*((~(x&(y^z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 7218291199885658078*(((y^z)&~t)|((y^(x|(y|z)))&t)) + 13634549863243088074*(((z^~(x|y))&~t)|((y^z)&t)) + 4010161647786678665*(((y&(x|z))&~t)|(((x^y)&(x^z))&t)) + 7218291188677848023*(((y^(~x|(~y&z)))&~t)|((z^~(~x&(y|z)))&t)) + 4812193986310262442*((~(x^(~y|z))&~t)|((~(x&y)&~(x^(y^z)))&t)) + 13634549960377441884*((~(x&z)&~t)|(~(x^(~y&z))&t)) + 115814037235*(((y^(x&~z))&~t)|((y^(x|(~y&z)))&t)) + 12030485264650590905*((~(y&z)&~t)|((z^(x&y))&t)) + 4812194206730526857*(((z|(x&y))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 8020323639279532350*(((~(x^y)&~(x^z))&~t)|(((x|~y)&~(y^z))&t)) + 48567176905*(((y^(~x&(y^z)))&~t)|((y&~(x^z))&t)) + 13634549900602454924*(((~(x|y)|~(y^z))&~t)|((~(x|y)|(x^(y^z)))&t)) + 6416258704452733531*(((y^~(x|~z))&~t)|((x|(~y&z))&t)) + 3208129342886525053*(((~x&(~y&z))&~t)|(~(x&(y^z))&t)) + 5614226511630680469*((~(x^(~y|z))&~t)|((y|z)&t)), 3735936685*~x
9826770202601993516*((((x&z)|(y&~z))&~t)|(~(x|(y|z))&t)) + 17584746686598795806*(((z^(~x|(~y|z)))&~t)|(~(x|(~y|z))&t)) + 11205966028703888845*(((~(x&y)&(y^z))&~t)|((y^(~x|(y&z)))&t)) + 689597892503295897*((((x|y)&~(y^z))&~t)|((z^(x|(y&z)))&t)) + 7240778063685346196*(((z^~(x&(y|z)))&~t)|((z^~(~x&(~y&z)))&t)) + 15688352432713571013*(((x^(~y&z))&~t)|((x&(~y&z))&t)) + 17757146158790635609*(((z&(x^y))&~t)|((x&~y)&t)) + 13791958190036156275*((~(~x|(y^z))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 10171569150721609807*((~(x|z)&~t)|((z^(x|~y))&t)) + 7930375971132388833*((~(x|~y)&~t)|((z^(x&(~y|z)))&t)) + 17584746690334732491*((((x|y)&~(x^(y^z)))&~t)|(~(~x|(y^z))&t)) + 8964772811755301021*(((z^(~x|(y&z)))&~t)|((x^(y^z))&t)) + 9137172306362760934*(((y^~(x|(y&z)))&~t)|(x&t)) + 861997383374819125*((((x&y)|(y^z))&~t)|(~(~x&(y&z))&t)) + 2241193205740777769*((((x&~y)|~(x^(y^z)))&~t)|((y|~(x|z))&t)) + 16550349823560263508*(((x&(~y|z))&~t)|(((x&y)^(x^(y&z)))&t)), 3735936685*~x
12046853273999030858*((((x&y)|~(y|~z))&~t)|(~(~x|(y|z))&t)) + 15058566590630820230*((((x&y)|(y^z))&~t)|((~y&~(x^z))&t)) + 7529283299051346800*(((y^(x&(y|z)))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 10164532456708067528*(((~y&(x^z))&~t)|(~(y|~z)&t)) + 9788068279053315459*((~(x&~x)&~t)|((y^(x|(y|z)))&t)) + 15811494919788767573*((((x^y)&~(x^z))&~t)|((~(x&y)&(y^z))&t)) + 2258784994945715399*(((y&~(x&z))&~t)|((~x&(~y|z))&t)) + 9788068282789252144*(((x|(y&z))&~t)|(((x&z)^(y|z))&t)) + 1129392491868952672*((((x&z)^(x^(y&z)))&~t)|((~y|(x^z))&t)) + 4517569974947684058*(((~x&(~y&z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 18070279914734482972*(((~x|(~y|z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 6776354962421526087*(((y^(x|(~y&z)))&~t)|((x&z)&t)) + 3764641649525673400*((~(y|z)&~t)|(~(x^(~y|z))&t)) + 16940887411657720245*(((~z&(x^y))&~t)|((x|(y^z))&t)) + 15811494919788767573*(((y^(~x|(~y|z)))&~t)|((y|(x&z))&t)) + 7905747461762352129*(((y^~(x|(~y&z)))&~t)|(z&t)), 3735936685*~x
15690934077*((((x^y)|(x^z))&~t)|((x&~z)&t)) + 15690934077*(((y^~(x|z))&~t)|((y^~(x&(y^z)))&t)) + 6148914691485579651*(((~z&~(x^y))&~t)|((~y&~(x^z))&t)) + 6148914675794645574*(((x^(y&z))&~t)|((z^(x&(~y|z)))&t)) + 18446744060260179550*(((~(x^y)|~(x^z))&~t)|((z&(x^y))&t)) + 6148914692979954325*((((x|y)&(y^z))&~t)|((y^(x&(y|z)))&t)) + 6148914684760893618*(((z^(x|~y))&~t)|((x&y)&t)) + 12297829382971159302*(((~(x^y)&~(x^z))&~t)|((y^~(x|(~y&z)))&t)) + 6148914695968703673*((~(x^(y^z))&~t)|((z^~(x&(y|z)))&t)) + 6148914661598086171*(((~x&(y|z))&~t)|((x|~y)&t)) + 9713435381*((~(x|~z)&~t)|((y^~(x|z))&t)) + 18446744046810807484*(((y^(x|~z))&~t)|(((x&y)|~(y^z))&t)) + 6148914705682139054*(((z^(~x|(~y|z)))&~t)|((~(x|y)|~(y^z))&t)) + 6148914688496830303*((x&~t)|(((y&z)|(~x&(y|z)))&t)) + 14943746740*((~(x^(~y&z))&~t)|((z^~(x|y))&t)) + 12297829403892404738*(((y^(x|(y^z)))&~t)|((x|z)&t)), 3735936685*~x
7378697630828757853*(((y|~(x|~z))&~t)|((~y&(x^z))&t)) + 14757395262404703043*(((y^(x|(y^z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 14757395251196892988*((((x^y)|~(x^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 14757395259415953695*(((y^(~x|(y&z)))&~t)|((z^(x|~y))&t)) + 11068046436156107730*(((x&~y)&~t)|((~(x&y)&~(x^(y^z)))&t)) + 14757395269129389076*(((y^~(~x&(y|z)))&~t)|(~(x^(~y&z))&t)) + 11068046448111105122*(((y^(~x|(~y&z)))&~t)|((z^(~x|(~y&z)))&t)) + 14757395263151890380*(((z^(~x|(y|z)))&~t)|((x^(~y&z))&t)) + 7378697625598446494*((~(x|(y&z))&~t)|((x&(y|z))&t)) + 14757395264646265054*((((x&~y)|(x^(y^z)))&~t)|(((y&~z)^(x|(y^z)))&t)) + 11068046433167358382*(((z|(x&~y))&~t)|((y^~(x&(y&z)))&t)) + 7378697615137823776*(((z^(~x|(y|z)))&~t)|((y&~(x&~z))&t)) + 11068046448111105122*((~(x&(y|z))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 4483124022*(((y^(x&(~y|z)))&~t)|((~(x|~y)|~(y^z))&t)) + 18446744072962364279*(((y^(x|~z))&~t)|((x|(y&z))&t)) + 14757395266887827065*(((~(x^y)&~(x^z))&~t)|(z&t)), 3735936685*~x
8152493633207317569*((((x|~y)&~(y^z))&~t)|((x&~x)&t)) + 6218003622030606920*((~(x&z)&~t)|(~(x|(y|z))&t)) + 1450867516788390528*((~(x|(~y|z))&~t)|(~(x|(y^z))&t)) + 16857698704050167257*(((x|(y&z))&~t)|(~(x|(~y&z))&t)) + 15475920119301178672*((((y&z)^~(~x&(y^z)))&~t)|(((x|~y)&~(y^z))&t)) + 14301408326934459231*((((x|~y)&~(y^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 12297829383718346639*(((y&(x|~z))&~t)|((y^~(x&(~y|z)))&t)) + 13126896534567739790*(((~x|(y|z))&~t)|((x&(y|z))&t)) + 3316268592189762549*(((x^(~y&z))&~t)|(((x&z)^(x^(y&z)))&t)) + 11883295810161618406*(((x^(y&z))&~t)|((y^(~x&(y^z)))&t)) + 4214424675078557643*(((~z|(x^y))&~t)|((z^~(~x|(y&z)))&t)) + 12297829387454283324*((((x&z)^~(y&~z))&~t)|((~(x^y)|(x^z))&t)) + 3385357524229164492*(((x^y)&~t)|((z^~(x|y))&t)) + 5734381120170413429*((((x|~y)&(x^(y^z)))&~t)|((y^~(~x|(y&z)))&t)) + 8843382927449780204*((((x&~y)|(y^z))&~t)|((z|(x&y))&t)) + 5803470041002005317*(((~x&(y|z))&~t)|((z|~(x^y))&t)), 3735936685*~x
6148914689991204977*(((x^(~y&z))&~t)|((~z&~(x^y))&t)) + 4099276466220697793*((~(y&~z)&~t)|(((y&z)^~(x&(y^z)))&t)) + 2049638208826760444*(((z^(x&y))&~t)|((y^~(~x&(y^z)))&t)) + 8198552947385142326*(((y^(~x&(y|z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 4099276451276951053*((~(y|z)&~t)|(((x&z)^~(y&~z))&t)) + 8198552921233585531*(((~(x&~y)&(x^(y^z)))&~t)|(((x&z)^(y|z))&t)) + 6148914704934951717*(((z^~(x&(y|z)))&~t)|((y^(x|~z))&t)) + 10248191163683776140*((~(y^z)&~t)|((y^(x|(~y&z)))&t)) + 6148914667575584867*(((y^~(x&(~y&z)))&~t)|((z^(x&y))&t)) + 8198552947385142326*(((~x|(~y&z))&~t)|((x^(y^z))&t)) + 4099276443805077683*((((x&y)|~(y^z))&~t)|((x^(y^z))&t)) + 18446744058765804876*(((y|z)&~t)|(~(x^y)&t)) + 4099276455012887738*((((x&~y)|(x^(y^z)))&~t)|(((x&z)|~(y|z))&t)) + 10248191137532219345*((((y&z)|(~x&(y|z)))&~t)|((y^~(x|z))&t)) + 12297829379982409954*((((x&z)|~(y|z))&~t)|((~(x|y)|~(y^z))&t)) + 16397105872354664542*(((x^z)&~t)|((y^~(x|(y&z)))&t)), 3735936685*~x
7471873370*(((y^~(x|~z))&~t)|((~x&(~y&z))&t)) + 18446744069973614931*(((z^(~x|(~y|z)))&~t)|((x&~y)&t)) + 18446744047557994821*(((y|~(x|z))&~t)|((y^~(~x&(~y&z)))&t)) + 33623430165*((~(x|y)&~t)|((y^~(~x&(y^z)))&t)) + 18446744051293931506*(((y^~(x&(y|z)))&~t)|((~(x&y)&(y^z))&t)) + 22415620110*(((z^~(~x&(y&z)))&~t)|((y^(~x|(~y|z)))&t)) + 18446744058765804876*(((~x|(y^z))&~t)|((z^~(~x&(y&z)))&t)) + 18446744066237678246*(((z&(x|~y))&~t)|((z^(x&(y|z)))&t)) + 11207810055*(((y|(x^z))&~t)|((y^(x&(~y|z)))&t)) + 14943746740*((~(x|(y&z))&~t)|((y^(x|(~y&z)))&t)) + 18679683425*(((z^~(x&(~y&z)))&~t)|((z^~(x&(y&z)))&t)) + 11207810055*((~(x&(y&z))&~t)|(((x|~y)&(x^(y^z)))&t)) + 18446744043822058136*((~(x|(y&z))&~t)|((~y|~(x^z))&t)) + 18446744066237678246*((~(y&z)&~t)|((y^~(~x|(y&z)))&t)) + 37359366850*(((y^~(x&(~y|z)))&~t)|(z&t)) + 18446744043822058136*(((y^~(x&(~y&z)))&~t)|((x|z)&t)), 3735936685*~x
3208129398178387991*(((z^(x&~y))&~t)|(~(~x|(~y|z))&t)) + 8822355858253142207*(((z^(x|(y|z)))&~t)|(~z&t)) + 3208129409386198046*(((y^~(x|~z))&~t)|((~y&(x^z))&t)) + 16842679370510827267*(((z^(~x&(y|z)))&~t)|(((x^y)&~(x^z))&t)) + 8020323509268935712*(((y^~(~x|(y^z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 4010161759864779215*(((z^(x&(~y|z)))&~t)|((z^~(x&(~y&z)))&t)) + 7218291162526291228*(((y^(x|~z))&~t)|((x^(~y|z))&t)) + 5614226459327566879*(((z^~(~x&(~y|z)))&~t)|(~(x^(~y&z))&t)) + 8020323513752059734*(((y|~(x|~z))&~t)|((y^~(x|(y^z)))&t)) + 11228452916413571747*((~(x&z)&~t)|((z^~(x&(y&z)))&t)) + 2406097053677305518*(((z^(~x|(~y|z)))&~t)|(~(x^(y|z))&t)) + 10426420562946241230*(((z^~(~x&(~y&z)))&~t)|(x&t)) + 17644711718747846425*((((x^y)|(x^z))&~t)|((y^~(x&(y&z)))&t)) + 4812194108848985710*((((x&z)|~(y|z))&~t)|((y&z)&t)) + 10426420559957491882*((~(x^y)&~t)|((y|~z)&t)) + 8822355860494704218*((~(~x&(y^z))&~t)|(~(x&~z)&t)), 3735936685*~x
5270498356408744991*(((~z|~(x^y))&~t)|(~(x|(y&z))&t)) + 5270498192027530851*(((~(x&y)&(x^(y^z)))&~t)|((x&(~y&z))&t)) + 2635249153920784043*(((~(x|~y)|~(x^(y^z)))&~t)|((x&(~y&z))&t)) + 15811494968355944478*((~(x^(~y|z))&~t)|((y&(x^z))&t)) + 15811495016923121383*(((z^~(~x&(~y&z)))&~t)|((y&~(x&z))&t)) + 10540996589531579377*((((x|~y)&~(x^(y^z)))&~t)|((x^(y|z))&t)) + 13176245735980490050*(((~(x|~y)|~(y^z))&~t)|((y^(x&(~y|z)))&t)) + 15811494919788767573*(((y^~(~x|(~y&z)))&~t)|(~(~x|(~y&z))&t)) + 18446743984047071176*(((x|~z)&~t)|(((x&y)|~(y|z))&t)) + 7905747469234225499*((~(~x|(y^z))&~t)|((y^~(x|(y^z)))&t)) + 7905747529009212459*(((z&~(x^y))&~t)|((x&(~y|z))&t)) + 5270498404975921896*(((y^~(~x&(y|z)))&~t)|(((x&z)|~(y|z))&t)) + 2635249120297353878*((~(~x&(y&z))&~t)|((y&~(x&~z))&t)) + 13176245735980490050*((~x&~t)|(((x&z)^~(x^(~y&z)))&t)) + 15811494930996577628*(((y&~(x^z))&~t)|((z|(x&~y))&t)) + 5270498274218137921*(((~(x|y)|~(y^z))&~t)|(~(x&~x)&t)), 3735936685*~x
8198552913761712161*(((z^(x|(~y&z)))&~t)|((~z&(x^y))&t)) + 14347467618696663878*((~(x&~y)&~t)|(((y&z)^~(x&(y^z)))&t)) + 2049638242450190609*((~(y&z)&~t)|((y^~(~x&(y^z)))&t)) + 10248191159947839455*(((y^~(x|z))&~t)|((z^~(x&(~y&z)))&t)) + 16397105834995297692*(((~x&(~y|z))&~t)|((y^~(x&~z))&t)) + 14347467607488853823*((((x&y)|~(x^(y^z)))&~t)|((z^~(~x&(y|z)))&t)) + 12297829394926156694*((x&z)^t) + 7471873370*((~(y&z)&~t)|((y^~(~x&(~y|z)))&t)) + 10248191156211902770*(((y^(~x|(y|z)))&~t)|((y^(x|(~y&z)))&t)) + 14347467603752917138*((((x&~y)|~(x^(y^z)))&~t)|((y^(x|(~y&z)))&t)) + 8198552917497648846*(((~(x^y)|(x^z))&~t)|(~(~x|(y^z))&t)) + 6148914701199015032*(((y^(~x|(y&z)))&~t)|(~(x^y)&t)) + 6148914716142761772*((((x^y)&(x^z))&~t)|((z&~(x&~y))&t)) + 14347467603752917138*(((y^~(x&(y|z)))&~t)|((~(x^y)|(x^z))&t)) + 18446744066237678246*(((z^~(x&(~y|z)))&~t)|(~(x&~y)&t)) + 2049638216298633814*(((y^(x|z))&~t)|((~x|(~y|z))&t)), 3735936685*~x
18446744060547559295*((~(x|(y|z))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 13104516372*(((y^~(x&z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 4540599971*((((x|y)&(y^z))&~t)|((y^(x|(~y|z)))&t)) + 9655959432*(((z^(x&(y|z)))&~t)|((y&(x^z))&t)) + 18446744056926574508*(((x|(~y&z))&~t)|((y^~(~x|(y^z)))&t)) + 5460215155*(((y^(x&(y^z)))&~t)|((y^(x&(y|z)))&t)) + 6552258186*(((y^(x&(y^z)))&~t)|((~y|(x^z))&t)) + 18446744064226020031*(((y^(x|(~y&z)))&~t)|(((x^y)|(x^z))&t)) + 18446744070375946574*(((y|~(x^z))&~t)|(((x|y)&(x^(y^z)))&t)) + 18446744072732460483*(((x|(~y|z))&~t)|((y^~(x|~z))&t)) + 5690118951*(((x|(y&z))&~t)|((y^(~x&(~y|z)))&t)) + 18446744071008182013*(((y&z)&~t)|(((x&y)|(x^(y^z)))&t)) + 18446744066812437736*(((y&(x|z))&~t)|((x&z)&t)) + 18446744073479647820*(((y^~(x|(y&z)))&~t)|(~(~x&(~y|z))&t)) + 114951898*((((x|~y)&(x^(y^z)))&~t)|((z^~(x|(~y&z)))&t)) + 8334012605*(((y^(~x|(~y|z)))&~t)|((y|(x&~z))&t)), 3735936685*~x
978875721214553661*(((y^(~x&(y^z)))&~t)|(~(x|(y&z))&t)) + 2531575122521263515*(((x|(~y|z))&~t)|((z^(x|y))&t)) + 3240416157126092234*((((x^y)|(x^z))&~t)|((x^(~y|z))&t)) + 13721137177589339051*(((y^(x|z))&~t)|(((x&~y)|~(x^(y^z)))&t)) + 9856265814683139173*(((y^~(x|(y&z)))&~t)|((z^~(x&(y|z)))&t)) + 5636973947550303333*(((z^~(x&(~y|z)))&~t)|((x|~z)&t)) + 8438583745473481735*((((x&y)|(x^(y^z)))&~t)|(((x&y)|~(y|~z))&t)) + 11476473896982121975*(((z^(~x|(~y|z)))&~t)|((x|~y)&t)) + 2497820789497000411*(((y^~(x&(~y|z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 10261317837125853216*(((~x|(~y|z))&~t)|(((x&z)^(x^(y&z)))&t)) + 4607466726799355016*(((z^(x&(~y|z)))&~t)|(y&t)) + 17653517206544065137*((~(x&(y|z))&~t)|((z&~(x&~y))&t)) + 15594502765042168503*((((x^y)&~(x^z))&~t)|(((x&y)^(x^(~y|z)))&t)) + 10784510028889424808*(((y|(x&~z))&~t)|(((x^y)|~(x^z))&t)) + 4354309214173634996*(((y|~(x^z))&~t)|((z|(x&y))&t)) + 9518722469496761393*(((z^~(~x&(y&z)))&~t)|((x|z)&t)), 3735936685*~x
8198552922727960205*((~(x&(y|z))&~t)|(~(x|y)&t)) + 10248191158453464781*(((y|(x&~z))&~t)|(~(~x|(y&z))&t)) + 10248191155464715433*(((~(x|~y)|(y^z))&~t)|(~y&t)) + 14347467612719165182*(((z&~(x&y))&~t)|(((x|~y)&(y^z))&t)) + 4099276462484761108*(((y&~(x^z))&~t)|(((x|~y)&(y^z))&t)) + 14347467608983228497*((((x&~y)|~(x^(y^z)))&~t)|((y^~(x&~z))&t)) + 8198552922727960205*(((x|y)&~t)|(~(x|(~y&z))&t)) + 2049638228253631206*((((x&z)^(x^(~y&z)))&~t)|(((x&y)^(y|~z))&t)) + 8198552917497648846*(((x^(y^z))&~t)|((y^(x|~z))&t)) + 8198552917497648846*((z&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 18446744072215176942*((~(~x&(y|z))&~t)|((y^(~x|(~y&z)))&t)) + 10248191148740029400*(((z^~(x&(y&z)))&~t)|((x|(~y&z))&t)) + 16397105850686231769*(((y^(~x|(y|z)))&~t)|((y|~(x|z))&t)) + 8198552916750461509*((~(x|(~y|z))&~t)|((y|(x&z))&t)) + 6148914695221516336*((((x|~y)&~(y^z))&~t)|((z|(x^y))&t)) + 6148914693727141662*(((~(x&y)&(x^(y^z)))&~t)|((~x|(y|z))&t)), 3735936685*~x
10974645215077417703*((((x&z)^~(x^(y&z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 9106620493881495026*(((z^~(~x&(y&z)))&~t)|(((y&z)^~(x&(y^z)))&t)) + 14243688466896456504*(((y^~(x&z))&~t)|((z^~(x&(~y&z)))&t)) + 7005092686739010785*(((z^~(x|~y))&~t)|((y^(x|(~y|z)))&t)) + 17746234808397993554*(((z&~(x&y))&~t)|((~x&(y&z))&t)) + 3269043248083102116*(((y^~(~x|(~y&z)))&~t)|(((x^y)&(x^z))&t)) + 6304583428899326093*(((~(x^y)&~(x^z))&~t)|(((x&z)^~(y&~z))&t)) + 14944197739679887936*((~(x&y)&~t)|((~(x&y)&~(x^(y^z)))&t)) + 13776682272587713266*((~(~x&(y&z))&~t)|(((x&y)^(y|z))&t)) + 4436558703967466731*(((y^~(~x&(~y&z)))&~t)|(((x|y)&(x^(y^z)))&t)) + 14710694642525516317*(((y^~(~x&(y|z)))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 14010185392157704995*(((x&~z)&~t)|((y&(x|z))&t)) + 8639614299572751788*((((y&z)^~(~x&(y^z)))&~t)|(((x&y)|~(y^z))&t)) + 8172608127679628660*(((y^~(x&(~y&z)))&~t)|(~(x&(~y&z))&t)) + 9807129762928989773*(((y^~(x&(y^z)))&~t)|(((x^y)|~(x^z))&t)) + 14010185366006148200*(((~(x|y)|~(y^z))&~t)|(~(~x&(y^z))&t)), 3735936685*~x
