# 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(y&~z) + 18446744069973614931*~(x&(~y|z)) + 18446744069973664305, 49374 + 3735936685*x
18446744069973614931*(~(x&y)&~(y^z)) + 3735887311*(~(x|~y)|~(x^(y^z))) + 3735936685*(z^~(x&(y&z))) + 7471823996*((x|~y)&(x^(y^z))) + 18446744069973614931*(x^(y^z)) + 18446744069973614931*(y^(~x&(~y|z))), 49374 + 3735936685*x
6148914697463177095*((x^y)&~(x^z)) + 6148914689991155603*~(~x|(y&z)) + 18446744069973565557*(y^(x|z)) + 3735986059*(~(x&y)&~(y^z)) + 12297829379982360580*((y&~z)^(~x|(y^z))) + 6148914689991155603*(z^~(x&(y|z))) + 6148914697463127721*(x|(~y&z)) + 6148914689991155603*y, 49374 + 3735936685*x
37359119980*(z^(x|y)) + 18446744069973664305*(y^(x|z)) + 29887295984*(z&(x^y)) + 18446744058765854250*~(x&y) + 18446744058765903624*(~y|(x^z)) + 22415471988*(y^~(x&(~y|z))) + 18446744047558142943*(y^~(x|~z)) + 7471823996*(z^~(x&(~y|z))), 49374 + 3735936685*x
14024160668024483524*((x&y)^~(x^(y&z))) + 14024160671760420209*((y&z)^~(~x&(y^z))) + 18446744069973614931*(~(x&y)&~(x^(y^z))) + 16235452370866992883*(y^(x|(~y&z))) + 9601577262339415432*(x&(y&z)) + 6633875108527577451*~(~x&(y&z)) + 2211291702842509359*(y^~(x|z)) + 3735936685*(z&(x|y)), 49374 + 3735936685*x
49374*((x|~y)&(y^z)) + 3735936685*(~x&(y&z)) + 3735887311*((x&~y)|~(x^(y^z))) + 3735986059*(~(x^y)&~(x^z)) + 18446744073709502242*(y^~(x&(~y|z))) + 7471823996*((x&y)|(y^z)) + 18446744066237678246*(~x|(y|z)), 49374 + 3735936685*x
18446744069973565557*(~(x&~y)&(y^z)) + 18446744073709502242*~(~x|(y&z)) + 3735986059*(y^(x|(~y&z))) + 7471972118*(x&y) + 18446744073709502242*~(~x&(y&z)) + 18446744069973516183*(y&z), 49374 + 3735936685*x
7471873370*~(y|z) + 18446744069973614931*(y^~(~x&(~y|z))) + 18446744073709502242*(~y|(x^z)) + 18446744073709502242*(z^(~x&(y|z))) + 3735887311*(y&(x|z)) + 18446744066237678246*(y^~(x|z)) + 7471922744*((y&z)|(x&(y|z))), 49374 + 3735936685*x
18446744073709502242*~(x|z) + 18446744073709502242*(y^(x|~z)) + 49374*~(x^(~y&z)) + 18446744073709502242*~(x^(~y|z)) + 3735986059*x + 49374*z + 18446744073709452868*(z|(x&y)), 49374 + 3735936685*x
18446744069973565557*(x^y) + 3735936685*(x^(y&z)) + 18446744069973565557*(y^~(x&(~y|z))) + 3735936685*(x^(~y&z)) + 3735936685*~(x^z) + 3735986059*(z&(x|y)) + 18446744069973565557*((y&z)|(x&(y|z))), 49374 + 3735936685*x
12297829379982426412*~(y&z) + 6148914693727075830*((x&y)^(y|~z)) + 3735936685*(y^(x&z)) + 12297829379982426412*(z^~(~x|(~y&z))) + 7471823996*(x|(~y&z)) + 6148914689991237893*(y^(x&~z)) + 12297829379982377038*(y|z), 49374 + 3735936685*x
18446744058765854250*(z^(~x|(~y|z))) + 14943697366*~(x&(~y|z)) + 18446744055029917565*~(x^(~y&z)) + 7471823996*~(x&(y&z)) + 11207760681*((x|~y)&~(y^z)) + 18446744055029917565*(y^(~x&(y|z))) + 14943697366*(z^(~x&(y|z))) + 18446744069973614931*((y&z)|(~x&(y|z))), 49374 + 3735936685*x
3735986059*(y^(~x|(~y|z))) + 7471972118*(~x&(y&z)) + 18446744066237628872*(~x&(~y|z)) + 18446744073709502242*(y^~(~x&(y&z))) + 18446744073709502242*((y&~z)|~(~x|(~y&z))) + 3735986059*(y^~(x&(~y|z))) + 18446744073709502242*(z|~(x^y)), 49374 + 3735936685*x
7471823996*~(~x|(y|z)) + 18446744069973664305*(~z&~(x^y)) + 49374*~(x|(y^z)) + 18446744073709502242*((y&~z)|~(x|(~y&z))) + 18446744069973614931*((x&z)^~(y&~z)) + 18446744069973614931*((y&~z)^(~x|(y^z))) + 7471823996*(~(x|y)|~(x^(y^z))) + 3735887311*(~(x^y)&~(x^z)), 49374 + 3735936685*x
7471823996*(~x&(y^z)) + 7471823996*((x&y)^~(x^(y&z))) + 14943647992*~(x^(~y&z)) + 18446744055029966939*(z&~(x&y)) + 26151408673*(z^~(~x|(y&z))) + 18446744043822206258*~(x&(~y&z)) + 7471823996*~(y&~z), 49374 + 3735936685*x
6148914689991188519*(z^(x|(y|z))) + 3735936685*~(~x|(y&z)) + 6148914689991188519*~y + 6148914689991188519*(~x&(y&z)) + 6148914693727125204*(x^(y^z)) + 6148914693727125204*((x&y)|~(x^(y^z))) + 6148914689991188519*(~x|(y|z)), 49374 + 3735936685*x
3735936685*(x&(~y&z)) + 18446744069973614931*(y^(x|(~y|z))) + 3735936685*(x^z) + 18446744069973565557*(x^(y&z)) + 18446744069973565557*~(x^(y&z)) + 3735936685*(x|~z) + 3735936685*(~y|~(x^z)), 49374 + 3735936685*x
3735936685*(z^(~x|(y|z))) + 49374*((x^y)&~(x^z)) + 18446744073709403494*(~(x|y)|(y^z)) + 3735788563*~(~x|(y^z)) + 18446744069973713679*(~z|~(x^y)) + 3735986059*(x|(~y&z)) + 18446744073709502242*(y|(x^z)), 49374 + 3735936685*x
12297829383718313723*(z^~(~x&(y|z))) + 12297829387454250408*~(x^(~y&z)) + 12297829391190187093*(x&(y&z)) + 6148914693727125204*((y&~z)|~(~x|(~y&z))) + 6148914689991188519*(z^~(x|~y)) + 12297829376246489727*((x&z)^~(x^(~y&z))), 49374 + 3735936685*x
7471823996*(~z&~(x^y)) + 18446744069973614931*((x&z)^(y|z)) + 7471873370*(y^(~x&(y|z))) + 18446744066237678246*~(x^y) + 3735887311*(z|(x^y)), 49374 + 3735936685*x
3736035433*(y^(~x|(y|z))) + 18446744073709502242*(~(x|y)|(y^z)) + 18446744058765656754*~(x|~z) + 11207908803*(z^(x&(~y|z))) + 18446744069973614931*(z^~(~x&(y|z))) + 18446744073709452868*~(x^(y^z)) + 18446744069973466809*((x|~y)&(x^(y^z))) + 7471972118*(y^(~x&(y^z))), 49374 + 3735936685*x
18446744069973664305*~(x|(y&z)) + 12297829383718313723*(~(x&~y)&(y^z)) + 12297829383718313723*((x&z)^~(x^(y&z))) + 12297829383718363097*~(y&z) + 18446744073709502242*~(x&(y|z)) + 6148914693727125204*~(~x|(y^z)) + 12297829383718313723*~(x^(y|z)), 49374 + 3735936685*x
18446744073709452868*(x^(y&z)) + 18446744073709452868*~(~x|(y^z)) + 3736035433*x + 18446744073709502242*(z^~(x|(~y&z))) + 18446744073709502242*(y^(~x|(~y&z))) + 49374*~(y&~z), 49374 + 3735936685*x
18446744073709502242*~(x|z) + 8946116040904377469*(x&(~y&z)) + 18446744073709502242*~(x|~z) + 18446744069973664305*(z&(x^y)) + 3735887311*((x|y)&~(y^z)) + 18446744069973664305*(y^(x&~z)) + 8946116037168490158*(y|(x&~z)) + 9500628040276948769*(x|y), 49374 + 3735936685*x
18446744066237727620*~(~x|(y|z)) + 3735936685*(z^~(x&(~y&z))) + 18446744073709502242*((x^y)|(x^z)) + 11207810055*~(~x|(y^z)) + 18446744069973565557*((x|~y)&~(y^z)) + 18446744069973614931*(y&~(x^z)), 49374 + 3735936685*x
18446744069973763053*(~z&~(x^y)) + 18446744066237826368*~(x|y) + 18446744069973713679*(x&(~y&z)) + 7471675874*(y^(~x|(~y|z))) + 18446744073709452868*~(x|(~y&z)) + 3735837937*(z^(~x|(~y&z))) + 3735837937*(z^~(x|y)) + 18446744069973763053*((x^y)|~(x^z)), 49374 + 3735936685*x
6148914693727158120*(~(x^y)&(x^z)) + 6148914689991221435*(y^~(~x&(~y|z))) + 6148914689991172061*((x^y)|(x^z)) + 18446744069973614931*(y^~(x&(~y|z))) + 12297829387454266866*(x|~y) + 12297829383718330181*~(y^z) + 3735936685*(y^(x&(y^z))) + 12297829379982393496*(~x|(y|z)), 49374 + 3735936685*x
3735986059*~(~x|(y|z)) + 18446744069973614931*(~y&~(x^z)) + 3735887311*~(y&z) + 18446744066237678246*~(x|~y) + 18446744069973565557*(y^~(x&(y|z))) + 49374*(y^(~x&(~y|z))) + 3735887311*(y&~(x&~z)) + 3735936685*((x&y)|~(x^(y^z))), 49374 + 3735936685*x
12297829391190220009*~z + 18446744066237628872*((y&z)^~(x&(y^z))) + 49374*(y^~(~x&(y|z))) + 12297829379982360580*(y^(x&(~y|z))) + 12297829379982409954*((y&~z)|~(~x|(~y&z))) + 6148914689991155603*~(x^z) + 12297829387454332698*((x&~y)|(x^(y^z))) + 6148914693727092288*(z|(x&~y)), 49374 + 3735936685*x
3735986059*~(~x|(~y|z)) + 6148914689991204977*((y&z)^~(x&(y^z))) + 12297829383718346639*(y^(~x|(y&z))) + 6148914689991204977*((x^y)&~(x^z)) + 18446744073709502242*((x&z)^(x^(~y&z))) + 3735936685*~(x^(~y|z)) + 6148914689991155603*(y|~(x|z)) + 12297829383718346639*((x&~y)|~(y^z)), 49374 + 3735936685*x
11348559958577093099*~(x|z) + 18446744069973565557*~(x|(y^z)) + 11348559962313079158*(y&(x^z)) + 7098184115132557265*((y&~z)|~(x|(~y&z))) + 3735887311*(~z|(x^y)) + 7471972118*(x&(y&z)) + 18446744073709502242*~(x^y) + 18446744069973516183*y, 49374 + 3735936685*x
17054677649923500713*((x^y)&(x^z)) + 1392066423786001529*~x + 1392066427521938214*((x|~y)&~(y^z)) + 17054677649923500713*(~(x^y)|~(x^z)) + 17054677646187613402*~(x&(y^z)) + 1392066427521938214*(x|(y|z)), 49374 + 3735936685*x
12297829376246456811*(y^~(~x&(y^z))) + 12297829379982393496*((x|y)&(y^z)) + 6148914697463094805*~(y|~z) + 12297829372510520126*(~(x|y)|~(x^(y^z))) + 12297829391190203551*(~y|(x^z)) + 6148914686255235376*(z&~(x^y)) + 7471873370*(z^~(x&(~y|z))) + 12297829383718330181*(y^(x&~z)), 49374 + 3735936685*x
6148914693727141662*(~z&(x^y)) + 6148914689991204977*~(x|~y) + 12297829383718346639*(x^z) + 18446744069973614931*~(x&z) + 12297829383718346639*~(~x&(y^z)) + 12297829379982409954*(~x|(~y|z)) + 6148914686255317666, 49374 + 3735936685*x
18446744073709518700*(z^(~x|(y&z))) + 18446744073709502242*(x^z) + 32916*(z^~(~x|(~y&z))) + 3735936685*~(~x|(y^z)) + 18446744073709535158*(x|~y) + 18446744069973614931*(y&z) + 3735920227*((y&z)|(x&(y|z))) + 18446744073709535158*(z|(x^y)), 49374 + 3735936685*x
18446744066237678246*((x|~y)&~(x^(y^z))) + 18446744062501790935*(y^(x|(y|z))) + 11207760681*(y^(~x|(~y|z))) + 3735936685*~(y&z) + 18446744066237678246*~(x&(y|z)) + 18446744062501790935*(y^~(x|~z)) + 7471823996*(z^~(x|~y)) + 7471823996*(y|(x^z)), 49374 + 3735936685*x
3735986059*~(~x|(y|z)) + 18446744073709502242*(y^(x|(y&z))) + 3735986059*(y&~(x^z)) + 18446744069973565557*(x^(y^z)) + 3735936685*(x|(~y&z)) + 18446744073709502242*(y^~(x|z)), 49374 + 3735936685*x
3735986059*((x&~y)|(y^z)) + 98748*(~x&(y|z)) + 3735986059*(~(x|y)|~(x^(y^z))) + 18446744066237480750*(~x|(y^z)) + 18446744073709502242*(y^~(x&(y|z))) + 18446744073709502242*(y|(x&~z)) + 18446744073709452868*(y^(x&(y^z))) + 3736084807*(y|~(x^z)), 49374 + 3735936685*x
3735936685*((x&z)^(x^(~y&z))) + 18446744066237628872*(y^~(~x|(y^z))) + 18446744062501692187*(z&~(x^y)) + 7471873370*(z^~(x&(~y|z))) + 14943796114*(z^(x&~y)) + 18446744066237628872*~(y&~z), 49374 + 3735936685*x
18446744058765656754*((x^y)&~(x^z)) + 18446744058765706128*(x^(~y|z)) + 14943845488*(~x|(~y&z)) + 3735936685*~(x^y) + 18446744069973565557*~(y^z) + 7471922744*((y&z)|(x&(y|z))) + 18446744062501692187*z + 7471873370*(x|z), 49374 + 3735936685*x
17582687803104641899*~(x|y) + 18446744069973614931*~(x|~y) + 864056270604860343*~(x&y) + 864056270604860343*(z^(x&y)) + 17582687803104691273*~(x&(y&z)) + 864056270604860343*(z^~(x&(y&z))) + 17582687806840578584*(x|y), 49374 + 3735936685*x
18446744069973614931*(y^(x|z)) + 18446744066237727620*~(x|~z) + 3735887311*(x^(~y|z)) + 7471823996*(z^(~x&(~y|z))) + 18446744066237727620*(x|~y) + 18446744069973614931*((x&z)^~(x^(~y&z))) + 18446744066237727620*(y|(x&z)) + 14943647992*(x|(y|z)), 49374 + 3735936685*x
18446744069973565557*((x&y)^~(x^(y&z))) + 18446744066237678246*(~(x&y)&(y^z)) + 7471823996*(y^~(x&~z)) + 3735986059*(~(x|y)|(y^z)) + 18446744069973614931*(y^(x&z)) + 18446744066237678246*((x&~y)|~(y^z)) + 11207760681*(y^~(~x|(y&z))), 49374 + 3735936685*x
6572377321785841672*~(x|(y&z)) + 5937183375961830285*((x&~y)|(y^z)) + 17811550124149603544*~(x|(~y&z)) + 317596974779949349*((x&y)^(y|~z)) + 12191963726703609919*(z&~(x^y)) + 12191963722967771982*(~(x&~y)&(x^(y^z))) + 12191963726703659293*(x|~z) + 317596974779949349*(y|(x&z)), 49374 + 3735936685*x
3735986059*((y&z)^~(~x&(y^z))) + 18446744073709452868*(z^~(x&(~y&z))) + 18446744069973664305*(z^~(~x&(y&z))) + 18446744069973614931*((x&z)^~(y&~z)) + 18446744069973614931*(z^(x&(y|z))) + 3735887311*(z^~(~x&(y|z))) + 3735936685*(z^~(~x&(~y|z))) + 3735887311*(y&z), 49374 + 3735936685*x
12297829383718330181*(~(x&~y)&(y^z)) + 12297829379982393496*~x + 6148914693727108746*((x|~y)&~(y^z)) + 12297829379982442870*((x|~y)&(x^(y^z))) + 12297829383718330181*((x&~y)|(x^(y^z))) + 6148914693727108746*(x|z), 49374 + 3735936685*x
18446744066237826368*(z^(~x|(y|z))) + 3735837937*(z^~(~x&(~y&z))) + 3735837937*(z^(~x|(y&z))) + 49374*(y^~(~x&(y^z))) + 18446744073709502242*~(x|(~y&z)) + 7471774622*(x&y) + 18446744069973664305*(z&~(x^y)), 49374 + 3735936685*x
18446744073709535158*((x&y)^~(x^(y&z))) + 18446744073709535158*((x&z)^~(x^(y&z))) + 3735953143*(y^(x|z)) + 18446744069973598473*(y^(x|(~y&z))) + 3735903769*((x|y)&(x^(y^z))) + 18446744069973631389*(~(x|y)|(x^(y^z))) + 3735903769*(x|(~y|z)), 49374 + 3735936685*x
6148914686255235376*(~z&(x^y)) + 12297829387454266866*(z^(~x|(y|z))) + 12297829379982393496*(z^~(~x&(y|z))) + 6148914682519298691*~(x^(y^z)) + 6148914701199031490*(x^(y&z)) + 12297829379982344122*(z&(x|~y)) + 12297829387454316240*(y^(~x|(y^z))) + 12297829383718330181*~(y^z), 49374 + 3735936685*x
18446744069973614931*(z^(~x|(y|z))) + 12297829383718330181*~(x|(y&z)) + 12297829387454266866*~(~x|(y&z)) + 12297829379982393496*(y^(x|(y^z))) + 12297829383718330181*~(x^z) + 12297829383718330181*(y|(x&~z)) + 12297829383718330181*(y^~(x|(y&z))), 49374 + 3735936685*x
18446744069973664305*((x&y)^~(x^(y&z))) + 11207661933*(y^~(x&~z)) + 11207661933*(y^~(~x|(y^z))) + 18446744073709502242*(~x&(~y|z)) + 18446744069973713679*(z^(x&(y|z))) + 18446744069973614931*((x&z)^(y|z)) + 18446744066237776994*(~z|(x^y)) + 3735887311*(y&~(x&~z)), 49374 + 3735936685*x
4763306542365759440*(z^(x&(y|z))) + 13683437531343742802*(y^~(~x&(y&z))) + 13683437531343742802*(y&~(x^z)) + 3735936685*(x&(~y|z)) + 9526613080995631569*(z^~(x&(y|z))) + 13683437535079679487*(x|~z), 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 3735936685*(x&(~y&z)) + 3735887311*(z^(x&y)) + 7471823996*((x|y)&(x^(y^z))) + 18446744069973664305*(z|(x^y)) + 18446744073709502242*(~x|(~y|z)), 49374 + 3735936685*x
18679584677*(y^~(~x&(~y&z))) + 18446744062501790935*(y^(~x|(~y|z))) + 3735936685*(z^(x&(y|z))) + 3735887311*((x&z)^(y|z)) + 11207760681*((x&~y)|(x^(y^z))) + 7471823996*(y^~(x|(y&z))) + 18446744058765854250*(~x|(~y|z)), 49374 + 3735936685*x
3735936685*((x&y)^~(x^(~y|z))) + 5270498307307841685*(z^(x&(y|z))) + 5270498303571905000*(y^~(~x&(y|z))) + 15811494921923574429*(y^~(x&z)) + 15811494918187637744*(y^~(x|~z)) + 15811494921923574429*(x&z) + 10540996614615732744*(y&z) + 15811494921923574429*~(~x&(~y&z)), 49374 + 3735936685*x
3735936685*((y&z)^~(x&(y^z))) + 18446744069973614931*(y^(x&(~y|z))) + 18446744069973565557*(~(x|~y)|(y^z)) + 18446744066237628872*((x|~y)&~(y^z)) + 3735936685*(x|~z) + 7471873370*(x|(y&z)), 49374 + 3735936685*x
49374*~(x|y) + 3735887311*~(x|(y&z)) + 18446744069973614931*(~(x|y)|~(x^(y^z))) + 3735936685*(y^~(x|(y^z))) + 18446744069973614931*((x&z)|~(y|z)) + 18446744066237678246*~(x&~y) + 3735936685*((y&z)|(x&(y|z))) + 7471823996*(x|(~y|z)), 49374 + 3735936685*x
18446744069973614931*(~(x^y)&(x^z)) + 14943647992*~(y|~z) + 14943647992*(~(x&y)&~(y^z)) + 7471823996*(y^~(~x|(y^z))) + 18446744069973614931*(~x&(y|z)) + 18446744066237727620*~(x&(y|z)) + 18446744062501790935*(y^(x|~z)) + 3735887311*(z^(~x|(~y&z))), 49374 + 3735936685*x
18446744069973614931*(~(x&y)&~(y^z)) + 7471823996*(~y|(x^z)) + 18446744069973614931*(~(x|~y)|(y^z)) + 3735887311*~(x^(y&z)) + 7471823996*((x|y)&~(y^z)) + 18446744066237727620*(~(x|y)|~(y^z)), 49374 + 3735936685*x
11207859429*~(~x|(~y|z)) + 18446744066237678246*(~z&~(x^y)) + 3735936685*(y^(~x|(y|z))) + 3735887311*(y^(x|~z)) + 49374*(y^(x&(y|z))) + 18446744069973565557*(~(x|~y)|(y^z)) + 3735887311*(y&(x|~z)), 49374 + 3735936685*x
11207810055*((x|~y)&(y^z)) + 1814180984519652887*(~x&(y&z)) + 18446744066237678246*((x&z)^(y|z)) + 16632563100397708784*(z&(x^y)) + 7471873370*~(x^(~y|z)) + 16632563111605518839*(z^(x&~y)) + 1814180958368096092*(z|(x&~y)) + 49374, 49374 + 3735936685*x
18679634051*(~z&(x^y)) + 18446744066237678246*(~(x&~y)&(y^z)) + 18446744066237678246*(z^(x|(~y&z))) + 14943746740*(x^z) + 3735936685*(z^~(~x|(~y&z))) + 18446744058765804876*(~y|(x^z)) + 18446744062501741561*(~(x|~y)|(x^(y^z))) + 14943697366*(z|~(x^y)), 49374 + 3735936685*x
8091027801003085863*~(~x|(y|z)) + 4045513902369486587*(y&~z) + 18446744069973664305*(~(x&~y)&~(x^(y^z))) + 18446744069973614931*~x + 4045513902369486587*((y&~z)^(~x|(y^z))) + 14401230175075952340*(~y|(x^z)) + 4045513902369486587*(y^~(x|z)) + 14401230175075952340*(y|~z), 49374 + 3735936685*x
7471823996*(x&(~y&z)) + 3735887311*(y&~(x&z)) + 18446744069973614931*(y^(x&(y|z))) + 3735887311*~(~x|(y^z)) + 49374*((x|y)&(x^(y^z))) + 18446744073709502242*(~(x|y)|(x^(y^z))), 49374 + 3735936685*x
18446744069973565557*(~z&~(x^y)) + 18446744066237678246*(y^~(~x&(~y|z))) + 18446744069973614931*(z&~(x^y)) + 18446744069973614931*(~(x|~y)|~(y^z)) + 7471873370*(y^~(x|z)) + 18446744066237678246*((y&z)|(~x&(y|z))) + 18446744069973614931*(z|~(x|~y)) + 14943697366*(z|(x^y)), 49374 + 3735936685*x
18446744069973614931*~(x|(~y|z)) + 18446744073709502242*~(x^(~y&z)) + 18446744073709502242*(x^(~y&z)) + 3735936685*~(~x&(~y|z)), 49374 + 3735936685*x
18446744066237628872*(z^(~x|(y|z))) + 18446744058765706128*((y&z)^~(x&(y^z))) + 11207859429*(y^(x|(y&z))) + 18446744058765706128*(z^(x|(~y&z))) + 26151655543*(z^(x&(y|z))) + 22415718858*(z^~(x&y)) + 18446744066237579498*(x&z) + 18446744062501692187*((y&z)|(~x&(y|z))), 49374 + 3735936685*x
18446744062501790935*(y^~(x&(y^z))) + 26151458047*((x&~y)|(y^z)) + 18446744040086220199*(x^(~y|z)) + 41095155413*(~(x&y)&~(x^(y^z))) + 18446744043822156884*(x^y) + 18446744055029917565*(~y|~(x^z)) + 37359218728*~(x&(~y&z)) + 18446744058765854250*(y|~(x^z)), 49374 + 3735936685*x
5918819820204219286*(z^(x|y)) + 6263962126752641478*(y^z) + 6263962126752641478*(~(x&y)&~(y^z)) + 6263962130488578163*(~(x|~y)|(y^z)) + 12182781943220973453*(~x|(y^z)) + 6263962126752641478*(~z|~(x^y)) + 3735936685*~(~x&(y|z)) + 12182781946956860764*(z^~(x|y)), 49374 + 3735936685*x
18446744069973614931*~(x|(~y&z)) + 49374*(y&(x|~z)) + 18446744069973664305*((x|~y)&(x^(y^z))) + 3735887311*(x^(~y&z)) + 18446744073709502242*(y^~(x|~z)) + 3735887311*((x^y)|~(x^z)), 49374 + 3735936685*x
12297829379982393496*(~(x&y)&(x^(y^z))) + 3735986059*(y^~(x&(y^z))) + 12297829383718330181*~(y&z) + 12297829379982393496*(~(x&y)&~(y^z)) + 12297829383718330181*((y&~z)|~(~x|(~y&z))) + 12297829387454316240*((x&y)^(x^(y&z))) + 12297829379982344122*(x|(~y|z)), 49374 + 3735936685*x
18446744069973565557*(z^~(~x&(~y&z))) + 49374*(z^~(x&(~y&z))) + 3736035433*(y&(x^z)) + 18446744073709502242*(x^(y&z)) + 18446744073709502242*((x&~y)|~(x^(y^z))) + 49374*((y&~z)^(~x|(y^z))) + 7471922744*~(~x&(y&z)) + 18446744069973516183*(~x|(y|z)), 49374 + 3735936685*x
7471922744*(x&~z) + 3735936685*((x^y)&~(x^z)) + 7471922744*((x|~y)&~(y^z)) + 18446744069973565557*(x|~y) + 7471922744*(y|~(x|z)) + 18446744062501642813*(y|~z) + 3735936685*(x|z), 49374 + 3735936685*x
18446744066237727620*(~x&(y^z)) + 3735936685*(y^(x|(y&z))) + 18446744073709502242*(~(x|y)|(y^z)) + 3735936685*(~(x^y)|~(x^z)) + 3735887311*(~(x|~y)|(x^(y^z))) + 18446744069973614931*((x^y)|~(x^z)), 49374 + 3735936685*x
49374*(~x&(~y&z)) + 3736035433*((x^y)&(x^z)) + 7471873370*(~(x&y)&~(y^z)) + 18446744073709502242*(z^~(~x&(~y|z))) + 18446744066237628872*(y^(x|(y^z))) + 7471873370*((y&~z)^(x|(y^z))) + 18446744066237628872*~(y^z) + 3735936685*((y&z)|(x&(y|z))), 49374 + 3735936685*x
3735936685*((x|~y)&~(x^(y^z))) + 18446744073709502242*((x&z)^(x^(~y&z))) + 18446744069973614931*~(x|(y^z)) + 3735936685*((x|y)&~(y^z)) + 18446744073709502242*((x&z)^~(x^(~y&z))), 49374 + 3735936685*x
18446744073709502242*(~x&(y^z)) + 3735986059*(y^(x|(y|z))) + 18446744069973664305*(~(x&y)&(y^z)) + 18446744069973664305*(~(x&y)&~(y^z)) + 18446744073709502242*(z^(x&y)) + 98748*y + 18446744073709502242*(~(x|~y)|(x^(y^z))) + 3735837937*~(~x&(~y&z)), 49374 + 3735936685*x
18446744069973664305*(~x&(y^z)) + 3735936685*(~y&~(x^z)) + 18446744073709502242*~(y|~z) + 18446744073709502242*~(x|~y) + 7471873370*((x&y)|(x^(y^z))) + 18446744069973565557*(~z|~(x^y)), 49374 + 3735936685*x
3735936685*(z^(x|(~y|z))) + 18446744066237727620*(~x&(~y&z)) + 7471823996*(z^(x|y)) + 18446744066237727620*((x|y)&(y^z)) + 3735887311*~(x&(~y|z)) + 18446744062501790935*~(x&z) + 7471823996*(~(x|~y)|(y^z)) + 3735887311*((x&z)|~(y|z)), 49374 + 3735936685*x
5139509994514193876*(~x&(~y&z)) + 13307234079195357740*~(~x|(y&z)) + 11793127034111848059*((x&y)^(y|~z)) + 16932637032361978620*(~(x|~y)|(y^z)) + 3625402956902557565*~(~x|(y^z)) + 6653617039597654183*(y^(~x|(~y&z))) + 8167724080945227179*(~(x|~y)|(x^(y^z))), 49374 + 3735936685*x
18446744069973664305*(~z&~(x^y)) + 18446744073709502242*~(x|(~y&z)) + 18446744066237826368*(z^(~x&(~y|z))) + 11207612559*((x&z)|~(y|z)) + 18446744066237826368*(y^(x&~z)) + 7471774622*y + 18446744073709502242*((y&z)|(~x&(y|z))), 49374 + 3735936685*x
18446744062501790935*(y^(~x|(y|z))) + 7471823996*(y^~(x&~z)) + 18446744069973614931*(x^z) + 18446744069973614931*~(x&y) + 18446744069973614931*(z^(~x|(~y&z))) + 18446744069973614931*(y&~(x&~z)) + 11207760681*(~x|(~y|z)), 49374 + 3735936685*x
18446744069973861801*(x&(~y&z)) + 7471626500*(y^(x|(y|z))) + 7471577126*(~(x&y)&~(x^(y^z))) + 18446744069973713679*(y^~(~x&(y|z))) + 3735887311*~(~x&(y|z)) + 3735788563*(z^~(x|(~y&z))) + 7471675874*((x|y)&~(y^z)) + 18446744062502087179*~(y&~z), 49374 + 3735936685*x
18446744069973664305*((x&z)^~(x^(y&z))) + 18446744069973664305*(~x&(y|z)) + 3735837937*~(x&(y|z)) + 3735887311*(y^(x&(~y|z))) + 7471774622*(z&(x|~y)) + 18446744069973664305*z + 3735837937*(z|~(x^y)) + 18446744069973713679*(x|(~y|z)), 49374 + 3735936685*x
18446744069973614931*(z^~(~x&(~y&z))) + 11068046445720085894*(y^~(~x|(~y&z))) + 11068046445720085894*~(x^(y^z)) + 11068046438248261898*(y^(~x|(y^z))) + 3689348821466556857*(z^~(x|(~y&z))) + 7378697635461289718*(x|(~y&z)) + 11068046445720085894*((x&y)^(x^(~y|z))) + 3689348810258796176*(z|~(x|~y)), 49374 + 3735936685*x
3735986059*(z^(x|(~y|z))) + 3735986059*(z^(~x&(~y|z))) + 18446744073709502242*(x|(y^z)) + 7471972118*(x|(y&z)) + 18446744066237530124*~(~x&(y^z)), 49374 + 3735936685*x
18446744069973614931*(y^(x|(~y|z))) + 11207810055*(~z|(x^y)) + 3735936685*~(x^(y&z)) + 3735936685*(y^(~x&(y|z))) + 7471873370*(x&z) + 3735986059*(y&~(x&~z)) + 18446744069973565557*(~(x|~y)|(x^(y^z))) + 18446744062501692187*(y|~(x^z)), 49374 + 3735936685*x
18446744066237628872*(~x&(y^z)) + 7471873370*(~(x&~y)&(y^z)) + 18446744069973614931*((y&~z)|~(x|(~y&z))) + 3735936685*((x|y)&(x^(y^z))) + 18446744069973614931*~(~x|(~y&z)) + 3735887311*~(~x&(y^z)), 49374 + 3735936685*x
3735936685*(x&~z) + 18446744069973565557*(~(x^y)&(x^z)) + 18446744069973565557*(y^(x|(y&z))) + 18446744069973565557*(~(x^y)&~(x^z)) + 3735936685*(z^(~x&(~y|z))) + 3735986059*(x|(y^z)) + 18446744073709502242*(x|(y|z)), 49374 + 3735936685*x
12297829379982442870*(~(x&y)&(x^(y^z))) + 6148914689991221435*((x&z)^~(x^(y&z))) + 12297829383718280807*(y^(x|z)) + 12297829383718330181*((x&y)^(y|~z)) + 12297829383718330181*(y^~(x|(y^z))) + 3735936685*(x|(~y&z)) + 6148914689991172061*(y^~(x|(y&z))), 49374 + 3735936685*x
