# 49374 + 3735936685*(x^y)
9223372092893653274*((x&~z)|~t) + 12297829264168701879*(((~(x&~y)&~(y^z))&~t)|((~(x&y)&(x^(y^z)))&t)) + 3735936685*(((z^(x|(y&z)))&~t)|((~(x^y)&(x^z))&t)) + 15372286734317845926*((~(x&~y)&~t)|((z^(~x|(y&z)))&t)) + 3074457272145042856*((~(~x&(~y|z))&~t)|((x^(~y|z))&t)) + 12297829488324261117*(((~z&~(x^y))&~t)|((y^~(~x&(y&z)))&t)) + 78454423515*((~(x^(y|z))&~t)|((y^~(x|(y^z)))&t)) + 9223371992023659023*((((x&y)^~(x^(y&z)))&~t)|((x^(y^z))&t)) + 134493325668*(((y|(x&~z))&~t)|(((x&y)|~(y|~z))&t)) + 6148914551761959082*(((y^(x&(~y|z)))&~t)|((y^(~x|(~y&z)))&t)) + 18446744066237727620*((~(x|~y)&~t)|(((x|y)&~(y^z))&t)) + 15372286644655612356*((~(x&~x)&~t)|((~x|(y&z))&t)) + 3074457511244299460*(((y^(x|(~y&z)))&~t)|(~(x&(y^z))&t)) + 9223371943456630240*(((~(x^y)&(x^z))&~t)|(((x&y)^(x^(y&z)))&t)) + 18446744013934712778*(((x^(y|z))&~t)|(~(~x&(y^z))&t)) + 12297829432285358964*((((x&z)^(y|z))&~t)|(z&t)), 49374 + 3735936685*(x^y)
3689348830998201265*((~(~x|(y&z))&~t)|((x&~x)&t)) + 18446744069165863519*((((x|y)&~(x^(y^z)))&~t)|((y&~z)&t)) + 7378697622516848689*(((~(x|y)|(y^z))&~t)|((y^~(x&(~y&z)))&t)) + 7378697630089629268*(((z^(x|(~y|z)))&~t)|((y^~(x&(y^z)))&t)) + 7378697626454698540*~(x|(y^(z&t))) + 14757395263612276098*(((y^~(x|~z))&~t)|(~(x|(y^z))&t)) + 14757395256746290348*(((z^(x&(~y|z)))&~t)|((~x&(y|z))&t)) + 11068046453414043997*((~(x|y)&~t)|((x^z)&t)) + 11068046438369439422*(((z^(x|(y&z)))&~t)|(((y&~z)^(~x|(y^z)))&t)) + 14757395253616191909*(((~x|(y|z))&~t)|((y^(x|(y^z)))&t)) + 14757395265227828296*((((y&~z)|~(x|(~y&z)))&~t)|(~(x&y)&t)) + 7378697625142065465*((~(~x|(~y&z))&~t)|((x&(y&z))&t)) + 11068046439783029080*(((z^(~x&(y|z)))&~t)|((y^(~x&(~y|z)))&t)) + 7378697638975042922*(((z|~(x|~y))&~t)|((z^~(x|(~y&z)))&t)) + 7378697628676039610*((((y&z)^~(~x&(y^z)))&~t)|((~(x^y)|~(x^z))&t)) + 3689348814842876781*((~(x&(y&z))&~t)|(((x&y)^(x^(~y|z)))&t)), 49374 + 3735936685*(x^y)
16366284219227421103*(((~(x|y)|(y^z))&~t)|((z^(x|(y|z)))&t)) + 4299617037826674920*((((y&~z)^(x|(y^z)))&~t)|((z^(x|(y&z)))&t)) + 3190038444286434374*(((~(x|y)|(y^z))&~t)|((z^~(~x&(~y&z)))&t)) + 10818391262733929680*(((x|(~y|z))&~t)|((~y&~(x^z))&t)) + 15811494922457300830*((((x&~y)|~(y^z))&~t)|((y^~(~x&(~y&z)))&t)) + 10957088584124519578*((~(x^(y|z))&~t)|(((x|y)&(y^z))&t)) + 9708812672929576445*(((~x&(y&z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 8183142111481728268*(((z|~(x|~y))&~t)|(((x&z)^(y|z))&t)) + 7767050136102099145*((~(~x&(~y&z))&~t)|(((x|y)&~(x^(y^z)))&t)) + 5963984928137085113*((((x^y)&~(x^z))&~t)|(((y&~z)|~(~x|(~y&z)))&t)) + 13176245767469113359*(((x|~y)&~t)|((z^~(x&(y&z)))&t)) + 15256705621951243872*(((~(x|y)|~(x^(y^z)))&~t)|((x|(~y&z))&t)) + 17614560126686378177*((~(x&~z)&~t)|(((x&z)^~(x^(~y&z)))&t)) + 3606130419665964749*(((z&~(x&~y))&~t)|(y&t)) + 14701916332652947595*(((~(x|y)|(y^z))&~t)|((z^(x&~y))&t)) + 3467433098275424225*(((y^~(~x&(y&z)))&~t)|(~(~x&(~y&z))&t)), 49374 + 3735936685*(x^y)
3180473116285625919*(((~(x&~y)&~(x^(y^z)))&~t)|(~(x|(~y|z))&t)) + 13357987081675031700*(((y^~(~x&(y^z)))&~t)|((~z&(x^y))&t)) + 18128696784122995716*((((x&y)^~(x^(~y|z)))&~t)|((~z&~(x^y))&t)) + 1272189221857097871*(((~z&~(x^y))&~t)|((y^(~x|(y&z)))&t)) + 6678993548309364533*((((x&y)|(y^z))&~t)|((z^(x|y))&t)) + 10495561288599342472*(((x^(y&z))&~t)|((y^(x|(y&z)))&t)) + 2544378492281323273*((~(y&~z)&~t)|((~(x&y)&~(y^z))&t)) + 6360946240043174582*((~(x&y)&~t)|((x^(y|z))&t)) + 12721892480086299790*((((x&y)^(y|~z))&~t)|(~(x&(y|z))&t)) + 17492602122759326220*(((z^(x&(~y|z)))&~t)|((z^~(~x|(~y&z)))&t)) + 6997040864047477228*((((x&z)^(x^(y&z)))&~t)|((z&~(x^y))&t)) + 13994081694471524291*(((x^y)&~t)|((x&z)&t)) + 18128696772915185661*(((x|~y)&~t)|((y^(~x|(~y&z)))&t)) + 12085797844874187089*((~(x^z)&~t)|((y|~(x|z))&t)) + 8905324698701067690*((~(~x&(y&z))&~t)|(~(x&(y^z))&t)) + 13676034419828715131*((~(x|y)&~t)|((z|(x&~y))&t)), 49374 + 3735936685*(x^y)
5887258747008063065*((((x|y)&~(y^z))&~t)|((y&~z)&t)) + 1962419587317237019*(((y^(x&(y^z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 16484324482656377912*((((x&y)^(x^(y&z)))&~t)|((z^(x|(y&z)))&t)) + 15306872739232214621*((~(x|y)&~t)|(((x|~y)&~(x^(y^z)))&t)) + 1962419587317237019*((~z&~t)|((y^(~x|(y|z)))&t)) + 2354903486848277208*((((x&z)^(y|z))&~t)|((y^(~x|(y|z)))&t)) + 7849678330589412773*(((~(x&y)&(y^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 3924839170898586727*(((z^~(~x&(~y|z)))&~t)|(~(x&(y&z))&t)) + 3532355248952025176*(((x&(y|z))&~t)|((z&~(x^y))&t)) + 392483918210624866*((((x&y)^~(x^(~y|z)))&~t)|(~(x^y)&t)) + 1177451747160050602*(((y^~(x&~z))&~t)|((y^(x&~z))&t)) + 18446744069973614931*(((y^~(x|~z))&~t)|((~x|(y&z))&t)) + 7849678326853476088*((~(~x|(~y|z))&~t)|(~(x&(~y&z))&t)) + 15699356664914712857*(((z^(x&y))&~t)|(~(~x&(y^z))&t)) + 17661776233552365199*(((x&~y)&~t)|((x|y)&t)) + 9027130085221287371*(((z|(x&~y))&~t)|((x|(y|z))&t)), 49374 + 3735936685*(x^y)
683212747483373097*((~(x&~y)&~t)|(~(~x|(y|z))&t)) + 7743077771188378471*((~y&~t)|((z^(x|(~y|z)))&t)) + 8426290503728054202*((((x|y)&(x^(y^z)))&~t)|(~(x|y)&t)) + 11159141471246025228*(((~(x|~y)|(y^z))&~t)|(((x&y)^~(x^(y&z)))&t)) + 12753304548707278495*(((x|~z)&~t)|((x&(~y&z))&t)) + 8654028082486575216*(((z&(x|y))&~t)|((y^(x|(~y|z)))&t)) + 17535793751203544816*(((y^(x|(~y&z)))&~t)|((~x&(y&z))&t)) + 16852580996248298349*(((x|(y^z))&~t)|((y^~(~x&(y&z)))&t)) + 10931403892487504214*(((y^~(x|z))&~t)|((~(x^y)&~(x^z))&t)) + 12753304533763531755*((((x|~y)&~(y^z))&~t)|((y^~(x|(~y&z)))&t)) + 14575205197455179406*(((~(x|~y)|(y^z))&~t)|((y^(~x&(y|z)))&t)) + 14575205193719242721*((((x&z)^~(x^(~y&z)))&~t)|((z^~(x|~y))&t)) + 5237964360013357723*(((~x|(~y&z))&~t)|((y^~(~x|(y&z)))&t)) + 16169368267444559303*((x&~t)|(((x^y)|~(x^z))&t)) + 8881765676188842970*(((y&~(x&~z))&~t)|(~(x&~z)&t)) + 9109503247475490614*(((~z&~(x^y))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*(x^y)
6929233814869145696*(((y|~(x^z))&~t)|(~(x|z)&t)) + 9270191182031193231*(((~x|(y^z))&~t)|(~(x|(y&z))&t)) + 4681914741795869692*(((~x&(~y|z))&~t)|((y^(x|(y&z)))&t)) + 6648318932602979225*((~(x^(~y&z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 16854893062993316770*(((~(x|y)|(y^z))&~t)|((z^(x&(~y|z)))&t)) + 11892063438931231233*((~(y&z)&~t)|((~(x|y)|~(x^(y^z)))&t)) + 15637595228632019926*(((z^~(x|~y))&~t)|((~(x|y)|~(x^(y^z)))&t)) + 14607573986184104081*(((x^(~y|z))&~t)|((y^(~x&(~y|z)))&t)) + 8333808233671999543*(((y^~(x&(y&z)))&~t)|((z&(x|~y))&t)) + 561829768268319001*((~(x|(~y&z))&~t)|((y^(~x|(y^z)))&t)) + 749106360181700000*((~(~x|(y&z))&~t)|((~(x^y)|~(x^z))&t)) + 1685489304804957003*((~(x|(y^z))&~t)|(~(~x&(y&z))&t)) + 18259467481796170617*(((z^(x&(y|z)))&~t)|((~(x&~y)&~(y^z))&t)) + 13671191041560847078*(((y|~(x|~z))&~t)|((~(x|y)|~(y^z))&t)) + 10768403902394593231*(((~x|(~y|z))&~t)|(~(x&~y)&t)) + 5150106215975466536*(((y^(x|(y^z)))&~t)|((z&(x|y))&t)), 49374 + 3735936685*(x^y)
8822355839573705652*(((y^(x|~z))&~t)|((y^~(x&(y^z)))&t)) + 6416258805323122774*((((x&z)^(x^(y&z)))&~t)|((x&(~y&z))&t)) + 12832517633061371918*((((x^y)|(x^z))&~t)|(~(~x|(y&z))&t)) + 14436582306372997779*((~(~x&(y&z))&~t)|(~(x|(~y&z))&t)) + 14436582310108934464*((((x&y)^(x^(y&z)))&~t)|((z^~(~x&(y&z)))&t)) + 3208129413869272694*((~(y&~z)&~t)|((z^(x&(~y|z)))&t)) + 15238614663576363729*((((x|~y)&~(x^(y^z)))&~t)|((y^(x&z))&t)) + 14436582310108983838*(((y^(x|(~y|z)))&~t)|(~(x^y)&t)) + 14436582298901272531*(((x&(~y|z))&~t)|((x&z)&t)) + 7471823996*(((z|(x&~y))&~t)|((y^(~x|(~y&z)))&t)) + 11228452862616873467*(((~(x^y)&(x^z))&~t)|(((x&z)^(x^(y&z)))&t)) + 13634549975321188624*(((y^(x&(y|z)))&~t)|(((x&z)^(x^(y&z)))&t)) + 3208129447492159745*(((y^(~x|(~y|z)))&~t)|((y|~z)&t)) + 2406097079081181236*(((x&y)&~t)|((y^(~x&(y^z)))&t)) + 8020323497314086442*(((~(x|y)|~(x^(y^z)))&~t)|((y|~(x|~z))&t)) + 6416258816530587211*((((y&~z)^(~x|(y^z)))&~t)|((x|(y&z))&t)), 49374 + 3735936685*(x^y)
15608783445083878254*(((~(x&y)&~(y^z))&~t)|((~(x&~y)&(y^z))&t)) + 9932862192143201119*((((x|~y)&(y^z))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 17027763763420042759*(((z|(x^y))&~t)|(((x&y)^~(x^(~y|z)))&t)) + 14189803134506978258*((~(x|~z)&~t)|((y^~(~x|(y^z)))&t)) + 18446744072272645295*((((x|~y)&~(y^z))&~t)|(~(x&z)&t)) + 5675921250641597397*(((z|(x^y))&~t)|((y^~(x|(~y&z)))&t)) + 1418980312588588595*((((x|y)&~(x^(y^z)))&~t)|((y^~(x|(y^z)))&t)) + 5675921251503770814*(((z^(x|(~y&z)))&~t)|((y^~(x&(~y|z)))&t)) + 2299030364*((~(~x&(~y|z))&~t)|(~(x^(y&z))&t)) + 14189803136231226344*(((~(x|~y)|~(x^(y^z)))&~t)|((~z|~(x^y))&t)) + 5675921254090142943*(((y^(~x&(y^z)))&~t)|((z^(~x&(~y|z)))&t)) + 18446744069398882027*(((x&~x)&~t)|((~(x^y)|~(x^z))&t)) + 2837960626326642998*(((~(x&~y)&(y^z))&~t)|((y&(x|z))&t)) + 8513881878405146716*((y&~t)|(((y&z)|(~x&(y|z)))&t)) + 7094901567540855581*(((z^~(x&(~y&z)))&~t)|((y|~(x|~z))&t)) + 4256940945812273311*((((x^y)&(x^z))&~t)|((~x|(y|z))&t)), 49374 + 3735936685*(x^y)
1941762535450952241*(((y^~(x&(~y|z)))&~t)|(~(~x|(~y|z))&t)) + 970881269593395089*(((y^~(x&(y&z)))&~t)|((~(x&~y)&(y^z))&t)) + 970881269593395089*(((~(x|y)|(y^z))&~t)|((y^z)&t)) + 6796168875946548056*(((y^(x|(~y|z)))&~t)|(((x&y)^(y|~z))&t)) + 6796168868474921556*((((x|~y)&~(y^z))&~t)|((~x&(~y|z))&t)) + 5825287613824680719*((((x|~y)&~(y^z))&~t)|((y^(x&(y|z)))&t)) + 4854406325552342815*(((z^~(x|(~y&z)))&~t)|(~(x^(~y&z))&t)) + 9708812662312051319*(((z^~(~x&(y|z)))&~t)|((z^(x&y))&t)) + 17475862804116107153*((~(x|y)&~t)|((y^(~x&(~y|z)))&t)) + 8737931400190183982*(((y^~(~x&(y&z)))&~t)|(~(x^(~y|z))&t)) + 6796168864739132993*(((z^~(x&y))&~t)|((x|~z)&t)) + 1941762535450853493*(((z^(x&(y|z)))&~t)|((y^(~x|(y^z)))&t)) + 17475862811587881775*(((z&~(x&y))&~t)|((~y|~(x^z))&t)) + 3883525063430426104*(((y^~(x&(y&z)))&~t)|((y^(x&~z))&t)) + 5825287606353202341*((~(x&(~y&z))&~t)|(((y&z)|(x&(y|z)))&t)) + 11650575208970369249*(((~x|(~y&z))&~t)|(~(~x&(y^z))&t)), 49374 + 3735936685*(x^y)
18092970900716733874*(((x^z)&~t)|((y&~z)&t)) + 8692712273629637197*(((z|~(x|~y))&~t)|(~(x|y)&t)) + 11927209867553364234*(((z^~(~x&(y&z)))&~t)|((y^(x|~z))&t)) + 3032341494536940766*(((y^(x|(~y&z)))&~t)|((x^(y&z))&t)) + 12735834265100262448*(((~(x^y)|(x^z))&~t)|((x^(y&z))&t)) + 2931263446711565347*((~(x^(~y|z))&~t)|(~(~x|(y^z))&t)) + 3234497590187740978*(((x|~z)&~t)|(((x|~y)&(x^(y^z)))&t)) + 14454161111755469728*(((~x|(y^z))&~t)|((x&z)&t)) + 10512117164374381959*(((z^(~x|(~y|z)))&~t)|(x&t)) + 8490556174242900300*((((x&z)|(y&~z))&~t)|(~(~x&(y|z))&t)) + 14909012336309599574*(((y&~(x&z))&~t)|((y^(~x|(y^z)))&t)) + 10057265947292076109*(x|(y^(~z|t))) + 8844329347235718042*(((x|z)&~t)|((~(x&~y)&~(y^z))&t)) + 7934626901863395035*(((y|z)&~t)|((y&~(x&~z))&t)) + 4750668337456211361*((((x|~y)&~(y^z))&~t)|((y|~z)&t)) + 6115222011118650273*(((z^~(x&(y|z)))&~t)|(~(~x&(~y&z))&t)), 49374 + 3735936685*(x^y)
17810649520816741994*(((z^~(x&~y))&~t)|(~(~x|(~y|z))&t)) + 15266271032786583808*(((~(x&~y)&(x^(y^z)))&~t)|((y&~z)&t)) + 18679634051*(((y|~(x|z))&~t)|(~(x|(y&z))&t)) + 7633135493977721168*(((z^(x&(y|z)))&~t)|((z^(x|y))&t)) + 15902365503489033230*((((x&y)|(y^z))&~t)|(((x|y)&(y^z))&t)) + 6997040799119564386*(((z^~(x|~y))&~t)|(~(y&z)&t)) + 9541419358132371465*((~(x&~y)&~t)|((z^(x|~y))&t)) + 5088756983532090994*(((x|~z)&~t)|(~(x&(y|z))&t)) + 12085797838690557533*((~(x&~x)&~t)|((x^(~y|z))&t)) + 5088757088138071304*(((x&(y^z))&~t)|((y^(x|~z))&t)) + 7633135441674706326*((y&~t)|((x^(y&z))&t)) + 17810649453569980412*(((y^~(x&(y&z)))&~t)|((y^(x&z))&t)) + 13357987060290016516*(((x|~z)&~t)|((x&(~y|z))&t)) + 6997040888781896704*(((x^(y^z))&~t)|((z^~(x|~y))&t)) + 63510824897*(((x&z)&~t)|((z^~(x|~y))&t)) + 16538460134836315741*((((x|~y)&~(x^(y^z)))&~t)|((~x|(y&z))&t)), 49374 + 3735936685*(x^y)
6627572722256551352*((~(x^z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 6958951355380634509*(((z|~(x^y))&~t)|((y^(~x|(y|z)))&t)) + 11266873627088920337*(((z|(x^y))&~t)|(~y&t)) + 13807443168877133257*(((y^~(~x&(~y|z)))&~t)|(((x&z)^(x^(~y&z)))&t)) + 12481928625172990574*(((y^(x&z))&~t)|(~(x|(~y&z))&t)) + 15243417258201299012*(((z^~(x|y))&~t)|(((x&z)^(y|z))&t)) + 7953087265960595287*((((x&z)^~(y&~z))&~t)|((x^y)&t)) + 331378636860019842*((~(~x|(~y&z))&~t)|((z&~(x&y))&t)) + 16016634073805326335*((~(x&~y)&~t)|((y^~(x|(y^z)))&t)) + 17452608166865428775*(((y|~(x^z))&~t)|((y^~(x|~z))&t)) + 2540569541788212920*(((y&~(x^z))&~t)|((~z|~(x^y))&t)) + 2098731363044205439*(((z^~(~x&(y|z)))&~t)|((y|~z)&t)) + 8836763627184744430*((~(y|z)&~t)|((z&~(x&~y))&t)) + 11045954535848923567*((~y&~t)|((y^~(~x|(y&z)))&t)) + 8394925444704652142*(((x&z)&~t)|((z|~(x|y))&t)) + 7400789541596663482*(((y^(x&(y^z)))&~t)|(~(x&~z)&t)), 49374 + 3735936685*(x^y)
13645536713645626885*(((y^~(x&(~y&z)))&~t)|(~(~x|(y&z))&t)) + 758085370282133367*(((y^~(x&(y|z)))&~t)|(((y&z)^~(~x&(y^z)))&t)) + 11118585468163890818*(((y^(x&(~y|z)))&~t)|((~(x&y)&~(y^z))&t)) + 11876670842182108992*((~(y^z)&~t)|(~(x|(~y&z))&t)) + 3285036619499756745*(((y^~(~x|(y^z)))&~t)|(((x&y)^(y|~z))&t)) + 6064682984672736420*(((~(x|y)|~(x^(y^z)))&~t)|((y&~(x&z))&t)) + 3537731739191000353*(((y^~(x&z))&~t)|((~(x|~y)|(y^z))&t)) + 505390246854706204*(((z&(x^y))&~t)|(~(x^y)&t)) + 1516170744300154045*(((y|~(x|z))&~t)|((z^(~x&(y|z)))&t)) + 8086243979563582728*(((~(x^y)&(x^z))&~t)|(~(x^(~y|z))&t)) + 17183268452836725986*(((~x|(~y|z))&~t)|((y^(~x|(y^z)))&t)) + 8591634226418387680*((~(y|z)&~t)|(((x&y)|(y^z))&t)) + 17435963572528117716*(((y^(~x|(y&z)))&~t)|(((x&z)^~(x^(~y&z)))&t)) + 13392841590218249096*((((x^y)|~(x^z))&~t)|((y|~(x^z))&t)) + 16677878205982019782*(((y^(~x|(~y&z)))&~t)|((z|~(x|y))&t)) + 8844329349845765469*(((x|(y|z))&~t)|((z|(x&y))&t)), 49374 + 3735936685*(x^y)
15631578311666713420*((~(x^y)&~t)|((~y&(x^z))&t)) + 2592915836999779623*(((z|(x^y))&~t)|((y^(~x|(y&z)))&t)) + 17631827666941437813*((~(~x|(~y|z))&~t)|((z^(x|y))&t)) + 3333748931684336382*(((y^(x|(~y|z)))&~t)|((x&(~y&z))&t)) + 17409577738162442555*(((x^(y&z))&~t)|(~y&t)) + 1926166043191068601*((((x&z)^~(x^(y&z)))&~t)|((~x&(y&z))&t)) + 13927662189782766707*(((~z|(x^y))&~t)|((~(x&~y)&~(x^(y^z)))&t)) + 16372411410087206864*((((x|~y)&~(x^(y^z)))&~t)|((~x&(y|z))&t)) + 16372411410087206864*(((y&~z)&~t)|((y^~(~x&(~y|z)))&t)) + 2889249074126395240*((~(x|(y^z))&~t)|((y^(x&(~y|z)))&t)) + 74083312083606418*((y&~t)|((y^~(x|(y^z)))&t)) + 148166620431276151*(((y^(~x|(y|z)))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 17483661046510112288*(((y^~(x|~z))&~t)|((y^(~x&(~y|z)))&t)) + 14223995430645319009*((((x&~y)|(y^z))&~t)|(((x&z)|(y&~z))&t)) + 1111249640158842109*(((~(x^y)&~(x^z))&~t)|(((x&y)|(y^z))&t)) + 3852332097589897883*(((y^(x|(y&z)))&~t)|(~(x&(~y&z))&t)), 49374 + 3735936685*(x^y)
7378697675062185663*(((~(x|~y)|~(x^(y^z)))&~t)|((z^(~x|(~y|z)))&t)) + 12912720838894519506*((~(~x&(~y|z))&~t)|((z^(~x|(~y|z)))&t)) + 14757395301557227337*(((~z|~(x^y))&~t)|(~(x|(y&z))&t)) + 7378697675062152747*((~(y|z)&~t)|((~y&~(x^z))&t)) + 1844674376736328656*(((~(x|~y)|(x^(y^z)))&~t)|((y^~(~x&(y^z)))&t)) + 5534023182512000810*((~(~x&(y^z))&~t)|(((x&z)^~(x^(y&z)))&t)) + 11068046454686350396*((~y&~t)|((x^(y|z))&t)) + 5534023189983874180*(((~(x|~y)|~(x^(y^z)))&~t)|((x^(~y|z))&t)) + 9223372115309289842*(((x&z)&~t)|(((x|y)&~(x^(y^z)))&t)) + 12912720801535218488*(((y^~(~x&(~y&z)))&~t)|((y^(x&(~y|z)))&t)) + 11068046424798889832*(((y^(~x&(~y|z)))&~t)|(((x|~y)&(x^(y^z)))&t)) + 9223372059270354773*(((y^~(~x|(~y&z)))&~t)|(((x&y)|(x^(y^z)))&t)) + 16602069682029492678*((~(y&~z)&~t)|(((x|y)&~(y^z))&t)) + 1844674373000408429*(((z^~(x|(~y&z)))&~t)|((y^~(x|z))&t)) + 7378697622759154363*(((y^(~x|(y&z)))&~t)|(~(x&~y)&t)) + 9223372059270305399*(((~x|(y^z))&~t)|(~(x&(~y&z))&t)), 49374 + 3735936685*(x^y)
12297829398661945257*((((x&y)^~(x^(y&z)))&~t)|((~(x&y)&(x^(y^z)))&t)) + 6148914626480824446*(((z^(~x|(~y&z)))&~t)|(((x|~y)&~(x^(y^z)))&t)) + 6148914600329514521*((((x^y)&(x^z))&~t)|((y^(x|z))&t)) + 12297829346359325407*(((y&~z)&~t)|(((x^y)&(x^z))&t)) + 12297829439756903174*(((x&y)&~t)|((y^(x&(~y|z)))&t)) + 12297829421077367871*(((~(x|~y)|~(x^(y^z)))&~t)|((y^~(~x&(y&z)))&t)) + 12297829365038811336*((~(x&(~y&z))&~t)|((z&~(x^y))&t)) + 12297829421077367871*(((z^~(~x&(y|z)))&~t)|((x&(y|z))&t)) + 12297829353831100029*((((y&z)|(x&(y|z)))&~t)|((z^~(x&(~y|z)))&t)) + 63510380531*(((z|(x^y))&~t)|((x|(y^z))&t)) + 6148914701198916284*((~(~x|(y^z))&~t)|((~(x|~y)|~(y^z))&t)) + 6148914645160359749*(((y^(~x|(y|z)))&~t)|((y&(x|z))&t)) + 6148914749765698197*(((z^(~x|(~y&z)))&~t)|((y^~(x|(y&z)))&t)) + 12297829327679740730*(((y^~(x|~z))&~t)|((z^~(~x|(y&z)))&t)) + 12297829368774698647*((~(x^(y|z))&~t)|(~(x&~y)&t)) + 12297829372510635332*(((z^(~x&(~y|z)))&~t)|((y|(x&z))&t)), 49374 + 3735936685*(x^y)
14422724310841169475*(((y^~(x&(~y&z)))&~t)|(~(y|z)&t)) + 11793166836191704061*((~(~x&(y&z))&~t)|(~(x|z)&t)) + 6892627916352129219*(((y^(x&~z))&~t)|((z^(~x|(~y|z)))&t)) + 6295001215530364939*(((z^(x|(y&z)))&~t)|((~x&(~y&z))&t)) + 7171520372501557640*~(x|(~y&(z|t))) + 17410857800006145387*(((z^(x&y))&~t)|(~(x&z)&t)) + 2629557470913479355*(((x&~x)&~t)|((y^(x|~z))&t)) + 1235095175222639884*(((y^~(~x&(~y|z)))&~t)|((y&~(x^z))&t)) + 12988420237835232621*(((z^(x|y))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 15498452361859673087*(((y^~(x&z))&~t)|((~(x&~y)&(x^(y^z)))&t)) + 9801077839679100310*(((~(x^y)&(x^z))&~t)|((y^~(x&(y|z)))&t)) + 6135634098798151411*((~(~x&(y^z))&~t)|((z^~(x|~y))&t)) + 10836964120854429283*(((y|~(x|~z))&~t)|(((x&y)|~(x^(y^z)))&t)) + 16972598219652580694*(((x^(~y&z))&~t)|((x|(y&z))&t)) + 13107945573516412081*(((y^(~x|(y|z)))&~t)|((y|(x&z))&t)) + 5657532741129489335*(((z^~(x|(y&z)))&~t)|((x|z)&t)), 49374 + 3735936685*(x^y)
15289193283221366086*((((y&~z)^(x|(y^z)))&~t)|((x&(~y&z))&t)) + 5982727810213832491*(((y|(x&~z))&~t)|(((x^y)&~(x^z))&t)) + 5816540926700605610*(((x&(y^z))&~t)|((y^~(x&~z))&t)) + 5816540919228732240*(((~x|(y&z))&~t)|(((x^y)&(x^z))&t)) + 15621567053983855281*((~(x^z)&~t)|(~(x|~z)&t)) + 11300708078902735966*(((x^(~y&z))&~t)|((z^~(~x&(y|z)))&t)) + 830934421302317960*((((x&y)|(x^(y^z)))&~t)|((z&(x^y))&t)) + 18280557190196275361*(((~x|(y|z))&~t)|(~(x&y)&t)) + 3489924557514738040*(((~z|~(x^y))&~t)|((y&~(x^z))&t)) + 13461137564575327281*(((~(x|y)|~(x^(y^z)))&~t)|((x&y)&t)) + 2825177015989759650*(((z&(x|~y))&~t)|((y^~(x|(~y&z)))&t)) + 14624445749168261066*(((z^(~x|(y|z)))&~t)|((y^~(x&(~y|z)))&t)) + 17449622772629894086*(((~z&~(x^y))&~t)|((~y|~(x^z))&t)) + 11799268740650374786*(((z|~(x|y))&~t)|(((x&y)|~(y^z))&t)) + 997121297343720845*(((y^~(x|(~y&z)))&~t)|((y|~(x^z))&t)) + 9140278596966081336*((((x&z)^~(x^(y&z)))&~t)|(~(x&~x)&t)), 49374 + 3735936685*(x^y)
15651782850646672950*(((y^~(x|(y&z)))&~t)|((~z&~(x^y))&t)) + 17887751829844153345*(((y^(x&~z))&~t)|((z^(~x|(y|z)))&t)) + 18446744073709502242*(((x|~z)&~t)|(((y&z)^~(~x&(y^z)))&t)) + 7825891429059273160*(((z^~(~x|(~y&z)))&~t)|(((x|y)&(y^z))&t)) + 1676976727860208754*(((z^(x|~y))&~t)|((z^~(x&~y))&t)) + 5589922438653834588*((~(x|~z)&~t)|((~x&(y&z))&t)) + 8943875916790069702*(((y^(~x&(~y|z)))&~t)|((~x&(y&z))&t)) + 15092790610517211364*(((z^(x|~y))&~t)|(~(x&(y|z))&t)) + 8943875916790069702*((~(x^(~y&z))&~t)|((z^~(~x&(y|z)))&t)) + 17328759578506832330*(((x|~z)&~t)|(((x|~y)&(x^(y^z)))&t)) + 10620852648386215141*(((~(x&y)&~(x^(y^z)))&~t)|((y^(~x&(~y|z)))&t)) + 6707906941328525992*((((x&~y)|~(y^z))&~t)|((x&(~y|z))&t)) + 3912945710793675208*(((z|~(x|y))&~t)|((x|~z)&t)) + 13415813875185079866*(((~x&(y|z))&~t)|((y^(x&(y^z)))&t)) + 14533798359179890349*(((~(x&~y)&~(y^z))&~t)|((z|(x^y))&t)) + 7266899181457938204*(((y|~z)&~t)|((x|(y|z))&t)), 49374 + 3735936685*(x^y)
